dept_id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_frentes_saude,qt_frentes_educacao,qt_frentes_seguranca,qt_frentes_agro,qt_frentes_mulher,qt_frentes_meio_ambiente,qt_total_frentes
204544,Alexandre Frota,PROS,SP,8,5,4,5,2,1,150
204395,Pedro Lupion,PP,PR,6,4,3,1,1,2,121
204376,Coronel Armando,PL,SC,3,3,6,3,1,1,121
204449,Nelson Barbudo,PL,MT,1,2,1,1,0,1,60
141422,Efraim Filho,UNIÃO,PB,2,2,2,1,0,1,79
171619,Margarida Salomão,PT,MG,1,4,2,1,0,1,82
204373,Hélio Costa,PSD,SC,7,3,7,3,1,7,210
168175,Simplício Araújo,SOLIDARIEDADE,MA,0,0,0,0,0,0,5
204547,Léo Motta,REPUBLICANOS,MG,1,2,2,0,0,0,38
204575,Gil Cutrim,REPUBLICANOS,MA,5,4,1,2,0,3,103
178886,Juscelino Filho,UNIÃO,MA,2,2,0,1,0,2,41
215043,Josivaldo Jp,PSD,MA,0,0,0,1,0,0,8
74399,Onyx Lorenzoni,PL,RS,0,0,1,0,0,0,5
213679,Dr. João,PROS,BA,0,0,0,0,0,0,1
122195,Leonardo Gadelha,PSC,PB,0,0,0,0,0,0,3
204518,Dr. Frederico,PRD,MG,9,2,2,3,2,2,103
220691,Diego Coronel,REPUBLICANOS,BA,6,3,4,4,3,3,192
220534,Fred Linhares,REPUBLICANOS,DF,10,5,5,3,5,3,226
220715,Amom Mandel,REPUBLICANOS,AM,4,4,4,3,3,4,138
220712,Fausto Jr.,UNIÃO,AM,8,5,6,4,4,6,193
220608,Cristiane Lopes,PODE,RO,10,5,5,6,6,5,211
220645,Erika Hilton,PSOL,SP,9,2,2,3,3,3,142
204479,Nicoletti,PL,RR,10,4,4,5,5,6,204
74095,Pauderney Avelino,UNIÃO,AM,0,0,0,0,0,1,17
218086,Ely Santos,REPUBLICANOS,SP,0,0,0,1,0,1,10
235776,Sérgio Turra,PP,RS,0,0,0,1,0,0,2
234673,Vanderlan Alves,SOLIDARIEDADE,CE,0,0,0,0,0,1,1
223128,Rodrigo Estacho,PSD,PR,5,2,3,2,3,3,109
220564,Yandra Moura,UNIÃO,SE,12,4,4,6,6,6,235
220549,Any Ortiz,PP,RS,10,2,3,3,2,4,168
204441,Otoni De Paula,PSD,RJ,6,3,4,4,3,2,165
220620,Rosângela Reis,PL,MG,5,2,1,2,2,2,98
220686,Duarte Jr.,AVANTE,MA,13,5,5,2,3,4,160
220609,Maurício Carvalho,UNIÃO,RO,3,2,0,2,1,3,61
160635,Ruy Carneiro,PODE,PB,11,3,1,2,2,5,137
73579,Alberto Fraga,PL,DF,12,4,4,3,6,5,252
204541,Eduardo Bismarck,PV,CE,9,2,5,3,4,5,152
73778,Luiz Carlos Hauly,PODE,PR,1,1,0,1,0,1,41
204419,Glaustin Da Fokus,PODE,GO,2,1,2,2,1,2,52
204474,Juarez Costa,REPUBLICANOS,MT,6,1,2,2,2,0,91
220633,Ricardo Salles,NOVO,SP,4,2,3,2,1,1,89
220621,Sargento Gonçalves,PL,RN,2,2,3,2,1,2,87
220529,Gilson Daniel,PODE,ES,9,5,3,4,3,2,215
220600,Lebrão,UNIÃO,RO,3,0,3,3,2,0,75
220649,Delegado Da Cunha,UNIÃO,SP,2,2,4,3,0,1,85
227324,Henrique Júnior,PL,MA,0,0,0,0,0,0,1
123086,Átila Lira,PP,PI,4,2,1,2,1,1,48
220544,Antonio Andrade,PSDB,TO,2,0,1,1,1,2,42
229225,Missionária Michele Collins,PP,PE,1,1,0,0,0,0,4
220675,Antônio Doido,MDB,PA,4,1,2,2,0,2,53
73768,Dilceu Sperafico,PP,PR,1,0,0,1,0,0,38
234406,Elmano Férrer,PP,PI,0,0,0,0,0,0,1
220681,Fábio Macedo,PODE,MA,1,0,0,0,0,0,4
224117,Gabriel Mota,UNIÃO,RR,1,1,1,2,0,1,51
220669,Lula Da Fonte,PP,PE,4,2,1,2,1,5,104
220532,Rafael Prudente,MDB,DF,2,1,2,1,0,1,55
198783,Emanuel Pinheiro Neto,PSD,MT,6,3,4,4,3,5,151
220558,Zé Trovão,PL,SC,10,4,5,4,2,5,207
204457,Juninho Do Pneu,PSDB,RJ,9,2,2,4,4,3,154
220599,Marcelo Crivella,REPUBLICANOS,RJ,11,4,5,5,5,3,226
220707,Amanda Gentil,PP,MA,14,3,4,4,6,3,214
220556,Ana Paula Lima,PT,SC,7,3,1,1,3,2,114
230957,João Cury,MDB,SP,0,0,0,1,0,1,4
220659,Dayany Bittencourt,UNIÃO,CE,15,5,6,2,6,5,212
220542,Alexandre Guimarães,MDB,TO,7,2,3,5,3,4,165
220528,Dr. Victor Linhalis,PODE,ES,5,1,2,1,3,2,125
73806,Roseana Sarney,MDB,MA,2,0,0,0,0,0,10
204489,Robério Monteiro,PSB,CE,0,0,0,0,0,0,8
233598,Samuel Santos,PODE,GO,0,0,0,0,0,0,1
220536,Zé Haroldo Cathedral,UNIÃO,RR,5,3,2,3,2,3,121
220607,Max Lemos,PDT,RJ,10,3,3,4,5,7,209
220702,Geraldo Mendes,UNIÃO,PR,4,4,5,5,2,3,165
80815,Leo Prates,REPUBLICANOS,BA,8,1,0,1,1,3,88
73692,Osmar Terra,PL,RS,7,3,3,5,2,4,133
178858,Mário Negromonte Jr.,PSB,BA,1,0,1,3,0,2,53
220673,Delegado Caveira,PL,PA,3,2,4,1,1,3,72
220663,Eriberto Medeiros,PSB,PE,11,4,3,5,6,4,177
220704,Carol Dartora,PT,PR,8,3,1,3,2,5,157
138286,Luciano Alves,PSD,PR,1,1,1,1,0,1,52
204550,Júnior Mano,PSB,CE,7,2,2,3,4,0,157
220579,Silvia Waiãpi,PL,AP,6,3,5,3,5,3,175
74550,João Leão,PP,BA,1,1,2,4,2,3,109
227800,Duarte Gonçalves Jr,REPUBLICANOS,MG,0,1,0,0,0,0,5
220559,Julia Zanatta,PL,SC,3,2,3,1,2,1,77
74262,Carlos Sampaio,PSD,SP,1,1,1,1,0,2,44
220573,Dorinaldo Malafaia,PDT,AP,11,4,1,4,6,8,209
220670,Iza Arruda,MDB,PE,1,0,1,1,3,0,44
157130,Túlio Gadêlha,PSD,PE,10,3,1,2,4,3,152
220667,Pedro Campos,PSB,PE,8,4,0,2,1,3,101
226179,Gisela Simona,UNIÃO,MT,2,1,0,1,0,0,27
220634,Marcelo Lima,PSB,SP,4,0,1,1,2,2,86
220685,Paulo Litro,UNIÃO,PR,0,0,2,3,0,3,63
141533,Rodrigo Rollemberg,PSB,DF,0,0,0,1,0,2,9
74454,Eunício Oliveira,MDB,CE,2,1,1,0,0,1,31
77003,Sergio Santos Rodrigues,PODE,MG,0,0,0,0,0,0,1
220672,Henderson Pinto,UNIÃO,PA,9,3,2,5,4,4,165
220656,Fernanda Pessoa,PSD,CE,13,5,5,4,6,4,248
204387,Sargento Fahur,PL,PR,6,1,3,0,4,1,104
74084,Raimundo Santos,PSD,PA,9,3,3,4,2,3,191
220628,Mauricio Do Vôlei,PL,MG,5,1,3,2,1,2,87
220568,Gustavo Gayer,PL,GO,10,1,5,5,6,2,155
220644,Rosangela Moro,PL,SP,8,0,4,2,5,4,121
220652,Delegado Palumbo,PODE,SP,2,3,4,0,1,2,46
204358,Beto Pereira,REPUBLICANOS,MS,3,2,1,2,0,2,61
220695,Rogéria Santos,REPUBLICANOS,BA,8,3,4,4,4,7,209
74041,Luiz Couto,PT,PB,6,2,2,1,1,4,112
220552,Zucco,PL,RS,8,2,4,3,4,2,188
220641,Rodrigo Gambale,PODE,SP,9,3,3,4,4,3,158
160976,Tiririca,PSD,SP,1,0,2,2,1,2,79
220705,Deltan Dallagnol,PODE,PR,2,0,1,1,1,2,47
204408,Gustinho Ribeiro,PP,SE,4,0,1,2,3,3,75
220570,Dr. Ismael Alexandrino,PSD,GO,3,2,2,1,1,2,59
220584,Murilo Galdino,REPUBLICANOS,PB,3,0,2,1,1,5,70
227370,Felipe Saliba,PRD,MG,0,0,0,0,0,0,1
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,3,3,2,1,2,0,77
220700,Florentino Neto,PT,PI,7,1,2,2,2,2,135
220658,Luiz Gastão,PSD,CE,3,0,0,2,0,1,67
141555,Vinicius Carvalho,PL,SP,13,3,6,5,5,7,282
221339,Dr. Benjamim,UNIÃO,MA,3,1,3,3,4,1,66
178929,Diego Garcia,UNIÃO,PR,8,3,4,6,2,4,195
204533,Idilvan Alencar,PSB,CE,7,3,0,1,3,1,105
220657,André Fernandes,PL,CE,2,2,3,2,1,1,69
220696,Ivoneide Caetano,PT,BA,3,2,1,1,0,2,57
215043,Josivaldo Jp,UNIÃO,MA,4,0,0,2,2,4,74
220655,Mario Frias,PL,SP,4,2,3,3,1,0,100
220604,Marcos Tavares,PDT,RJ,4,1,2,1,1,1,119
220594,Coronel Assis,PL,MT,3,2,6,3,2,2,112
220692,Dal Barreto,UNIÃO,BA,5,2,2,4,6,1,125
220526,Gilvan Da Federal,PL,ES,1,2,2,1,0,1,48
204395,Pedro Lupion,REPUBLICANOS,PR,3,0,2,1,1,2,71
204449,Nelson Barbudo,PODE,MT,0,0,0,1,0,1,9
220688,Dr. Francisco,PT,PI,7,2,2,3,1,1,93
227660,Nitinho,PSD,SE,0,0,0,0,0,0,4
204531,Guilherme Derrite,PP,SP,0,0,0,1,0,0,1
178886,Juscelino Filho,PSDB,MA,1,0,0,0,0,0,2
223398,Ulisses Guimarães,MDB,MG,0,0,0,0,0,0,4
204376,Coronel Armando,PP,SC,0,0,0,0,0,0,2
122195,Leonardo Gadelha,PODE,PB,0,0,0,0,0,0,1
179001,Márcio Biolchi,MDB,RS,10,2,5,4,3,7,205
74273,Jefferson Campos,PL,SP,12,9,8,8,1,8,321
141434,Flaviano Melo,MDB,AC,1,1,0,1,0,0,35
141552,Valtenir Pereira,MDB,MT,9,1,4,5,0,4,147
204368,Fabio Schiochet,UNIÃO,SC,6,1,6,3,0,3,132
178910,Joaquim Passarinho,PL,PA,14,5,5,9,3,5,304
160655,Ricardo Izar,REPUBLICANOS,SP,12,5,6,3,2,8,239
204353,Aline Gurgel,REPUBLICANOS,AP,2,1,1,2,2,4,122
204507,Carla Zambelli,PL,SP,9,4,8,4,3,6,248
164359,Delegado Waldir,UNIÃO,GO,1,2,4,2,0,2,63
178863,Uldurico Junior,MDB,BA,9,3,4,5,2,5,232
73441,Celso Russomanno,REPUBLICANOS,SP,19,8,8,9,8,9,367
204438,Sergio Toledo,PV,AL,1,1,3,0,1,4,64
204366,Rodrigo Coelho,PODE,SC,9,5,4,2,0,3,211
204496,Celso Sabino,UNIÃO,PA,5,1,3,2,0,3,125
204485,Luiz Carlos Motta,PL,SP,11,3,4,2,0,7,204
178934,Toninho Wandscheer,PP,PR,16,8,10,10,5,11,404
152605,Glauber Braga,PSOL,RJ,5,6,2,1,0,4,127
160588,Diego Andrade,PSD,MG,12,3,5,7,6,10,277
204486,Mauro Benevides Filho,PDT,CE,3,5,1,2,1,2,101
178992,Vitor Lippi,PSDB,SP,4,2,4,4,1,2,123
204526,Luiz Philippe De Orleans E Bragança,PL,SP,9,6,11,6,1,4,257
204365,Gilson Marques,NOVO,SC,3,3,1,2,0,1,110
74398,Maria Do Rosário,PT,RS,13,6,4,2,6,7,298
92346,Eduardo Bolsonaro,PL,SP,8,4,10,5,1,3,181
178874,Sergio Vidigal,PDT,ES,10,6,7,6,0,7,276
74057,Alice Portugal,PCDOB,BA,15,8,3,4,4,7,286
204420,Julian Lemos,UNIÃO,PB,2,1,3,0,0,0,52
204510,Franco Cartafina,PP,MG,6,0,2,2,1,1,66
115746,Gelson Azevedo,PL,RJ,7,6,6,3,1,4,158
204570,Pastor Gil,PL,MA,4,3,2,2,0,4,135
73808,Sérgio Brito,PSD,BA,4,2,2,1,0,3,73
213274,Ricardo Silva,PSD,SP,8,3,3,5,3,4,148
141439,Chico D'angelo,PDT,RJ,5,6,0,0,0,3,80
212749,Marcão Gomes,PL,RJ,0,0,0,0,0,0,9
218245,Jorielson,PL,AP,0,0,0,0,0,0,1
74319,Paes Landim,UNIÃO,PI,0,0,0,0,0,0,3
74253,Julio Lopes,PP,RJ,11,5,6,6,6,8,274
178908,Delegado Éder Mauro,PL,PA,15,7,12,6,2,8,357
178866,Luizianne Lins,PT,CE,1,6,1,1,1,2,89
178937,Altineu Côrtes,PL,RJ,11,6,8,4,1,5,270
205550,Jorge Braz,REPUBLICANOS,RJ,6,4,3,7,3,4,176
74159,Odair Cunha,PT,MG,6,6,8,7,1,7,263
141464,José Airton Félix Cirilo,PT,CE,7,8,1,5,1,4,185
74471,André De Paula,PSD,PE,10,4,3,3,1,7,198
204452,Márcio Labre,PL,RJ,3,5,4,1,1,1,93
204571,Alex Santana,REPUBLICANOS,BA,10,6,4,6,2,7,214
177282,Subtenente Gonzaga,PSD,MG,12,6,7,5,1,9,264
141372,Aelton Freitas,PP,MG,0,0,0,0,0,0,8
178947,Sóstenes Cavalcante,PL,RJ,25,9,10,10,5,11,449
204404,Lucas Redecker,PSDB,RS,8,4,5,3,0,5,181
204390,Professor Alcides,PL,GO,4,7,2,0,0,2,113
204558,Marcelo Nilo,REPUBLICANOS,BA,10,7,8,4,0,9,274
74270,Gilberto Nascimento,PSC,SP,15,7,6,6,1,9,263
81055,Márcio Jerry,PCDOB,MA,9,7,5,5,2,5,273
204454,Daniel Silveira,PTB,RJ,13,7,8,5,2,7,250
133810,Marcelo Moraes,PL,RS,5,2,3,2,0,3,116
204375,Leda Sadala,PP,AP,1,4,0,0,1,0,55
156190,Marcel Van Hattem,NOVO,RS,5,3,3,4,2,2,167
178860,Paulo Azi,UNIÃO,BA,2,1,2,5,0,3,85
204574,Junior Lourenço,PL,MA,4,2,1,5,0,2,109
178989,Renata Abreu,PODE,SP,6,5,7,3,3,4,229
204537,Enrico Misasi,MDB,SP,3,4,4,3,0,5,144
204536,Kim Kataguiri,UNIÃO,SP,5,3,4,5,0,3,158
62881,Danilo Forte,UNIÃO,CE,0,0,0,0,0,0,8
141405,Celso Maldaner,MDB,SC,14,7,8,5,1,7,280
178964,Heitor Schuch,PSB,RS,13,7,7,4,2,8,274
204388,Bibo Nunes,PL,RS,20,9,11,7,5,11,412
204497,Júnior Ferrari,PSD,PA,16,7,8,10,6,7,324
160527,Aguinaldo Ribeiro,PP,PB,10,6,3,4,1,4,154
204502,Bozzella,UNIÃO,SP,9,3,5,1,2,3,156
74158,Mário Heringer,PDT,MG,11,8,6,5,6,11,304
204381,Luis Miranda,REPUBLICANOS,DF,12,5,5,1,2,3,212
160639,Professora Dorinha Seabra Rezende,UNIÃO,TO,9,3,5,4,1,4,148
204355,Da Vitoria,PP,ES,18,12,11,5,5,12,358
141411,Dagoberto Nogueira,PSDB,MS,8,5,4,4,0,5,178
204433,Marcelo Calero,PSD,RJ,4,6,2,0,1,5,140
204494,Fred Costa,PATRIOTA,MG,10,6,7,0,0,7,177
74043,Wellington Roberto,PL,PB,13,5,5,5,1,5,211
132504,Enio Verri,PT,PR,10,7,4,5,1,6,213
178930,Roman,PP,PR,9,5,4,4,2,7,200
141398,Carlos Zarattini,PT,SP,14,6,3,3,1,7,275
204542,Denis Bezerra,PSB,CE,7,4,4,1,2,5,166
204380,Celina Leão,PP,DF,12,5,6,4,2,6,217
178927,Aliel Machado,PV,PR,19,9,6,4,0,8,310
178829,Capitão Augusto,PL,SP,15,6,7,6,5,8,267
204521,Abou Anni,UNIÃO,SP,8,4,4,1,2,5,189
204434,Dra. Vanda Milani,PROS,AC,5,3,2,3,1,2,127
204447,Flordelis,PSD,RJ,8,5,4,1,2,3,152
204389,Elias Vaz,PSB,GO,8,5,4,3,1,5,182
151208,Laercio Oliveira,PP,SE,13,7,4,2,0,4,184
204364,Eli Borges,PL,TO,5,2,2,1,1,3,116
160589,Bruna Furlan,PSDB,SP,2,1,1,1,0,3,42
178959,Hiran Gonçalves,PP,RR,6,3,1,4,0,3,136
178945,Rosangela Gomes,REPUBLICANOS,RJ,3,4,1,3,2,3,102
204405,Liziane Bayer,REPUBLICANOS,RS,0,3,1,0,1,2,78
204422,Ossesio Silva,REPUBLICANOS,PE,2,3,3,2,2,4,161
178861,Ronaldo Carletto,PP,BA,4,5,1,2,1,1,94
74156,Leonardo Monteiro,PT,MG,22,12,6,9,5,10,479
207176,Bia Cavassa,PSDB,MS,1,4,2,1,1,0,53
74044,Wilson Santiago,REPUBLICANOS,PB,15,9,6,8,5,9,376
193726,Paulo Eduardo Martins,PL,PR,5,1,3,2,1,4,106
137070,Vicentinho Júnior,PP,TO,8,6,4,4,0,4,160
204411,Filipe Barros,PL,PR,0,3,0,2,0,0,65
178943,Marcos Soares,UNIÃO,RJ,0,0,0,0,0,0,1
74806,Tadeu Filippelli,MDB,DF,1,0,0,0,0,0,1
178871,Evair Vieira De Melo,PP,ES,12,6,6,5,2,7,237
178922,Tadeu Alencar,PSB,PE,7,4,1,3,0,4,131
160510,Luis Tibé,AVANTE,MG,10,6,4,6,1,7,162
178984,Miguel Haddad,PSDB,SP,0,0,0,0,0,1,18
67138,Iracema Portella,PP,PI,8,6,4,1,2,5,167
205865,Reinhold Stephanes Junior,PSD,PR,8,1,3,4,2,4,177
178896,Newton Cardoso Jr,MDB,MG,21,10,7,10,0,8,391
160535,Marcon,PT,RS,12,7,6,6,0,8,330
160518,Weliton Prado,PROS,MG,12,8,6,6,0,8,227
160600,Arthur Oliveira Maia,UNIÃO,BA,17,7,10,9,4,11,373
178887,Rubens Pereira Júnior,PT,MA,10,4,5,6,0,7,207
204527,Geninho Zuliani,UNIÃO,SP,7,3,3,3,1,5,157
160538,Bohn Gass,PT,RS,11,7,4,6,0,6,270
160653,Roberto De Lucena,REPUBLICANOS,SP,7,3,5,3,2,6,192
204488,Célio Studart,PSD,CE,19,6,9,0,4,9,314
204459,Daniela Do Waguinho,UNIÃO,RJ,0,3,2,2,2,5,100
141488,Paulo Teixeira,PT,SP,11,8,6,4,1,6,231
178889,Zé Carlos,PT,MA,10,4,4,3,1,5,204
204556,Marcelo Ramos,PSD,AM,13,7,5,3,2,9,252
204529,Policial Katia Sastre,PL,SP,7,5,5,3,0,5,150
160531,Jhonatan De Jesus,REPUBLICANOS,RR,10,5,3,1,2,8,178
74079,José Priante,MDB,PA,6,3,2,0,2,1,112
178972,Alex Manente,CIDADANIA,SP,10,6,5,2,1,7,214
75431,Maurício Dziedricki,PODE,RS,2,1,1,1,1,0,49
74356,Silas Câmara,REPUBLICANOS,AM,10,4,2,5,5,5,224
74554,José Rocha,UNIÃO,BA,16,6,7,5,6,11,308
160673,Giovani Cherini,PL,RS,13,3,9,5,7,8,315
160621,Sandro Alex,PSD,PR,0,0,1,1,0,0,24
178882,André Fufuca,PP,MA,3,0,2,2,0,0,88
178901,Tereza Cristina,PP,MS,1,0,0,0,0,1,6
211649,Ricardo Pericar,UNIÃO,RJ,0,1,0,0,0,0,4
204476,Chiquinho Brazão,UNIÃO,RJ,11,8,6,3,2,7,257
204458,Major Fabiana,PL,RJ,2,2,5,0,1,1,85
178986,Nilto Tatto,PT,SP,18,12,7,7,4,10,431
204352,Camilo Capiberibe,PSB,AP,8,7,3,1,2,4,177
150418,Márcio Marinho,REPUBLICANOS,BA,23,10,13,10,8,15,504
107283,Gleisi Hoffmann,PT,PR,8,6,2,3,2,5,170
204382,Loester Trutis,PL,MS,0,0,5,2,1,0,88
204511,David Soares,UNIÃO,SP,7,2,3,4,1,2,131
160758,Domingos Sávio,PL,MG,16,5,7,8,4,9,399
204495,Airton Faleiro,PT,PA,12,10,4,6,2,10,358
141470,José Guimarães,PT,CE,9,7,3,4,2,6,254
204523,Lucas Gonzalez,NOVO,MG,2,3,1,2,0,2,87
160598,Flávia Morais,PDT,GO,7,4,4,1,0,3,162
74571,Nelson Pellegrino,PT,BA,13,8,6,4,1,6,249
204513,Guiga Peixoto,PSC,SP,5,3,5,1,1,4,124
141523,Raul Henry,MDB,PE,9,3,5,2,0,7,176
204418,Luizão Goulart,SOLIDARIEDADE,PR,4,5,3,3,1,4,144
204515,André Janones,AVANTE,MG,8,8,6,4,2,5,220
160591,Vinicius Gurgel,PL,AP,3,2,1,1,0,2,44
178854,Elmar Nascimento,UNIÃO,BA,2,2,2,2,2,2,76
204398,Felipe Francischini,UNIÃO,PR,4,5,5,2,1,6,146
178912,Pedro Cunha Lima,PSDB,PB,4,4,3,1,0,2,110
74160,Patrus Ananias,PT,MG,10,7,5,8,4,11,360
160651,Rogério Peninha Mendonça,MDB,SC,11,6,7,2,0,2,186
204393,Frei Anastacio Ribeiro,PT,PB,4,4,1,1,1,3,108
204482,Euclydes Pettersen,PSC,MG,1,1,2,1,0,3,83
191923,Flávio Nogueira,PT,PI,8,5,3,2,0,3,201
204442,Gurgel,PL,RJ,10,4,5,3,1,3,173
204370,Célio Moura,PT,TO,8,4,3,3,1,6,204
204461,Paulo Ganime,NOVO,RJ,1,0,1,0,0,1,37
179587,Major Vitor Hugo,PL,GO,3,2,5,1,0,2,88
178996,Giovani Feltes,MDB,RS,2,0,2,0,1,2,38
204394,Gervásio Maia,PSB,PB,2,1,0,0,0,1,48
217480,Jones Moura,PSD,RJ,0,0,0,0,0,0,6
213854,Dr. Agripino Magalhães,UNIÃO,CE,0,0,0,0,0,0,1
213762,Carla Dickson,UNIÃO,RN,2,0,0,0,0,0,8
220576,Alfredo Gaspar,PL,AL,5,1,4,3,4,2,92
220648,Marangoni,PODE,SP,15,5,6,6,6,8,305
220683,Beto Richa,PSDB,PR,8,4,1,5,4,6,161
204486,Mauro Benevides Filho,UNIÃO,CE,4,2,1,3,2,3,132
220537,Helena Lima,PSD,RR,2,1,1,3,2,2,67
178992,Vitor Lippi,PSD,SP,11,5,3,4,6,5,237
210989,Bruno Farias,REPUBLICANOS,MG,11,2,2,5,4,5,188
220547,Marcos Pollon,PL,MS,6,1,4,2,2,1,127
204496,Celso Sabino,PDT,PA,12,3,4,2,2,2,144
220701,Delegado Matheus Laiola,UNIÃO,PR,5,1,5,0,2,4,49
220606,Reimont,PT,RJ,4,2,1,1,1,3,104
220560,Thiago De Joaldo,REPUBLICANOS,SE,3,3,1,2,2,4,90
209787,Nikolas Ferreira,PL,MG,3,2,3,2,0,2,80
204353,Aline Gurgel,UNIÃO,AP,0,0,0,0,0,1,3
227991,Dr Flávio,PL,RJ,0,0,0,1,0,0,2
229112,Pedro Jr,PL,TO,0,0,0,1,0,0,1
220603,Dani Cunha,PL,RJ,4,0,2,1,5,2,76
224333,Welter,PT,PR,3,3,1,3,1,4,97
74270,Gilberto Nascimento,PODE,SP,4,5,2,3,4,5,154
220630,Pedro Aihara,PP,MG,10,5,5,4,4,5,211
220614,Dr. Daniel Soranz,PSD,RJ,10,2,2,4,4,5,119
178866,Luizianne Lins,REDE,CE,4,2,1,1,2,2,98
204536,Kim Kataguiri,MISSÃO,SP,9,4,6,4,4,5,206
221378,Reginete Bispo,PT,RS,3,3,1,2,1,2,83
204390,Professor Alcides,PSDB,GO,7,2,3,2,3,2,115
104552,Socorro Neri,PP,AC,12,4,3,3,6,6,228
204404,Lucas Redecker,PSD,RS,8,3,4,5,3,6,194
62881,Danilo Forte,PP,CE,10,2,2,4,4,5,177
220586,Rafael Brito,MDB,AL,1,2,3,0,0,2,55
220550,Mauricio Marcon,PL,RS,3,3,2,2,1,3,108
204574,Junior Lourenço,MDB,MA,4,3,1,2,2,3,88
220674,Dra. Alessandra Haber,PODE,PA,5,1,2,0,3,1,79
220684,Tião Medeiros,PP,PR,3,2,1,2,0,2,84
178943,Marcos Soares,PSDB,RJ,1,0,0,0,1,0,28
137070,Vicentinho Júnior,PSDB,TO,12,5,4,6,4,5,238
141487,Luiz Fernando Faria,UNIÃO,MG,1,2,3,4,2,3,128
204364,Eli Borges,REPUBLICANOS,TO,2,2,2,0,0,0,64
220626,Rafael Simoes,UNIÃO,MG,7,1,3,5,2,4,105
220668,Maria Arraes,PSB,PE,10,4,4,2,4,4,186
220589,Eduardo Velloso,SOLIDARIEDADE,AC,12,5,6,5,5,5,209
141411,Dagoberto Nogueira,PP,MS,5,2,1,5,2,5,103
160629,Romero Rodrigues,PODE,PB,9,2,5,5,4,6,186
220569,Silvye Alves,UNIÃO,GO,12,5,5,3,6,4,197
74043,Wellington Roberto,PSD,PB,6,2,3,1,0,3,97
206018,Célia Xakriabá,PSOL,MG,9,3,0,2,3,4,116
204494,Fred Costa,PRD,MG,9,2,4,3,3,3,170
178964,Heitor Schuch,PSD,RS,7,2,2,2,6,5,141
220596,Amália Barros,PL,MT,6,1,3,2,1,1,105
220698,Beto Preto,PSD,PR,3,1,2,2,2,1,56
228837,Juliana Kolankiewicz,MDB,MT,0,0,0,1,0,0,1
228616,Dr. Remy Soares,PP,MA,0,0,0,0,0,0,1
178905,Fabio Garcia,UNIÃO,MT,1,0,1,4,1,4,78
220646,Felipe Becari,PODE,SP,15,5,6,4,6,6,252
220602,Dimas Gadelha,PT,RJ,12,3,3,3,3,4,168
178871,Evair Vieira De Melo,REPUBLICANOS,ES,12,3,4,4,5,5,202
220578,Josenildo,PDT,AP,3,3,1,1,1,3,74
221148,Alfredinho,PT,SP,6,2,4,2,1,3,134
160518,Weliton Prado,SOLIDARIEDADE,MG,5,0,2,2,5,3,110
220694,Ricardo Maia,MDB,BA,3,1,0,0,0,2,61
74858,Lindbergh Farias,PT,RJ,8,3,2,4,5,4,180
220533,Prof. Reginaldo Veras,PV,DF,6,4,4,1,2,5,185
220693,Roberta Roma,PL,BA,4,1,3,1,2,1,73
220640,Juliana Cardoso,PT,SP,3,2,1,1,0,3,72
220557,Daniela Reinehr,PL,SC,4,2,2,1,0,1,82
220661,Matheus Noronha,PL,CE,2,2,2,2,2,0,70
230767,Rodrigo Da Zaeli,PL,MT,0,0,0,1,0,1,12
74171,Chico Alencar,PSOL,RJ,7,4,1,1,0,2,87
204459,Daniela Do Waguinho,REPUBLICANOS,RJ,1,0,0,0,0,1,18
220583,Delegado Fabio Costa,PP,AL,3,2,4,2,1,2,82
205865,Reinhold Stephanes,PL,PR,0,1,1,1,0,2,36
228797,Júlio Oliveira,PP,TO,0,0,0,1,0,0,7
204445,Fernando Mineiro,PT,RN,2,2,1,1,0,2,54
234788,Heloísa Helena,REDE,RJ,1,0,0,0,0,0,1
227401,Dr Fabio Rueda,UNIÃO,AC,0,0,0,0,0,0,1
220551,Franciane Bayer,REPUBLICANOS,RS,3,1,1,2,2,1,81
220593,Abilio Brunini,PL,MT,5,3,5,1,0,2,134
160598,Flávia Morais,MDB,GO,14,5,5,5,5,7,263
220565,Delegada Adriana Accorsi,PT,GO,6,3,1,1,1,3,82
204476,Chiquinho Brazão,S.PART.,RJ,5,1,5,4,5,5,192
204511,David Soares,PODE,SP,6,1,2,3,3,4,117
204398,Felipe Francischini,PODE,PR,7,3,4,3,5,3,169
204482,Euclydes Pettersen,REPUBLICANOS,MG,2,0,1,2,1,1,59
220624,Robinson Faria,PP,RN,4,1,1,0,1,2,61
220548,Camila Jara,PT,MS,10,4,3,4,5,4,192
220571,Daniel Agrobom,PSD,GO,4,1,5,2,2,1,133
220664,Guilherme Uchoa,PSD,PE,4,1,0,2,0,1,37
220611,General Pazuello,PL,RJ,4,2,3,4,1,2,112
74428,Mendonça Filho,PL,PE,8,3,2,1,3,3,118
204394,Gervásio Maia,PCDOB,PB,2,2,0,1,0,3,49
103758,Luciano Azevedo,PSD,RS,0,1,0,1,0,0,22
213762,Carla Dickson,PL,RN,1,0,0,0,0,1,13
220546,Rodolfo Nogueira,PL,MS,2,1,3,1,0,0,43
204515,André Janones,REDE,MG,4,0,2,0,2,2,63
143942,Caio Vianna,PSD,RJ,0,0,1,1,1,2,48
