dept_id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_frentes,qt_coordenacoes,qt_presidencias,ranking_frentes
220619,Delegado Ramagem,PL,RJ,137,0,0,479
220598,Tarcísio Motta,PSOL,RJ,137,0,0,480
178959,Hiran Gonçalves,PP,RR,136,1,0,481
165470,Rodrigo Valadares,PL,SE,136,2,0,482
74784,Luiza Erundina,PSOL,SP,135,0,0,483
141428,Fábio Faria,PP,RN,135,0,0,484
204570,Pastor Gil,PL,MA,135,0,0,485
220700,Florentino Neto,PT,PI,135,1,0,486
221148,Alfredinho,PT,SP,134,1,0,487
220593,Abilio Brunini,PL,MT,134,0,0,488
73692,Osmar Terra,PL,RS,133,1,0,489
220571,Daniel Agrobom,PSD,GO,133,1,0,490
166402,Magda Mofatto,PL,GO,132,0,0,491
204368,Fabio Schiochet,UNIÃO,SC,132,0,0,492
204486,Mauro Benevides Filho,UNIÃO,CE,132,0,0,493
178922,Tadeu Alencar,PSB,PE,131,1,0,494
204511,David Soares,UNIÃO,SP,131,1,0,495
221338,Professora Luciene Cavalcante,PSOL,SP,131,0,0,496
204385,Valdevan Noventa,PL,SE,130,1,0,497
204450,Doutor Luizinho,PP,RJ,129,2,0,498
178946,Soraya Santos,PL,RJ,128,1,0,499
74439,Wolney Queiroz,PDT,PE,128,0,0,500
141487,Luiz Fernando Faria,UNIÃO,MG,128,3,0,501
152605,Glauber Braga,PSOL,RJ,127,1,0,502
220547,Marcos Pollon,PL,MS,127,0,0,503
204434,Dra. Vanda Milani,PROS,AC,127,0,0,504
204551,Bosco Saraiva,SOLIDARIEDADE,AM,127,0,0,505
164360,Carmen Zanotto,CIDADANIA,SC,126,3,0,506
204377,Paula Belmonte,CIDADANIA,DF,125,0,0,507
73433,Arlindo Chinaglia,PT,SP,125,0,0,508
204496,Celso Sabino,UNIÃO,PA,125,0,0,509
220528,Dr. Victor Linhalis,PODE,ES,125,0,0,510
220692,Dal Barreto,UNIÃO,BA,125,0,0,511
206231,Ted Conti,PSB,ES,124,0,0,512
204513,Guiga Peixoto,PSC,SP,124,0,0,513
220567,Jeferson Rodrigues,PSDB,GO,124,1,0,514
178992,Vitor Lippi,PSDB,SP,123,2,0,515
220638,Antonio Carlos Rodrigues,PL,SP,123,0,0,516
204440,Christino Aureo,PP,RJ,122,2,0,517
160976,Tiririca,PL,SP,122,0,0,518
204353,Aline Gurgel,REPUBLICANOS,AP,122,2,0,519
204549,Aj Albuquerque,PP,CE,122,0,0,520
73531,Ivan Valente,PSOL,SP,121,0,0,521
204395,Pedro Lupion,PP,PR,121,1,0,522
204376,Coronel Armando,PL,SC,121,0,0,523
220536,Zé Haroldo Cathedral,UNIÃO,RR,121,1,0,524
220644,Rosangela Moro,PL,SP,121,1,0,525
220703,Neto Carletto,AVANTE,BA,121,0,0,526
204479,Nicoletti,UNIÃO,RR,120,0,0,527
204386,Jose Mario Schreiner,MDB,GO,120,0,0,528
220604,Marcos Tavares,PDT,RJ,119,0,0,529
220614,Dr. Daniel Soranz,PSD,RJ,119,0,0,530
141335,Beto Faro,PT,PA,119,0,0,531
204483,Vilson Da Fetaemg,PSB,MG,119,0,0,532
160508,Afonso Florence,PT,BA,118,1,0,533
204369,Caroline De Toni,PL,SC,118,1,0,534
204354,Flávia Arruda,PL,DF,118,0,0,535
204481,Dr. Jaziel,PL,CE,118,1,0,536
74428,Mendonça Filho,PL,PE,118,1,0,537
178916,Daniel Coelho,CIDADANIA,PE,117,2,0,538
204511,David Soares,PODE,SP,117,1,0,539
178843,Marx Beltrão,UNIÃO,AL,117,0,0,540
220545,Filipe Martins,PL,TO,117,0,0,541
133810,Marcelo Moraes,PL,RS,116,0,0,542
204364,Eli Borges,PL,TO,116,0,0,543
73788,Ricardo Barros,PP,PR,116,3,0,544
204466,Tereza Nelma,PSD,AL,116,1,0,545
206018,Célia Xakriabá,PSOL,MG,116,1,0,546
204390,Professor Alcides,PSDB,GO,115,0,0,547
220540,Duda Ramos,PODE,RR,115,2,0,548
160667,Guilherme Mussi,PP,SP,114,0,0,549
220556,Ana Paula Lima,PT,SC,114,1,0,550
204390,Professor Alcides,PL,GO,113,0,0,551
178832,Leandre,PSD,PR,113,1,0,552
74041,Luiz Couto,PT,PB,112,0,0,553
220594,Coronel Assis,PL,MT,112,0,0,554
74079,José Priante,MDB,PA,112,0,0,555
220611,General Pazuello,PL,RJ,112,2,0,556
107970,Ana Paula Leão,PP,MG,112,1,0,557
204543,Luiz Flávio Gomes,PSB,SP,111,0,0,558
204356,Amaro Neto,PP,ES,111,0,0,559
204365,Gilson Marques,NOVO,SC,110,0,0,560
178912,Pedro Cunha Lima,PSDB,PB,110,0,0,561
160518,Weliton Prado,SOLIDARIEDADE,MG,110,2,0,562
204359,Léo Moraes,PODE,RO,109,1,0,563
204550,Júnior Mano,PL,CE,109,0,0,564
160669,Genecias Noronha,PL,CE,109,0,0,565
204574,Junior Lourenço,PL,MA,109,0,0,566
223128,Rodrigo Estacho,PSD,PR,109,0,0,567
74550,João Leão,PP,BA,109,0,0,568
204403,Marlon Santos,PL,RS,109,0,0,569
220550,Mauricio Marcon,PL,RS,108,0,0,570
204393,Frei Anastacio Ribeiro,PT,PB,108,0,0,571
204475,Ottaci Nascimento,SOLIDARIEDADE,RR,108,0,0,572
178939,Clarissa Garotinho,UNIÃO,RJ,106,0,0,573
193726,Paulo Eduardo Martins,PL,PR,106,0,0,574
204516,Alexis Fonteyne,NOVO,SP,106,1,0,575
220632,Ana Pimentel,PT,MG,106,1,0,576
220690,Capitão Alden,PL,BA,106,0,0,577
204533,Idilvan Alencar,PSB,CE,105,1,0,578
204437,Severino Pessoa,MDB,AL,105,0,0,579
220626,Rafael Simoes,UNIÃO,MG,105,0,0,580
220596,Amália Barros,PL,MT,105,1,0,581
220654,Delegado Paulo Bilynskyj,PL,SP,105,0,0,582
220669,Lula Da Fonte,PP,PE,104,0,0,583
204387,Sargento Fahur,PL,PR,104,0,0,584
220606,Reimont,PT,RJ,104,2,0,585
204575,Gil Cutrim,REPUBLICANOS,MA,103,0,0,586
204518,Dr. Frederico,PRD,MG,103,1,0,587
204428,Marília Arraes,SOLIDARIEDADE,PE,103,0,0,588
141411,Dagoberto Nogueira,PP,MS,103,0,0,589
220585,Mersinho Lucena,PSD,PB,103,0,0,590
178945,Rosangela Gomes,REPUBLICANOS,RJ,102,0,0,591
204486,Mauro Benevides Filho,PDT,CE,101,0,0,592
220667,Pedro Campos,PSB,PE,101,2,0,593
221328,Adilson Barroso,PL,SP,101,0,0,594
73482,Henrique Fontana,PT,RS,100,0,0,595
220655,Mario Frias,PL,SP,100,0,0,596
204459,Daniela Do Waguinho,UNIÃO,RJ,100,0,0,597
178924,Capitão Fábio Abreu,PSD,PI,100,1,0,598
88256,Clodoaldo Magalhães,PV,PE,100,0,0,599
73891,Darcísio Perondi,MDB,RS,99,0,0,600
198197,Greyce Elias,PL,MG,99,0,0,601
178975,Baleia Rossi,MDB,SP,98,0,0,602
220620,Rosângela Reis,PL,MG,98,1,0,603
178866,Luizianne Lins,REDE,CE,98,0,0,604
112437,João Marcelo Souza,MDB,MA,98,0,0,605
224333,Welter,PT,PR,97,0,0,606
74043,Wellington Roberto,PSD,PB,97,0,0,607
141518,Paulinho Da Força,SOLIDARIEDADE,SP,96,0,0,608
204563,Josimar Maranhãozinho,PL,MA,96,0,0,609
160645,Luiz Carlos,PSDB,AP,96,0,0,610
220706,Padovani,PP,PR,95,0,0,611
178861,Ronaldo Carletto,PP,BA,94,0,0,612
73943,Perpétua Almeida,PCDOB,AC,94,1,0,613
204452,Márcio Labre,PL,RJ,93,0,0,614
220688,Dr. Francisco,PT,PI,93,0,0,615
141485,Luiz Carlos Busato,UNIÃO,RS,93,0,0,616
220587,Gerlen Diniz,PP,AC,93,0,0,617
220576,Alfredo Gaspar,PL,AL,92,0,0,618
162067,Kiko Celeguim,PT,SP,92,0,0,619
204474,Juarez Costa,REPUBLICANOS,MT,91,0,0,620
204357,Rose Modesto,UNIÃO,MS,91,0,0,621
160548,Jonas Donizette,PSB,SP,91,0,0,622
220560,Thiago De Joaldo,REPUBLICANOS,SE,90,0,0,623
178866,Luizianne Lins,PT,CE,89,1,0,624
220633,Ricardo Salles,NOVO,SP,89,0,0,625
196358,Lourival Gomes,PP,RJ,89,1,0,626
204489,Robério Monteiro,PDT,CE,88,0,0,627
204468,Joenia Wapichana,REDE,RR,88,1,0,628
80815,Leo Prates,REPUBLICANOS,BA,88,0,0,629
204574,Junior Lourenço,MDB,MA,88,0,0,630
178882,André Fufuca,PP,MA,88,0,0,631
204382,Loester Trutis,PL,MS,88,3,0,632
179587,Major Vitor Hugo,PL,GO,88,5,0,633
198197,Greyce Elias,AVANTE,MG,88,0,0,634
92699,Fernando Monteiro,PP,PE,88,0,0,635
204538,Paulo Bengtson,PTB,PA,88,0,0,636
204569,Delegado Pablo,UNIÃO,AM,87,1,0,637
204421,Edna Henrique,REPUBLICANOS,PB,87,0,0,638
220621,Sargento Gonçalves,PL,RN,87,0,0,639
220628,Mauricio Do Vôlei,PL,MG,87,0,0,640
204523,Lucas Gonzalez,NOVO,MG,87,1,0,641
204391,José Nelto,PP,GO,87,0,0,642
74171,Chico Alencar,PSOL,RJ,87,0,0,643
220634,Marcelo Lima,PSB,SP,86,0,0,644
204430,Margarete Coelho,PP,PI,86,1,0,645
204565,Professora Dayane Pimentel,UNIÃO,BA,86,1,0,646
74574,Paulo Magalhães,PSD,BA,85,0,0,647
178860,Paulo Azi,UNIÃO,BA,85,0,0,648
220649,Delegado Da Cunha,UNIÃO,SP,85,0,0,649
204458,Major Fabiana,PL,RJ,85,0,0,650
204408,Gustinho Ribeiro,REPUBLICANOS,SE,84,0,0,651
220684,Tião Medeiros,PP,PR,84,0,0,652
220627,Paulinho Freire,UNIÃO,RN,84,0,0,653
220615,Pastor Henrique Vieira,PSOL,RJ,84,3,0,654
221378,Reginete Bispo,PT,RS,83,0,0,655
204482,Euclydes Pettersen,PSC,MG,83,0,0,656
141427,Fábio Ramalho,MDB,MG,83,0,0,657
207309,Enéias Reis,UNIÃO,MG,82,0,0,658
171619,Margarida Salomão,PT,MG,82,1,0,659
220557,Daniela Reinehr,PL,SC,82,0,0,660
220583,Delegado Fabio Costa,PP,AL,82,0,0,661
220565,Delegada Adriana Accorsi,PT,GO,82,0,0,662
204532,Vinicius Poit,NOVO,SP,81,1,0,663
204412,Dr. Zacharias Calil,UNIÃO,GO,81,0,0,664
220551,Franciane Bayer,REPUBLICANOS,RS,81,0,0,665
98615,Ismael,PL,SC,81,1,0,666
141439,Chico D'angelo,PDT,RJ,80,1,0,667
209787,Nikolas Ferreira,PL,MG,80,0,0,668
204415,Nereu Crispim,PSD,RS,80,2,0,669
141422,Efraim Filho,UNIÃO,PB,79,2,0,670
160976,Tiririca,PSD,SP,79,0,0,671
220674,Dra. Alessandra Haber,PODE,PA,79,0,0,672
73586,Júlio Delgado,PV,MG,79,0,0,673
204508,Igor Timo,PODE,MG,79,0,0,674
204405,Liziane Bayer,REPUBLICANOS,RS,78,0,0,675
108338,Jaqueline Cassol,PP,RO,78,0,0,676
178905,Fabio Garcia,UNIÃO,MT,78,0,0,677
204457,Juninho Do Pneu,UNIÃO,RJ,77,2,0,678
220559,Julia Zanatta,PL,SC,77,0,0,679
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,77,1,0,680
204504,Cezinha De Madureira,PSD,SP,77,1,0,681
178921,Sebastião Oliveira,AVANTE,PE,77,0,0,682
220639,Guilherme Boulos,PSOL,SP,77,0,0,683
220561,Delegada Katarina,PSD,SE,77,0,0,684
220623,Duda Salabert,PSOL,MG,77,0,0,685
204363,Osires Damaso,PSC,TO,76,0,0,686
220603,Dani Cunha,PL,RJ,76,0,0,687
178854,Elmar Nascimento,UNIÃO,BA,76,0,0,688
204500,Eduardo Costa,PSD,PA,76,0,0,689
160511,Alessandro Molon,PSB,RJ,76,1,0,690
178925,Rejane Dias,PT,PI,75,1,0,691
220600,Lebrão,UNIÃO,RO,75,0,0,692
204408,Gustinho Ribeiro,PP,SE,75,0,0,693
215043,Josivaldo Jp,UNIÃO,MA,74,0,0,694
220578,Josenildo,PDT,AP,74,0,0,695
73808,Sérgio Brito,PSD,BA,73,0,0,696
220693,Roberta Roma,PL,BA,73,0,0,697
204477,Felício Laterça,PP,RJ,72,1,0,698
220673,Delegado Caveira,PL,PA,72,0,0,699
220640,Juliana Cardoso,PT,SP,72,1,0,700
220651,Simone Marquetto,PP,SP,72,0,0,701
204395,Pedro Lupion,REPUBLICANOS,PR,71,1,0,702
74400,Paulo Pimenta,PT,RS,71,0,0,703
160541,Arthur Lira,PP,AL,70,0,0,704
220584,Murilo Galdino,REPUBLICANOS,PB,70,0,0,705
220661,Matheus Noronha,PL,CE,70,0,0,706
220629,Dandara,PT,MG,70,0,0,707
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,70,0,0,708
157130,Túlio Gadêlha,REDE,PE,69,1,0,709
220657,André Fernandes,PL,CE,69,0,0,710
204546,Joice Hasselmann,PSDB,SP,68,1,0,711
204371,Felipe Rigoni,UNIÃO,ES,68,0,0,712
66179,Norma Ayub,PP,ES,68,0,0,713
220658,Luiz Gastão,PSD,CE,67,1,0,714
220537,Helena Lima,PSD,RR,67,0,0,715
178966,Geovania De Sá,REPUBLICANOS,SC,67,0,0,716
204510,Franco Cartafina,PP,MG,66,0,0,717
221339,Dr. Benjamim,UNIÃO,MA,66,0,0,718
160599,Dimas Fabiano,PP,MG,65,0,0,719
204411,Filipe Barros,PL,PR,65,0,0,720
220597,Thiago Flores,UNIÃO,RO,65,0,0,721
73460,Gustavo Fruet,PDT,PR,64,0,0,722
204438,Sergio Toledo,PV,AL,64,0,0,723
204364,Eli Borges,REPUBLICANOS,TO,64,0,0,724
171786,Miguel Ângelo,PT,MG,64,0,0,725
160534,Lauriete,PSC,ES,63,0,0,726
164359,Delegado Waldir,UNIÃO,GO,63,0,0,727
220685,Paulo Litro,UNIÃO,PR,63,0,0,728
204515,André Janones,REDE,MG,63,0,0,729
220555,Daiana Santos,PCDOB,RS,63,1,0,730
141456,Jilmar Tatto,PT,SP,63,1,0,731
220527,Jack Rocha,PT,ES,63,0,0,732
220609,Maurício Carvalho,UNIÃO,RO,61,0,0,733
204358,Beto Pereira,REPUBLICANOS,MS,61,0,0,734
220694,Ricardo Maia,MDB,BA,61,0,0,735
220624,Robinson Faria,PP,RN,61,0,0,736
204449,Nelson Barbudo,PL,MT,60,0,0,737
204431,Marcos Aurélio Sampaio,PSD,PI,60,0,0,738
178977,Eduardo Cury,PSDB,SP,59,0,0,739
220570,Dr. Ismael Alexandrino,PSD,GO,59,0,0,740
204482,Euclydes Pettersen,REPUBLICANOS,MG,59,0,0,741
204509,Áurea Carolina,PSOL,MG,58,1,0,742
204448,Luiz Antônio Corrêa,PP,RJ,58,0,0,743
220696,Ivoneide Caetano,PT,BA,57,0,0,744
221329,Ricardo Abrão,PSDB,RJ,57,0,0,745
178994,Dulce Miranda,MDB,TO,56,0,0,746
220698,Beto Preto,PSD,PR,56,0,0,747
76874,Marcelo Freixo,PSB,RJ,55,1,0,748
204375,Leda Sadala,PP,AP,55,1,0,749
220532,Rafael Prudente,MDB,DF,55,0,0,750
220586,Rafael Brito,MDB,AL,55,1,0,751
74141,Josias Gomes,PT,BA,55,0,0,752
220689,Detinha,PL,MA,55,0,0,753
141459,João Maia,PL,RN,54,0,0,754
74646,Aécio Neves,PSDB,MG,54,0,0,755
204445,Fernando Mineiro,PT,RN,54,1,0,756
220675,Antônio Doido,MDB,PA,53,0,0,757
178858,Mário Negromonte Jr.,PSB,BA,53,0,0,758
207176,Bia Cavassa,PSDB,MS,53,0,0,759
219585,Marco Brasil,PP,PR,53,0,0,760
204420,Julian Lemos,UNIÃO,PB,52,0,0,761
204419,Glaustin Da Fokus,PODE,GO,52,0,0,762
138286,Luciano Alves,PSD,PR,52,0,0,763
204419,Glaustin Da Fokus,PSC,GO,51,0,0,764
204358,Beto Pereira,PSDB,MS,51,0,0,765
224117,Gabriel Mota,UNIÃO,RR,51,0,0,766
220635,Bruno Ganem,PODE,SP,51,0,0,767
141480,Lázaro Botelho,PP,TO,50,0,0,768
220665,Clarissa Tércio,PP,PE,50,0,0,769
220701,Delegado Matheus Laiola,UNIÃO,PR,49,0,0,770
75431,Maurício Dziedricki,PODE,RS,49,0,0,771
204394,Gervásio Maia,PCDOB,PB,49,0,0,772
91228,Waldemar Oliveira,AVANTE,PE,49,2,0,773
123086,Átila Lira,PP,PI,48,0,0,774
220526,Gilvan Da Federal,PL,ES,48,0,0,775
204394,Gervásio Maia,PSB,PB,48,0,0,776
143942,Caio Vianna,PSD,RJ,48,0,0,777
220705,Deltan Dallagnol,PODE,PR,47,0,0,778
74383,Giacobo,PL,PR,47,0,0,779
178961,Shéridan,PSDB,RR,47,0,0,780
220652,Delegado Palumbo,PODE,SP,46,0,0,781
74478,Luciano Bivar,UNIÃO,PE,45,0,0,782
74262,Carlos Sampaio,PSD,SP,44,0,0,783
220670,Iza Arruda,MDB,PE,44,0,0,784
160591,Vinicius Gurgel,PL,AP,44,0,0,785
74352,Nilson Pinto,PSDB,PA,43,0,0,786
220546,Rodolfo Nogueira,PL,MS,43,0,0,787
220631,Samuel Viana,UNIÃO,MG,43,0,0,788
204391,José Nelto,UNIÃO,GO,43,0,0,789
205548,David Miranda,PDT,RJ,42,0,0,790
220544,Antonio Andrade,PSDB,TO,42,0,0,791
160589,Bruna Furlan,PSDB,SP,42,0,0,792
204533,Idilvan Alencar,PDT,CE,41,0,0,793
178886,Juscelino Filho,UNIÃO,MA,41,0,0,794
73778,Luiz Carlos Hauly,PODE,PR,41,0,0,795
220660,Yury Do Paredão,MDB,CE,40,1,0,796
220581,Luciano Amaral,PSD,AL,39,0,0,797
204547,Léo Motta,REPUBLICANOS,MG,38,0,0,798
73768,Dilceu Sperafico,PP,PR,38,0,0,799
178996,Giovani Feltes,MDB,RS,38,0,0,800
160552,Danrlei De Deus Hinterholz,PSD,RS,38,1,0,801
205863,Marcelo Brum,REPUBLICANOS,RS,37,0,0,802
204461,Paulo Ganime,NOVO,RJ,37,1,0,803
204519,Tiago Mitraud,NOVO,MG,37,1,0,804
220664,Guilherme Uchoa,PSD,PE,37,0,0,805
74478,Luciano Bivar,MDB,PE,37,0,0,806
141459,João Maia,PP,RN,37,0,0,807
205865,Reinhold Stephanes,PL,PR,36,0,0,808
66385,Julio Arcoverde,PP,PI,36,0,0,809
204362,Ricardo Guidi,PL,SC,36,0,0,810
74212,Aníbal Gomes,UNIÃO,CE,35,0,0,811
141434,Flaviano Melo,MDB,AC,35,0,0,812
220622,Nely Aquino,PODE,MG,34,0,0,813
220708,Gabriel Nunes,PSD,BA,33,0,0,814
74454,Eunício Oliveira,MDB,CE,31,0,0,815
178990,Samuel Moreira,PSDB,SP,30,0,0,816
220582,Daniel Barbosa,PP,AL,29,0,0,817
146788,Marcelo Aro,PP,MG,28,2,0,818
178943,Marcos Soares,PSDB,RJ,28,0,0,819
92699,Fernando Monteiro,PSD,PE,28,0,0,820
211866,Fabiano Tolentino,CIDADANIA,MG,27,0,0,821
226179,Gisela Simona,UNIÃO,MT,27,0,0,822
220671,Dilvanda Faro,PT,PA,27,0,0,823
220699,Castro Neto,MDB,PI,26,0,0,824
225730,Enfermeira Ana Paula,PODE,CE,25,0,0,825
204498,Olival Marques,PODE,PA,25,0,0,826
160621,Sandro Alex,PSD,PR,24,0,0,827
204508,Igor Timo,UNIÃO,MG,24,0,0,828
103758,Luciano Azevedo,PSD,RS,22,0,0,829
227433,Douglas Viegas,UNIÃO,SP,22,0,0,830
220677,Keniston Braga,MDB,PA,22,0,0,831
122466,Ronaldo Martins,REPUBLICANOS,CE,21,0,0,832
226708,Allan Garcês,PP,MA,21,0,0,833
163321,Ronaldo Nogueira,REPUBLICANOS,RS,19,0,0,834
74696,Alberto Mourão,MDB,SP,19,0,0,835
178984,Miguel Haddad,PSDB,SP,18,0,0,836
204459,Daniela Do Waguinho,REPUBLICANOS,RJ,18,0,0,837
73692,Osmar Terra,MDB,RS,17,0,0,838
74095,Pauderney Avelino,UNIÃO,AM,17,0,0,839
73772,Hermes Parcianello,MDB,PR,17,0,0,840
204448,Luiz Antonio Corrêa,PP,RJ,17,0,0,841
226837,Saulo Pedroso,PSD,SP,17,1,0,842
220642,Delegado Bruno Lima,PODE,SP,15,0,0,843
74693,Rodrigo Maia,PSDB,RJ,14,0,0,844
204431,Marcos Aurélio Sampaio,MDB,PI,14,0,0,845
74262,Carlos Sampaio,PSDB,SP,13,0,0,846
213762,Carla Dickson,PL,RN,13,1,0,847
230767,Rodrigo Da Zaeli,PL,MT,12,0,0,848
229432,Luiz Fernando Vampiro,MDB,SC,12,0,0,849
175765,Ribamar Silva,PODE,SP,12,0,0,850
204564,Igor Kannário,UNIÃO,BA,11,1,0,851
230765,Enfermeira Rejane,PCDOB,RJ,11,0,0,852
141401,Carlos Bezerra,MDB,MT,10,0,0,853
218086,Ely Santos,REPUBLICANOS,SP,10,0,0,854
73806,Roseana Sarney,MDB,MA,10,0,0,855
215044,Vivi Reis,PSOL,PA,9,0,0,856
178844,Pedro Vilela,PSDB,AL,9,0,0,857
212749,Marcão Gomes,PL,RJ,9,0,0,858
141533,Rodrigo Rollemberg,PSB,DF,9,0,0,859
204449,Nelson Barbudo,PODE,MT,9,0,0,860
204545,Alê Silva,REPUBLICANOS,MG,9,0,0,861
215043,Josivaldo Jp,PSD,MA,8,0,0,862
141372,Aelton Freitas,PP,MG,8,0,0,863
62881,Danilo Forte,UNIÃO,CE,8,1,0,864
204489,Robério Monteiro,PSB,CE,8,0,0,865
213762,Carla Dickson,UNIÃO,RN,8,0,0,866
160517,Paulo Foletto,PSB,ES,8,0,0,867
115200,Raniery Paulino,REPUBLICANOS,PB,8,0,0,868
204384,Ney Leprevost,UNIÃO,PR,7,0,0,869
178825,Leo De Brito,PT,AC,7,0,0,870
228797,Júlio Oliveira,PP,TO,7,0,0,871
230768,Zé Adriano,PP,AC,7,0,0,872
233594,Rafael Fera,PODE,RO,7,0,0,873
178901,Tereza Cristina,PP,MS,6,0,0,874
217480,Jones Moura,PSD,RJ,6,0,0,875
92172,Milton Coelho,PSB,PE,6,1,0,876
229082,Lucyana Genésio,PDT,MA,6,0,0,877
225727,Flavinha,MDB,MT,6,0,0,878
168175,Simplício Araújo,SOLIDARIEDADE,MA,5,0,0,879
74399,Onyx Lorenzoni,PL,RS,5,0,0,880
227800,Duarte Gonçalves Jr,REPUBLICANOS,MG,5,0,0,881
226075,Priscila Costa,PL,CE,5,0,0,882
219592,Lucas Follador,PSC,RO,4,0,0,883
178982,Luiz Lauro Filho,PSDB,SP,4,0,0,884
229225,Missionária Michele Collins,PP,PE,4,0,0,885
220681,Fábio Macedo,PODE,MA,4,0,0,886
230957,João Cury,MDB,SP,4,0,0,887
227660,Nitinho,PSD,SE,4,0,0,888
223398,Ulisses Guimarães,MDB,MG,4,0,0,889
211649,Ricardo Pericar,UNIÃO,RJ,4,0,0,890
73463,Osmar Serraglio,PP,PR,4,0,0,891
178830,Dr. Sinval Malheiros,PODE,SP,4,0,0,892
178888,Victor Mendes,MDB,MA,4,0,0,893
74165,Neucimar Fraga,PP,ES,3,0,0,894
212504,Fernando Borja,AVANTE,MG,3,0,0,895
122195,Leonardo Gadelha,PSC,PB,3,0,0,896
74319,Paes Landim,UNIÃO,PI,3,0,0,897
204353,Aline Gurgel,UNIÃO,AP,3,0,0,898
214477,Rrenato Queiroz,PSD,RR,3,0,0,899
212625,Dr. Gonçalo,REPUBLICANOS,MA,3,0,0,900
205535,Patricia Ferraz,PL,AP,3,0,0,901
141515,Otavio Leite,PSDB,RJ,3,0,0,902
123756,Antônia Lúcia,REPUBLICANOS,AC,3,0,0,903
74065,Fatima Pelaes,REPUBLICANOS,AP,3,0,0,904
222565,Soldado Noelio,UNIÃO,CE,3,0,0,905
215045,Pedro Augusto Palareti,PP,RJ,2,0,0,906
128760,Paulo Marinho Jr,PL,MA,2,0,0,907
235776,Sérgio Turra,PP,RS,2,0,0,908
178886,Juscelino Filho,PSDB,MA,2,1,0,909
204376,Coronel Armando,PP,SC,2,0,0,910
227991,Dr Flávio,PL,RJ,2,0,0,911
74374,Geraldo Resende,PSDB,MS,2,0,0,912
216544,Paulo Vicente Caleffi,PSD,RS,2,0,0,913
231911,Lenir De Assis,PT,PR,2,0,0,914
230762,Pastor Claudio Mariano,UNIÃO,PA,2,0,0,915
160561,Missionário José Olimpio,PL,SP,2,1,0,916
233592,Paulo Lemos,PT,AP,2,0,0,917
230177,Tadeu Oliveira,PL,CE,2,0,0,918
229069,Capitão Samuel,PP,SE,2,0,0,919
227323,Luciano Galego,PL,MA,2,0,0,920
226410,Márcio Correa,MDB,GO,2,0,0,921
216313,Rafafá,PSDB,PB,1,0,0,922
160542,Márcio Macêdo,PT,SE,1,0,0,923
129618,Gorete Pereira,PL,CE,1,0,0,924
213679,Dr. João,PROS,BA,1,0,0,925
218245,Jorielson,PL,AP,1,0,0,926
234673,Vanderlan Alves,SOLIDARIEDADE,CE,1,0,0,927
227324,Henrique Júnior,PL,MA,1,0,0,928
234406,Elmano Férrer,PP,PI,1,0,0,929
233598,Samuel Santos,PODE,GO,1,0,0,930
77003,Sergio Santos Rodrigues,PODE,MG,1,0,0,931
227370,Felipe Saliba,PRD,MG,1,0,0,932
204531,Guilherme Derrite,PP,SP,1,0,0,933
122195,Leonardo Gadelha,PODE,PB,1,0,0,934
229112,Pedro Jr,PL,TO,1,0,0,935
178943,Marcos Soares,UNIÃO,RJ,1,0,0,936
74806,Tadeu Filippelli,MDB,DF,1,0,0,937
213854,Dr. Agripino Magalhães,UNIÃO,CE,1,0,0,938
178935,Rossoni,PSDB,PR,1,0,0,939
218879,Nelho Bezerra,UNIÃO,CE,1,0,0,940
219599,Sargento Alexandre,PODE,SP,1,0,0,941
217330,Pedro Dalua,PSC,AP,1,0,0,942
228837,Juliana Kolankiewicz,MDB,MT,1,0,0,943
228616,Dr. Remy Soares,PP,MA,1,0,0,944
234788,Heloísa Helena,REDE,RJ,1,0,0,945
227401,Dr Fabio Rueda,UNIÃO,AC,1,0,0,946
229939,Newton Bonin,UNIÃO,PR,1,0,0,947
233218,Nelinho Freitas,MDB,CE,1,0,0,948
182146,Wolmer Araújo,SOLIDARIEDADE,MA,1,0,0,949
234253,Lucas Abrahao,REDE,AP,1,0,0,950
220653,Fábio Teruel,MDB,SP,1,0,0,951
228272,Délio Pinheiro,PDT,MG,1,0,0,952
100689,Hildo Do Candango,REPUBLICANOS,GO,1,0,0,953
