id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_presencas_votacao,qt_votos_sim,qt_votos_nao,qt_abstencoes,qt_obstrucoes,pc_participacao_decisiva,tx_faixa_fidelidade_partidaria
74383,Giacobo,PSD,PR,805,805,445,316,6,38,94.53,Alta participação em votações
204573,Otto Alencar Filho,PSD,BA,1236,1235,752,483,0,0,100.0,Alta participação em votações
204404,Lucas Redecker,PSD,RS,1650,1649,886,763,0,0,100.0,Alta participação em votações
74784,Luiza Erundina,PSOL,SP,1250,1250,669,557,0,24,98.08,Alta participação em votações
178861,Ronaldo Carletto,PP,BA,442,442,253,189,0,0,100.0,Alta participação em votações
178987,Orlando Silva,PCDOB,SP,1331,1330,794,516,4,16,98.5,Alta participação em votações
204566,Marreca Filho,PRD,MA,897,896,548,345,3,0,99.67,Alta participação em votações
204373,Hélio Costa,PSD,SC,419,419,238,181,0,0,100.0,Alta participação em votações
141439,Chico D'angelo,PDT,RJ,411,411,248,156,1,6,98.3,Alta participação em votações
98057,Lafayette De Andrada,PL,MG,1085,1085,620,460,2,0,99.54,Alta participação em votações
204561,Bira Do Pindaré,PSB,MA,405,405,226,160,0,19,95.31,Alta participação em votações
74471,André De Paula,PSD,PE,332,332,192,140,0,0,100.0,Alta participação em votações
141515,Otavio Leite,PSDB,RJ,84,84,40,44,0,0,100.0,Alta participação em votações
204562,Edilázio Júnior,PSD,MA,355,355,196,159,0,0,100.0,Alta participação em votações
204506,Marcos Pereira,REPUBLICANOS,SP,1020,1019,600,372,0,0,95.39,Alta participação em votações
160558,Paulo Freire Costa,PL,SP,1362,1361,729,560,6,66,94.71,Alta participação em votações
220675,Antônio Doido,MDB,PA,909,908,574,334,0,0,100.0,Alta participação em votações
226708,Allan Garcês,PP,MA,758,757,427,330,0,0,100.0,Alta participação em votações
220610,Dr. Fernando Máximo,PL,RO,869,868,488,380,0,0,100.0,Alta participação em votações
220597,Thiago Flores,UNIÃO,RO,902,901,536,365,0,0,100.0,Alta participação em votações
220713,Saullo Vianna,MDB,AM,516,516,331,185,0,0,100.0,Alta participação em votações
220694,Ricardo Maia,MDB,BA,877,876,551,325,0,0,100.0,Alta participação em votações
220693,Roberta Roma,PL,BA,779,778,419,324,0,35,95.5,Alta participação em votações
220573,Dorinaldo Malafaia,PDT,AP,820,819,480,336,1,2,99.63,Alta participação em votações
220641,Rodrigo Gambale,PODE,SP,992,991,626,364,1,0,99.9,Alta participação em votações
220543,Ricardo Ayres,REPUBLICANOS,TO,1225,1224,706,518,0,0,100.0,Alta participação em votações
220674,Dra. Alessandra Haber,PODE,PA,644,643,430,213,0,0,100.0,Alta participação em votações
220563,Icaro De Valmir,REPUBLICANOS,SE,842,842,541,295,1,0,99.29,Alta participação em votações
220608,Cristiane Lopes,PODE,RO,981,980,563,417,0,0,100.0,Alta participação em votações
220621,Sargento Gonçalves,PL,RN,1068,1067,516,460,12,79,91.47,Alta participação em votações
220530,Messias Donato,UNIÃO,ES,1015,1015,561,452,2,0,99.8,Alta participação em votações
220539,Defensor Stélio Dener,UNIÃO,RR,1074,1073,674,399,0,0,100.0,Alta participação em votações
220670,Iza Arruda,MDB,PE,835,834,527,307,0,0,100.0,Alta participação em votações
220602,Dimas Gadelha,PT,RJ,904,903,554,349,0,0,100.0,Alta participação em votações
73579,Alberto Fraga,PL,DF,1032,1032,556,423,1,43,94.86,Alta participação em votações
220586,Rafael Brito,MDB,AL,903,902,556,345,1,0,99.89,Alta participação em votações
73778,Luiz Carlos Hauly,PODE,PR,768,767,475,288,3,0,99.48,Alta participação em votações
220580,Professora Goreth,PDT,AP,545,545,321,224,0,0,100.0,Alta participação em votações
230957,João Cury,MDB,SP,360,359,227,132,0,0,100.0,Alta participação em votações
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,908,907,576,330,1,0,99.89,Alta participação em votações
220555,Daiana Santos,PCDOB,RS,926,926,531,393,2,0,99.78,Alta participação em votações
220561,Delegada Katarina,PSD,SE,1034,1033,623,405,1,0,99.52,Alta participação em votações
220639,Guilherme Boulos,PSOL,SP,720,720,366,350,1,3,99.44,Alta participação em votações
220583,Delegado Fabio Costa,PP,AL,1085,1084,606,477,1,0,99.91,Alta participação em votações
233218,Nelinho Freitas,MDB,CE,102,102,63,39,0,0,100.0,Alta participação em votações
214694,Jorge Goetten,REPUBLICANOS,SC,919,918,560,332,3,23,97.17,Alta participação em votações
220572,Marussa Boldrin,REPUBLICANOS,GO,617,616,413,203,0,0,100.0,Alta participação em votações
220712,Fausto Jr.,UNIÃO,AM,726,725,459,266,0,0,100.0,Alta participação em votações
220665,Clarissa Tércio,PP,PE,879,878,492,386,0,0,100.0,Alta participação em votações
74858,Lindbergh Farias,PT,RJ,1014,1013,604,406,0,3,99.7,Alta participação em votações
220648,Marangoni,PODE,SP,798,797,467,330,0,0,100.0,Alta participação em votações
220552,Zucco,PL,RS,1157,1156,611,521,1,23,97.92,Alta participação em votações
220616,Luciano Vieira,PSDB,RJ,829,828,513,306,4,5,98.91,Alta participação em votações
220668,Maria Arraes,PSB,PE,1050,1049,603,445,1,0,99.9,Alta participação em votações
224117,Gabriel Mota,UNIÃO,RR,1003,1002,630,372,0,0,100.0,Alta participação em votações
222142,Coronel Telhada,PP,SP,377,377,202,175,0,0,100.0,Alta participação em votações
227370,Felipe Saliba,PRD,MG,95,95,54,41,0,0,100.0,Alta participação em votações
182146,Wolmer Araújo,SOLIDARIEDADE,MA,68,68,45,22,1,0,98.53,Alta participação em votações
223398,Ulisses Guimarães,MDB,MG,78,78,48,30,0,0,100.0,Alta participação em votações
230177,Tadeu Oliveira,PL,CE,83,83,49,32,0,2,97.59,Alta participação em votações
115200,Raniery Paulino,REPUBLICANOS,PB,72,72,46,25,1,0,98.61,Alta participação em votações
228616,Dr. Remy Soares,PP,MA,67,67,41,26,0,0,100.0,Alta participação em votações
229082,Lucyana Genésio,PDT,MA,57,57,35,22,0,0,100.0,Alta participação em votações
220637,Marina Silva,REDE,SP,14,14,10,4,0,0,100.0,Alta participação em votações
222565,Soldado Noelio,UNIÃO,CE,40,40,22,18,0,0,100.0,Alta participação em votações
235869,João Carlos,REPUBLICANOS,AM,12,12,8,4,0,0,100.0,Alta participação em votações
235712,Vavá,AVANTE,MG,18,18,12,6,0,0,100.0,Alta participação em votações
220643,Sônia Guajajara,PSOL,SP,19,19,12,7,0,0,100.0,Alta participação em votações
