id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_ausencias,pc_ausencia
204486,Mauro Benevides Filho,PDT,CE,1449,0,0.0
156190,Marcel Van Hattem,NOVO,RS,1604,1,0.06
160541,Arthur Lira,PP,AL,707,0,0.0
204370,Célio Moura,PT,TO,482,0,0.0
160674,Hugo Motta,REPUBLICANOS,PB,931,1,0.11
191923,Flávio Nogueira,PT,PI,1486,1,0.07
191923,Flávio Nogueira,PDT,PI,94,0,0.0
74467,Damião Feliciano,UNIÃO,PB,1053,0,0.0
74467,Damião Feliciano,PDT,PB,105,0,0.0
191923,Flávio Nogueira,S.PART.,PI,30,0,0.0
219592,Lucas Follador,PSC,RO,93,0,0.0
67138,Iracema Portella,PP,PI,125,0,0.0
204459,Daniela Do Waguinho,UNIÃO,RJ,1104,0,0.0
122195,Leonardo Gadelha,PSC,PB,225,0,0.0
204459,Daniela Do Waguinho,MDB,RJ,133,0,0.0
219592,Lucas Follador,UNIÃO,RO,4,0,0.0
171623,Fabio Reis,PSD,SE,703,0,0.0
171623,Fabio Reis,MDB,SE,132,0,0.0
205863,Marcelo Brum,REPUBLICANOS,RS,18,0,0.0
179587,Major Vitor Hugo,PL,GO,342,0,0.0
205863,Marcelo Brum,,RS,53,0,0.0
179587,Major Vitor Hugo,,GO,46,0,0.0
205863,Marcelo Brum,UNIÃO,RS,43,0,0.0
179587,Major Vitor Hugo,UNIÃO,GO,65,0,0.0
73943,Perpétua Almeida,PCDOB,AC,452,0,0.0
178989,Renata Abreu,PODE,SP,946,1,0.11
66179,Norma Ayub,PP,ES,269,0,0.0
178997,Moses Rodrigues,UNIÃO,CE,1036,1,0.1
160518,Weliton Prado,PROS,MG,436,0,0.0
66179,Norma Ayub,,ES,54,0,0.0
160558,Paulo Freire Costa,PL,SP,1362,1,0.07
178997,Moses Rodrigues,MDB,CE,76,0,0.0
178961,Shéridan,PSDB,RR,271,0,0.0
66179,Norma Ayub,UNIÃO,ES,71,0,0.0
204567,Raimundo Costa,PL,BA,95,0,0.0
204513,Guiga Peixoto,PSC,SP,324,0,0.0
204433,Marcelo Calero,PSD,RJ,340,0,0.0
204356,Amaro Neto,REPUBLICANOS,ES,1485,1,0.07
204567,Raimundo Costa,PODE,BA,994,0,0.0
105534,Alexandre Figueiredo,PSD,SE,97,0,0.0
204466,Tereza Nelma,PSD,AL,232,0,0.0
204466,Tereza Nelma,PSDB,AL,114,0,0.0
218741,Patrick Dorneles,PSD,PB,97,0,0.0
204513,Guiga Peixoto,,SP,50,0,0.0
204433,Marcelo Calero,CIDADANIA,RJ,16,0,0.0
204513,Guiga Peixoto,UNIÃO,SP,120,0,0.0
218741,Patrick Dorneles,PSDB,PB,10,0,0.0
178825,Leo De Brito,PT,AC,445,0,0.0
178889,Zé Carlos,PT,MA,429,0,0.0
204514,Coronel Tadeu,UNIÃO,SP,39,0,0.0
204425,Silvio Costa Filho,REPUBLICANOS,PE,519,0,0.0
73482,Henrique Fontana,PT,RS,440,0,0.0
204514,Coronel Tadeu,PL,SP,429,0,0.0
204514,Coronel Tadeu,,SP,47,0,0.0
204500,Eduardo Costa,PSD,PA,253,0,0.0
204500,Eduardo Costa,PTB,PA,104,0,0.0
204378,Coronel Chrisóstomo,PL,RO,1333,1,0.08
204378,Coronel Chrisóstomo,UNIÃO,RO,31,0,0.0
204378,Coronel Chrisóstomo,,RO,54,0,0.0
220008,Eliza Virgínia,PP,PB,163,0,0.0
74478,Luciano Bivar,UNIÃO,PE,389,1,0.26
74478,Luciano Bivar,,PE,15,0,0.0
198783,Emanuel Pinheiro Neto,MDB,MT,942,0,0.0
198783,Emanuel Pinheiro Neto,PTB,MT,102,0,0.0
204553,Pastor Sargento Isidório,AVANTE,BA,1498,0,0.0
178860,Paulo Azi,UNIÃO,BA,1086,1,0.09
160666,Félix Mendonça Júnior,PDT,BA,1400,1,0.07
74356,Silas Câmara,REPUBLICANOS,AM,881,1,0.11
178860,Paulo Azi,,BA,39,0,0.0
141523,Raul Henry,MDB,PE,425,0,0.0
178895,Misael Varella,PSD,MG,1144,1,0.09
218245,Jorielson,PL,AP,148,0,0.0
204499,Cássio Andrade,PSB,PA,219,0,0.0
164360,Carmen Zanotto,CIDADANIA,SC,585,0,0.0
204414,Aroldo Martins,REPUBLICANOS,PR,344,0,0.0
204501,Alencar Santana,PT,SP,1421,1,0.07
220686,Duarte Jr.,PSB,MA,1005,1,0.1
220553,Denise Pessôa,PT,RS,973,1,0.1
220642,Delegado Bruno Lima,PP,SP,591,1,0.17
220546,Rodolfo Nogueira,PL,MS,1075,1,0.09
234673,Vanderlan Alves,UNIÃO,CE,57,0,0.0
220609,Maurício Carvalho,UNIÃO,RO,896,1,0.11
204360,Silvia Cristina,PP,RO,591,1,0.17
221329,Ricardo Abrão,UNIÃO,RJ,441,1,0.23
204362,Ricardo Guidi,PL,SC,524,1,0.19
220549,Any Ortiz,CIDADANIA,RS,932,1,0.11
204445,Fernando Mineiro,PT,RN,904,0,0.0
220580,Professora Goreth,PDT,AP,545,0,0.0
220555,Daiana Santos,PCDOB,RS,926,0,0.0
226837,Saulo Pedroso,PSD,SP,674,1,0.15
141456,Jilmar Tatto,PT,SP,837,1,0.12
220566,Lêda Borges,PSDB,GO,743,1,0.13
220581,Luciano Amaral,PSD,AL,390,1,0.26
220602,Dimas Gadelha,PT,RJ,904,1,0.11
123086,Átila Lira,PP,PI,1066,1,0.09
160518,Weliton Prado,SOLIDARIEDADE,MG,829,1,0.12
220619,Delegado Ramagem,PL,RJ,1044,1,0.1
220610,Dr. Fernando Máximo,UNIÃO,RO,857,1,0.12
138286,Luciano Alves,PSD,PR,700,1,0.14
220575,Sonize Barbosa,PL,AP,442,0,0.0
220581,Luciano Amaral,PV,AL,593,0,0.0
220653,Fábio Teruel,MDB,SP,965,1,0.1
220571,Daniel Agrobom,PL,GO,1065,1,0.09
220548,Camila Jara,PT,MS,924,1,0.11
234388,Fabiano Cazeca,PRD,MG,66,0,0.0
73768,Dilceu Sperafico,PP,PR,1021,1,0.1
221328,Adilson Barroso,PL,SP,917,1,0.11
220536,Zé Haroldo Cathedral,PSD,RR,1042,1,0.1
220608,Cristiane Lopes,UNIÃO,RO,971,1,0.1
233598,Samuel Santos,PODE,GO,173,1,0.58
220650,Paulo Alexandre Barbosa,PSDB,SP,932,1,0.11
227433,Douglas Viegas,UNIÃO,SP,649,1,0.15
214694,Jorge Goetten,REPUBLICANOS,SC,475,1,0.21
220648,Marangoni,UNIÃO,SP,798,1,0.13
220667,Pedro Campos,PSB,PE,1020,1,0.1
225730,Enfermeira Ana Paula,PODE,CE,199,1,0.5
225730,Enfermeira Ana Paula,PDT,CE,123,0,0.0
220527,Jack Rocha,PT,ES,1040,1,0.1
220655,Mario Frias,PL,SP,826,0,0.0
74696,Alberto Mourão,MDB,SP,305,0,0.0
182146,Wolmer Araújo,PATRIOTA,MA,6,0,0.0
182146,Wolmer Araújo,SOLIDARIEDADE,MA,62,0,0.0
214694,Jorge Goetten,PL,SC,444,0,0.0
212625,Dr. Gonçalo,PODE,MA,71,0,0.0
228837,Juliana Kolankiewicz,MDB,MT,90,0,0.0
122195,Leonardo Gadelha,PODE,PB,67,0,0.0
228042,Naumi Amorim,PSD,CE,26,0,0.0
229112,Pedro Jr,PL,TO,82,0,0.0
171139,Loreny,SOLIDARIEDADE,SP,44,0,0.0
220642,Delegado Bruno Lima,PODE,SP,17,0,0.0
204533,Idilvan Alencar,PSB,CE,12,0,0.0
220686,Duarte Jr.,AVANTE,MA,14,0,0.0
234673,Vanderlan Alves,REPUBLICANOS,CE,39,0,0.0
234673,Vanderlan Alves,SOLIDARIEDADE,CE,22,0,0.0
221329,Ricardo Abrão,PSDB,RJ,12,0,0.0
204486,Mauro Benevides Filho,UNIÃO,CE,12,0,0.0
220549,Any Ortiz,PP,RS,1,0,0.0
204459,Daniela Do Waguinho,REPUBLICANOS,RJ,12,0,0.0
220566,Lêda Borges,REPUBLICANOS,GO,10,0,0.0
220610,Dr. Fernando Máximo,PL,RO,12,0,0.0
204356,Amaro Neto,PP,ES,24,0,0.0
204567,Raimundo Costa,PSD,BA,10,0,0.0
220571,Daniel Agrobom,PSD,GO,1,0,0.0
220536,Zé Haroldo Cathedral,UNIÃO,RR,13,0,0.0
220608,Cristiane Lopes,PODE,RO,10,0,0.0
74478,Luciano Bivar,MDB,PE,16,0,0.0
198783,Emanuel Pinheiro Neto,PSD,MT,19,0,0.0
193726,Paulo Eduardo Martins,PL,PR,297,0,0.0
141515,Otavio Leite,PSDB,RJ,84,0,0.0
198197,Greyce Elias,AVANTE,MG,1053,1,0.09
146788,Marcelo Aro,PP,MG,222,0,0.0
193726,Paulo Eduardo Martins,PSC,PR,124,0,0.0
204410,Luisa Canziani,PSD,PR,723,0,0.0
204410,Luisa Canziani,PTB,PR,31,0,0.0
81055,Márcio Jerry,PCDOB,MA,1252,1,0.08
160640,Eros Biondini,PROS,MG,114,0,0.0
160640,Eros Biondini,PL,MG,1296,0,0.0
141391,Arnaldo Jardim,CIDADANIA,SP,1091,1,0.09
204546,Joice Hasselmann,PSDB,SP,371,0,0.0
204546,Joice Hasselmann,,SP,56,0,0.0
204546,Joice Hasselmann,UNIÃO,SP,32,0,0.0
160976,Tiririca,PL,SP,1081,0,0.0
128760,Paulo Marinho Jr,PL,MA,320,0,0.0
137070,Vicentinho Júnior,PP,TO,990,1,0.1
204351,Dr. Luiz Ovando,PP,MS,1271,1,0.08
137070,Vicentinho Júnior,PL,TO,95,0,0.0
178927,Aliel Machado,PV,PR,775,1,0.13
178927,Aliel Machado,PSB,PR,87,0,0.0
204351,Dr. Luiz Ovando,UNIÃO,MS,60,0,0.0
204351,Dr. Luiz Ovando,,MS,46,0,0.0
204390,Professor Alcides,PP,GO,111,0,0.0
204465,Haroldo Cathedral,PSD,RR,180,0,0.0
204390,Professor Alcides,PL,GO,1148,1,0.09
72442,Felipe Carreras,PSB,PE,1238,1,0.08
204379,Acácio Favacho,PROS,AP,127,0,0.0
204379,Acácio Favacho,MDB,AP,1011,1,0.1
141439,Chico D'angelo,PDT,RJ,411,0,0.0
204408,Gustinho Ribeiro,REPUBLICANOS,SE,1245,1,0.08
204506,Marcos Pereira,REPUBLICANOS,SP,1020,1,0.1
74299,Leônidas Cristino,PDT,CE,1203,1,0.08
178854,Elmar Nascimento,UNIÃO,BA,425,0,0.0
178854,Elmar Nascimento,,BA,37,0,0.0
204408,Gustinho Ribeiro,SOLIDARIEDADE,SE,106,0,0.0
73692,Osmar Terra,MDB,RS,959,0,0.0
204375,Leda Sadala,AVANTE,AP,134,0,0.0
178983,Marcio Alvino,PL,SP,1455,0,0.0
204375,Leda Sadala,PP,AP,163,0,0.0
74398,Maria Do Rosário,PT,RS,1249,1,0.08
141417,Edio Lopes,PL,RR,318,0,0.0
204496,Celso Sabino,UNIÃO,PA,377,0,0.0
204496,Celso Sabino,,PA,37,0,0.0
178871,Evair Vieira De Melo,PP,ES,1362,1,0.07
178831,André Abdon,PP,AP,613,0,0.0
141555,Vinicius Carvalho,REPUBLICANOS,SP,972,0,0.0
204468,Joenia Wapichana,REDE,RR,453,0,0.0
204565,Professora Dayane Pimentel,UNIÃO,BA,264,0,0.0
204458,Major Fabiana,PL,RJ,283,0,0.0
219568,Tiago Andrino,PSB,TO,99,0,0.0
204530,Rodrigo Agostinho,PSB,SP,486,0,0.0
204566,Marreca Filho,PATRIOTA,MA,488,0,0.0
204458,Major Fabiana,,RJ,55,0,0.0
204565,Professora Dayane Pimentel,,BA,51,0,0.0
204458,Major Fabiana,UNIÃO,RJ,46,0,0.0
204354,Flávia Arruda,PL,DF,223,0,0.0
204371,Felipe Rigoni,UNIÃO,ES,359,0,0.0
204555,José Ricardo,PT,AM,421,0,0.0
98057,Lafayette De Andrada,REPUBLICANOS,MG,1074,0,0.0
204371,Felipe Rigoni,,ES,48,0,0.0
215042,Ricardo Da Karol,PDT,RJ,266,0,0.0
215042,Ricardo Da Karol,PSC,RJ,155,0,0.0
204452,Márcio Labre,PL,RJ,362,0,0.0
160619,José Nunes,PSD,BA,199,0,0.0
204508,Igor Timo,PODE,MG,687,0,0.0
160635,Ruy Carneiro,PSC,PB,273,0,0.0
74376,Vander Loubet,PT,MS,1368,0,0.0
178970,João Daniel,PT,SE,1265,1,0.08
141459,João Maia,PL,RN,603,0,0.0
160635,Ruy Carneiro,PSDB,PB,147,0,0.0
209189,Joseildo Ramos,PT,BA,1290,1,0.08
204452,Márcio Labre,UNIÃO,RJ,39,0,0.0
204452,Márcio Labre,S.PART.,RJ,8,0,0.0
204452,Márcio Labre,,RJ,37,0,0.0
204416,Sanderson,PL,RS,1366,1,0.07
141552,Valtenir Pereira,MDB,MT,209,0,0.0
141470,José Guimarães,PT,CE,1506,1,0.07
204387,Sargento Fahur,PSD,PR,1544,1,0.06
204416,Sanderson,UNIÃO,RS,21,0,0.0
204416,Sanderson,,RS,45,0,0.0
178882,André Fufuca,PP,MA,248,0,0.0
205548,David Miranda,PDT,RJ,200,0,0.0
90201,Pedro Augusto Bezerra,PDT,CE,250,0,0.0
204385,Valdevan Noventa,PL,SE,163,0,0.0
205548,David Miranda,PSOL,RJ,116,0,0.0
90201,Pedro Augusto Bezerra,PTB,CE,130,0,0.0
178937,Altineu Côrtes,PL,RJ,655,0,0.0
204537,Enrico Misasi,MDB,SP,302,0,0.0
178987,Orlando Silva,PCDOB,SP,1331,1,0.08
178951,Rafael Motta,PSB,RN,355,0,0.0
204537,Enrico Misasi,PV,SP,126,0,0.0
74254,Leonardo Picciani,MDB,RJ,105,0,0.0
152610,Roberto Alves,REPUBLICANOS,SP,389,0,0.0
141422,Efraim Filho,UNIÃO,PB,118,0,0.0
204413,Alcides Rodrigues,PATRIOTA,GO,400,0,0.0
204483,Vilson Da Fetaemg,PSB,MG,448,0,0.0
160600,Arthur Oliveira Maia,UNIÃO,BA,985,1,0.1
204575,Gil Cutrim,REPUBLICANOS,MA,432,0,0.0
160600,Arthur Oliveira Maia,,BA,29,0,0.0
141422,Efraim Filho,,PB,5,0,0.0
220624,Robinson Faria,PL,RN,754,0,0.0
220624,Robinson Faria,PP,RN,346,1,0.29
220550,Mauricio Marcon,PODE,RS,1039,1,0.1
180214,Pastor Diniz,UNIÃO,RR,907,1,0.11
220550,Mauricio Marcon,PL,RS,94,0,0.0
220669,Lula Da Fonte,PP,PE,878,1,0.11
160976,Tiririca,PSD,SP,126,0,0.0
230768,Zé Adriano,PP,AC,461,1,0.22
220652,Delegado Palumbo,MDB,SP,1065,1,0.09
73692,Osmar Terra,PL,RS,253,1,0.4
234253,Lucas Abrahao,REDE,AP,87,0,0.0
73778,Luiz Carlos Hauly,PODE,PR,768,1,0.13
153423,Renilce Nicodemos,MDB,PA,701,1,0.14
220622,Nely Aquino,PODE,MG,821,1,0.12
230767,Rodrigo Da Zaeli,PL,MT,474,1,0.21
220654,Delegado Paulo Bilynskyj,PL,SP,1212,1,0.08
208297,Katia Dias,REPUBLICANOS,MG,110,0,0.0
204566,Marreca Filho,PRD,MA,409,1,0.24
220554,Alexandre Lindenmeyer,PT,RS,850,0,0.0
220611,General Pazuello,PL,RJ,1012,1,0.1
161440,Pezenti,MDB,SC,995,1,0.1
204508,Igor Timo,PSD,MG,497,1,0.2
141459,João Maia,PP,RN,704,1,0.14
160635,Ruy Carneiro,PODE,PB,692,1,0.14
220614,Dr. Daniel Soranz,PSD,RJ,191,0,0.0
220639,Guilherme Boulos,PSOL,SP,720,0,0.0
162067,Kiko Celeguim,PT,SP,925,1,0.11
220572,Marussa Boldrin,MDB,GO,611,1,0.16
220646,Felipe Becari,UNIÃO,SP,669,1,0.15
220600,Lebrão,UNIÃO,RO,555,0,0.0
220701,Delegado Matheus Laiola,UNIÃO,PR,1044,1,0.1
220699,Castro Neto,PSD,PI,869,1,0.12
88256,Clodoaldo Magalhães,PV,PE,902,1,0.11
220615,Pastor Henrique Vieira,PSOL,RJ,1079,0,0.0
220630,Pedro Aihara,PRD,MG,658,1,0.15
220696,Ivoneide Caetano,PT,BA,964,1,0.1
220625,Delegada Ione,AVANTE,MG,843,1,0.12
220661,Matheus Noronha,PL,CE,784,0,0.0
220713,Saullo Vianna,UNIÃO,AM,487,0,0.0
220627,Paulinho Freire,UNIÃO,RN,442,0,0.0
220601,Washington Quaquá,PT,RJ,313,0,0.0
220630,Pedro Aihara,PATRIOTA,MG,253,0,0.0
229259,Pedro Tourinho,PT,SP,81,0,0.0
229585,Elisangela Araujo,PT,BA,103,0,0.0
229333,Gláucia Santiago,PL,MG,88,0,0.0
235869,João Carlos,REPUBLICANOS,AM,12,0,0.0
137070,Vicentinho Júnior,PSDB,TO,24,0,0.0
204390,Professor Alcides,PSDB,GO,15,0,0.0
204408,Gustinho Ribeiro,PP,SE,12,0,0.0
220652,Delegado Palumbo,PODE,SP,25,0,0.0
204496,Celso Sabino,PDT,PA,9,0,0.0
141555,Vinicius Carvalho,PL,SP,16,0,0.0
178871,Evair Vieira De Melo,REPUBLICANOS,ES,1,0,0.0
98057,Lafayette De Andrada,PL,MG,11,0,0.0
74295,Inácio Arruda,PCDOB,CE,12,0,0.0
204508,Igor Timo,UNIÃO,MG,1,0,0.0
204387,Sargento Fahur,PL,PR,45,0,0.0
220572,Marussa Boldrin,REPUBLICANOS,GO,6,0,0.0
129618,Gorete Pereira,MDB,CE,29,0,0.0
220646,Felipe Becari,PODE,SP,18,0,0.0
220699,Castro Neto,MDB,PI,9,0,0.0
220713,Saullo Vianna,MDB,AM,29,0,0.0
220630,Pedro Aihara,PP,MG,13,0,0.0
204560,Adolfo Viana,PSDB,BA,902,1,0.11
204509,Áurea Carolina,PSOL,MG,374,0,0.0
74156,Leonardo Monteiro,PT,MG,1306,1,0.08
74158,Mário Heringer,PDT,MG,1165,1,0.09
81297,Dra. Soraya Manato,PTB,ES,370,0,0.0
81297,Dra. Soraya Manato,,ES,56,0,0.0
215044,Vivi Reis,PSOL,PA,488,0,0.0
81297,Dra. Soraya Manato,UNIÃO,ES,84,0,0.0
178835,Afonso Motta,PDT,RS,1476,1,0.07
204497,Júnior Ferrari,PSD,PA,1317,1,0.08
213854,Dr. Agripino Magalhães,UNIÃO,CE,109,0,0.0
160758,Domingos Sávio,PL,MG,1215,1,0.08
204495,Airton Faleiro,PT,PA,1291,1,0.08
204380,Celina Leão,PP,DF,238,0,0.0
160758,Domingos Sávio,PSDB,MG,112,0,0.0
213854,Dr. Agripino Magalhães,PROS,CE,6,0,0.0
154178,Milton Vieira,REPUBLICANOS,SP,434,0,0.0
157130,Túlio Gadêlha,PDT,PE,127,0,0.0
121948,Adriano Do Baldy,PP,GO,1384,1,0.07
204451,Delegado Antônio Furtado,UNIÃO,RJ,424,0,0.0
205550,Jorge Braz,REPUBLICANOS,RJ,1455,1,0.07
74079,José Priante,MDB,PA,794,1,0.13
204545,Alê Silva,REPUBLICANOS,MG,357,0,0.0
160599,Dimas Fabiano,PP,MG,1320,1,0.08
204423,André Ferreira,PSC,PE,109,0,0.0
160632,Zé Silva,SOLIDARIEDADE,MG,1154,1,0.09
160538,Bohn Gass,PT,RS,1442,1,0.07
157130,Túlio Gadêlha,REDE,PE,1144,1,0.09
204423,André Ferreira,PL,PE,824,0,0.0
204451,Delegado Antônio Furtado,,RJ,55,0,0.0
160535,Marcon,PT,RS,1351,1,0.07
160552,Danrlei De Deus Hinterholz,PSD,RS,684,0,0.0
204545,Alê Silva,,MG,51,0,0.0
74554,José Rocha,UNIÃO,BA,1049,1,0.1
74554,José Rocha,PL,BA,86,0,0.0
204545,Alê Silva,UNIÃO,MG,19,0,0.0
107283,Gleisi Hoffmann,PT,PR,644,0,0.0
207176,Bia Cavassa,PSDB,MS,125,0,0.0
74043,Wellington Roberto,PL,PB,905,0,0.0
178981,Herculano Passos,REPUBLICANOS,SP,343,0,0.0
204374,Bia Kicis,PL,DF,1440,0,0.0
160610,Valmir Assunção,PT,BA,1269,0,0.0
74399,Onyx Lorenzoni,PL,RS,218,0,0.0
178981,Herculano Passos,MDB,SP,124,0,0.0
204576,João Roma,PL,BA,257,0,0.0
74159,Odair Cunha,PT,MG,1393,1,0.07
204374,Bia Kicis,UNIÃO,DF,66,0,0.0
204374,Bia Kicis,,DF,53,0,0.0
74052,Bosco Costa,PL,SE,492,0,0.0
204352,Camilo Capiberibe,PSB,AP,432,0,0.0
160527,Aguinaldo Ribeiro,PP,PB,943,1,0.11
74160,Patrus Ananias,PT,MG,1519,1,0.07
213762,Carla Dickson,UNIÃO,RN,787,1,0.13
213762,Carla Dickson,PROS,RN,141,0,0.0
204393,Frei Anastacio Ribeiro,PT,PB,456,0,0.0
73696,Angela Amin,PP,SC,450,0,0.0
160534,Lauriete,PSC,ES,475,0,0.0
204563,Josimar Maranhãozinho,PL,MA,708,1,0.14
178956,Mariana Carvalho,REPUBLICANOS,RO,136,0,0.0
178956,Mariana Carvalho,PSDB,RO,138,0,0.0
74141,Josias Gomes,PT,BA,1136,1,0.09
204439,Dr. Leonardo,REPUBLICANOS,MT,358,0,0.0
204491,Gilberto Abramo,REPUBLICANOS,MG,1203,1,0.08
204562,Edilázio Júnior,PSD,MA,355,0,0.0
178912,Pedro Cunha Lima,PSDB,PB,178,0,0.0
204439,Dr. Leonardo,SOLIDARIEDADE,MT,113,0,0.0
178920,Ricardo Teobaldo,PODE,PE,319,0,0.0
204561,Bira Do Pindaré,PSB,MA,405,0,0.0
112437,João Marcelo Souza,MDB,MA,221,0,0.0
178954,Lucio Mosquini,MDB,RO,877,1,0.11
178863,Uldurico Junior,MDB,BA,206,0,0.0
204418,Luizão Goulart,REPUBLICANOS,PR,92,0,0.0
160589,Bruna Furlan,PSDB,SP,148,0,0.0
217480,Jones Moura,PSD,RJ,622,0,0.0
74319,Paes Landim,UNIÃO,PI,84,0,0.0
204418,Luizão Goulart,SOLIDARIEDADE,PR,332,0,0.0
141405,Celso Maldaner,MDB,SC,336,0,0.0
178863,Uldurico Junior,PROS,BA,88,0,0.0
74319,Paes Landim,PTB,PI,7,0,0.0
178873,Helder Salomão,PT,ES,1629,1,0.06
204481,Dr. Jaziel,PL,CE,1235,1,0.08
178921,Sebastião Oliveira,AVANTE,PE,265,0,0.0
74459,Átila Lira,PP,PI,389,0,0.0
204539,Hercílio Coelho Diniz,MDB,MG,1076,1,0.09
160569,Waldenor Pereira,PT,BA,1201,1,0.08
204473,General Girão,PL,RN,1293,1,0.08
139285,Lídice Da Mata,PSB,BA,1352,1,0.07
204415,Nereu Crispim,UNIÃO,RS,79,0,0.0
204415,Nereu Crispim,PSD,RS,278,0,0.0
204473,General Girão,UNIÃO,RN,47,0,0.0
204473,General Girão,,RN,52,0,0.0
204415,Nereu Crispim,,RS,52,0,0.0
220590,Coronel Ulysses,UNIÃO,AC,969,1,0.1
220668,Maria Arraes,SOLIDARIEDADE,PE,1034,1,0.1
220620,Rosângela Reis,PL,MG,1006,0,0.0
220714,Adail Filho,REPUBLICANOS,AM,984,1,0.1
220530,Messias Donato,REPUBLICANOS,ES,1000,0,0.0
220640,Juliana Cardoso,PT,SP,873,0,0.0
220531,Gilvan Maximo,REPUBLICANOS,DF,623,0,0.0
220599,Marcelo Crivella,REPUBLICANOS,RJ,997,1,0.1
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,908,1,0.11
220673,Delegado Caveira,PL,PA,938,1,0.11
220604,Marcos Tavares,PDT,RJ,877,1,0.11
220681,Fábio Macedo,PODE,MA,715,1,0.14
220702,Geraldo Mendes,UNIÃO,PR,673,1,0.15
220613,Roberto Monteiro Pai,PL,RJ,973,0,0.0
220582,Daniel Barbosa,PP,AL,776,1,0.13
227660,Nitinho,PSD,SE,335,0,0.0
220579,Silvia Waiãpi,PL,AP,556,0,0.0
220656,Fernanda Pessoa,UNIÃO,CE,994,1,0.1
220526,Gilvan Da Federal,PL,ES,861,1,0.12
160548,Jonas Donizette,PSB,SP,978,1,0.1
220633,Ricardo Salles,NOVO,SP,391,1,0.26
220676,Andreia Siqueira,MDB,PA,782,0,0.0
220552,Zucco,PL,RS,814,1,0.12
220538,Albuquerque,REPUBLICANOS,RR,899,1,0.11
220565,Delegada Adriana Accorsi,PT,GO,792,0,0.0
160561,Missionário José Olimpio,PL,SP,271,0,0.0
226179,Gisela Simona,UNIÃO,MT,1147,1,0.09
225727,Flavinha,MDB,MT,117,0,0.0
220596,Amália Barros,PL,MT,339,0,0.0
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,259,0,0.0
225386,Renan Ferreirinha,PSD,RJ,79,0,0.0
220633,Ricardo Salles,PL,SP,348,0,0.0
220552,Zucco,REPUBLICANOS,RS,343,0,0.0
227401,Dr Fabio Rueda,UNIÃO,AC,83,0,0.0
228941,Daniel José,PODE,SP,70,0,0.0
220668,Maria Arraes,PSB,PE,16,0,0.0
160632,Zé Silva,UNIÃO,MG,18,0,0.0
157130,Túlio Gadêlha,PSD,PE,19,0,0.0
220530,Messias Donato,UNIÃO,ES,15,0,0.0
220714,Adail Filho,MDB,AM,19,0,0.0
74043,Wellington Roberto,PSD,PB,5,0,0.0
213762,Carla Dickson,PL,RN,1,0,0.0
234840,Cristiano Furlan,REDE,AP,22,0,0.0
178954,Lucio Mosquini,PL,RO,9,0,0.0
220656,Fernanda Pessoa,PSD,CE,15,0,0.0
235800,Jorge Araújo,PP,BA,11,0,0.0
220676,Andreia Siqueira,PSB,PA,6,0,0.0
204471,Mara Rocha,MDB,AC,292,0,0.0
151208,Laercio Oliveira,PP,SE,386,0,0.0
74537,Claudio Cajado,PP,BA,1319,1,0.08
141531,Rodrigo De Castro,PSDB,MG,122,0,0.0
141531,Rodrigo De Castro,UNIÃO,MG,1166,0,0.0
204516,Alexis Fonteyne,NOVO,SP,470,0,0.0
204476,Chiquinho Brazão,UNIÃO,RJ,507,0,0.0
204471,Mara Rocha,PSDB,AC,123,0,0.0
204476,Chiquinho Brazão,AVANTE,RJ,144,0,0.0
204376,Coronel Armando,PL,SC,451,0,0.0
141478,Laerte Bessa,PL,DF,121,0,0.0
204376,Coronel Armando,,SC,49,0,0.0
178858,Mário Negromonte Jr.,PP,BA,1214,1,0.08
204376,Coronel Armando,UNIÃO,SC,46,0,0.0
204403,Marlon Santos,PL,RS,169,0,0.0
204403,Marlon Santos,PDT,RS,84,0,0.0
204494,Fred Costa,PATRIOTA,MG,342,0,0.0
160570,Jerônimo Goergen,PP,RS,284,0,0.0
204541,Eduardo Bismarck,PDT,CE,1001,0,0.0
178963,Covatti Filho,PP,RS,1283,1,0.08
205476,Charles Fernandes,PSD,BA,1316,0,0.0
178924,Capitão Fábio Abreu,PSD,PI,349,0,0.0
179001,Márcio Biolchi,MDB,RS,1126,1,0.09
178924,Capitão Fábio Abreu,PL,PI,94,0,0.0
135054,Cristiano Vale,PL,PA,50,0,0.0
204391,José Nelto,PP,GO,440,0,0.0
135054,Cristiano Vale,PP,PA,319,0,0.0
204391,José Nelto,PODE,GO,89,0,0.0
74693,Rodrigo Maia,PSDB,RJ,21,0,0.0
74693,Rodrigo Maia,S.PART.,RJ,2,0,0.0
160669,Genecias Noronha,PL,CE,146,0,0.0
74655,Eduardo Barbosa,PSDB,MG,484,0,0.0
92102,Leur Lomanto Júnior,UNIÃO,BA,1057,1,0.09
74383,Giacobo,PL,PR,805,0,0.0
204524,Pinheirinho,PP,MG,677,0,0.0
160669,Genecias Noronha,SOLIDARIEDADE,CE,114,0,0.0
92102,Leur Lomanto Júnior,,BA,40,0,0.0
204441,Otoni De Paula,MDB,RJ,851,1,0.12
204428,Marília Arraes,PT,PE,160,0,0.0
109429,Benes Leocádio,UNIÃO,RN,1332,1,0.08
