evt_id_evento,evt_tx_descricao,evt_tx_situacao,evt_tx_tipo,evt_tx_situacao_curada,evt_tx_tipo_curado,evt_tx_local_interno,evt_tx_local_externo,evt_tx_tipo_local,evt_dt_inicio,evt_dt_fim,evt_nr_ano,evt_nr_mes,evt_nr_semana_ano,data_tx_ano_mes,org_id_orgao,org_sg_orgao,org_tx_nome,org_tx_tipo_curado
81495,Homenagem Ao Dia Da Família,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-05-19,,2026,5,21,2026-05,180,PLEN,Plenário,Plenário
81858,"Suspensão Do Aporte Financeiro Para O Financiamento Da Construção Do Túnel Santos-guarujá  (req 44/2026 Cvt, Da Deputada Rosana Valle) . Tomé Franca, Ministro De Estado Dos Portos E Aeroportos.",Convocada,Audiência Pública,Convocado,Audiência Pública,A Definir,,Câmara,2026-05-20,,2026,5,21,2026-05,2016,CVT,Comissão De Viação E Transportes,Comissão
81872,"Esporte:  Síndrome De Down E Transtorno Do Espectro Autista  Audiência Pública Para Discutir O Papel Da Prática Esportiva No Desenvolvimento De Pessoas Com Síndrome De Down E Pessoas Com Transtorno Do Espectro Autista, Em Atenção Ao Requerimento Nº 16/2026, De Autoria Do Deputado Danrlei De Deus Hinterholz. Convidados Confirmados: -sr. Pedro Lucas Costa, Professor E Pesquisador Do Núcleo De Autismo E Neurodiversidade Da Universidade De Brasília; Coordenador Da Especialização Em Autismo E Educação: Inclusão, Aprendizado E Desenvolvimento - Uni-ijuí Universidade Regional Do Noroeste Do Estado Do Rio Grande Do Sul; - Sr. Juarez Oliveira Sampaio, Professor Substituto Da Faculdade De Educação Física Da Universidade De Brasília; -sr. Lucas Forgiarini De Matos, Estudante Egresso Da Unijuí E Técnico Administrativo Da Universidade:  Bacharel Em Educação Física E Pessoa Com Síndrome De Down; --sra. Cleunice Bohn De Lima, Presidente Da Federação Brasileira Das Associações De Síndrome De Down E Representante Da Futsaldown Df; Aguardando Confirmação: -sra.  Catia Dionéia De Souza Vieira, Presidente Do Conselho Estadual Dos Direitos Das Pessoas Com Deficiência - Coepede E Diretora Financeira Da Associação De Pais De Pessoas Com Síndrome De Down De Pelotas - Apadpel. (representando Ambas As Instituições);",Convocada,Audiência Pública,Convocado,Audiência Pública,"Anexo Ii, Plenário 04",,Câmara,2026-06-10,,2026,6,24,2026-06,537236,CESPO,Comissão Do Esporte,Comissão
81703,"Seminário Sobre O \"brasil Legal\"  Seminário Sobre O \"brasil Legal\". Convidados: Antonio Ricardo Alvarez Alban, Presidente Da Confederação Nacional Da Indústria - Cni (a Confirmar); Antonio Florencio De Queiroz, Presidente Da Federação Do Comércio De Bens, Serviços E Turismo Do Estado Do Rio De Janeiro (confirmado); Luiz Césio Caetano, Presidente Da Firjan (a Confirmar); José Eduardo Cidade, Presidente Da Associação Brasileira De Bebidas Destiladas - Abbd (a Confirmar); James Thorp Neto, Presidente Da Federação Nacional Do Comércio De Combustíveis E Lubrificantes - Fecombustíveis (a Confirmar); Julio César Castelo Branco Reis Moreira, Presidente Do Instituto Nacional De Propriedade Industrial - Inpi (confirmado); Andre Faissal, Consultor Da Associação Brasileira Da Indústria Do Fumo - Abifumo (confirmado); Renato Porto, Presidente Executivo Da Associação Da Indústria Farmacêutica De Pesquisa -interfarma (a Confirmar); E Juliano Pasqual, Secretário De Fazenda Do Estado Do Rio De Janeiro (a Confirmar). (requerimento Nº 3/2026, Do Dep. Julio Lopes)",Convocada,Seminário,Convocado,Seminário,,Casa Firjan - Rio De Janeiro,Externo,2026-05-22,,2026,5,21,2026-05,539837,CEXBRLEG,Comissão Externa Destinada A Discutir Os Atos De Pirataria E A Agenda Do Chamado “brasil Legal”,Comissão
81821,Homenagem Aos 100 Anos Do Dr. Jorge Prado Leite,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-16,,2026,6,25,2026-06,180,PLEN,Plenário,Plenário
81856,Homenagem Aos 65 Anos Da Igreja Assembleia De Deus Ministério Vila Nova,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-24,,2026,6,26,2026-06,180,PLEN,Plenário,Plenário
81870,"A Segurança Viária No Brasil  (req 198/2026 Cspcco, Do Deputado Coronel Meira) 1) Bruno Alves (confirmado)    Presidente Da Federação Nacional Dos Sindicatos Estaduais Dos Servidores Dos Detrans Estaduais, Municipais E Do Distrito Federal 2) Fernando Capez (a Confirmar)    Professor, Palestrante, Advogado E Procurador De Justiça, Aposentado 3) Representante (a Confirmar)    Polícia Rodoviária Federal - Pf",Convocada,Audiência Pública,Convocado,Audiência Pública,"Anexo Ii, Plenário 02",,Câmara,2026-05-20,,2026,5,21,2026-05,5503,CSPCCO,Comissão De Segurança Pública E Combate Ao Crime Organizado,Comissão
81887,"Atraso Na Entrega De Livros Em Braile Aos Estudantes Com Deficiência Visual Na Educação Básica.  1) (a Confirmar) Representante Do Ministério Da Educação;  2)  (a Confirmar)  Representante Do Fundo Nacional De Desenvolvimento Da Educação (fnde); 3) Janaína Barcellos (a Confirmar) - Presidente Do Instituto Holofotes;  4)  Marcelo Pânico (a Confirmar) - Representante Da Fundação Dorina. (req 20/2026 Ce, Da Deputada Maria Rosas)",Convocada,Audiência Pública,Convocado,Audiência Pública,A Definir,,Câmara,2026-05-19,,2026,5,21,2026-05,2009,CE,Comissão De Educação,Comissão
81494,"Homenagem Às Lideranças Da Tradição Iorubá Para A Preservação Da Cultura Afro-brasileira, Da Liberdade Religiosa E Da Difusão Dos Saberes Ancestrais Do Brasil",Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-05-15,,2026,5,20,2026-05,180,PLEN,Plenário,Plenário
81736,Homenagem Aos 30 Anos Da Coordenação Nacional De Articulação Das Comunidades Negras Rurais Quilombolas,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-05-26,,2026,5,22,2026-05,180,PLEN,Plenário,Plenário
81807,Homenagem Aos 28 Anos Da Igreja Mundial Do Poder De Deus,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-09,,2026,6,24,2026-06,180,PLEN,Plenário,Plenário
81815,Homenagem Aos 70 Anos Do Conselho Federal De Química,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-18,,2026,6,25,2026-06,180,PLEN,Plenário,Plenário
81751,Homenagem Ao 80º Aniversário Da Independência Do Reino Hachemita Da Jordânia,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-05-18,,2026,5,21,2026-05,180,PLEN,Plenário,Plenário
81781,"Concessão Br 116 No Vale Do Ribeira/sp  (req 43/2026 Cvt, Do Deputado Paulo Alexandre Barbosa) . George Santoro,  Ministro Dos Transportes; . Guilherme Theo Rodrigues Sampaio Diretor-geral Da Agencia Nacional De Transportes Terrestres (antt);  . Viviane Esse, Secretaria Nacional Do Transporte Rodoviario;  . Samuel Moreira,  Prefeito Do Municipio De Registro;  . Mario Povia, Diretor Presidente Do Instituto Brasileiro De Infraestrutura; . Marti Carbonell Mascaró,  Diretor Presidente Da Concessionaria Arteris.",Convocada,Audiência Pública,Convocado,Audiência Pública,"Anexo Ii, Plenário 11",,Câmara,2026-05-19,,2026,5,21,2026-05,2016,CVT,Comissão De Viação E Transportes,Comissão
81910,Homenagem Aos Oitenta Anos De Atuação Do Serviço Social Da Indústria – Sesi,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-07-01,,2026,7,27,2026-07,180,PLEN,Plenário,Plenário
81808,"Homenagem Ao Dia Do Nascituro  Homenagem Ao Dia Do Nascituro,",Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-09,,2026,6,24,2026-06,180,PLEN,Plenário,Plenário
81809,Sessão Solene Para Outorga Da Medalha Do Mérito Evangélico,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-10,,2026,6,24,2026-06,180,PLEN,Plenário,Plenário
81816,Homenagem Aos 60 Anos Do Salário Mínimo Profissional Da Engenharia E Da Agronomia,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-06-23,,2026,6,26,2026-06,180,PLEN,Plenário,Plenário
81646,Frente Parlamentar Do Taxi,Convocada,Reunião Técnica,Convocado,Reunião,"Anexo Ii, Plenário 03",,Câmara,2026-05-26,,2026,5,22,2026-05,,,,
81805,Homenagem Ao Dia Internacional Do Cooperativismo,Agendada,Sessão Não Deliberativa Solene,Agendada,Sessão,Plenário Da Câmara Dos Deputados,,Câmara,2026-07-07,,2026,7,28,2026-07,180,PLEN,Plenário,Plenário
