part_sg_partido,desp_tx_segmento_despesa,desp_tx_tipo_despesa,data_nr_ano,data_tx_ano_mes,part_qt_responsaveis,part_qt_deputados,part_qt_documentos,part_qt_fornecedores,part_vl_total_documento,part_vl_total_glosa,part_vl_total_liquido,part_vl_medio_liquido,part_pc_participacao_segmento
PL,Viagens,Passagem Aérea - Sigepa,2024,2024-08,90,90,795,0,659505.72,0.00,659505.72,575.484921,17.79
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-08,5,5,13,8,2581.41,0.00,2581.41,198.570000,0.07
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-08,78,78,328,205,514294.21,2683.42,511182.58,1558.483476,13.79
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-09,44,44,267,162,135904.03,229.20,135674.83,508.145431,3.82
PL,Viagens,Passagem Aérea - Rpa,2024,2024-09,15,15,23,3,30963.19,0.00,30963.19,1346.225652,0.87
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-09,26,26,168,91,11060.33,128.42,10931.91,65.070893,0.31
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-09,6,6,8,6,15298.29,0.00,15298.29,1912.286250,0.43
PL,Combustível,Combustíveis E Lubrificantes.,2024,2024-09,89,89,1185,758,369082.25,10143.43,358938.82,302.901958,10.10
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-09,72,72,189,162,1035171.00,0.00,1035171.00,5477.095238,29.12
PL,Publicidade,Assinatura De Publicações,2024,2024-09,1,1,1,1,54.90,0.00,54.90,54.900000,0.00
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-09,81,81,323,196,506962.59,2244.40,501182.57,1546.859784,14.10
PL,Viagens,Passagem Aérea - Sigepa,2024,2024-09,83,83,516,0,521891.48,0.00,521838.48,709.019674,14.68
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-09,6,6,19,10,2361.28,8.23,2353.05,123.844737,0.07
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-09,28,28,224,14,20324.87,998.22,19326.65,86.279688,0.54
PL,Locomoção,Locação Ou Fretamento De Embarcações,2024,2024-09,1,1,1,1,3900.00,0.00,3900.00,3900.000000,0.11
PL,Viagens,Passagem Aérea - Reembolso,2024,2024-09,11,11,13,5,52199.76,0.00,52199.76,4015.366154,1.47
PL,Comunicação,Telefonia,2024,2024-09,50,50,75,24,31952.25,2548.64,29091.86,387.891467,0.82
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-09,82,82,143,73,822102.34,13515.70,808586.64,5654.452028,22.74
PL,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-09,1,1,1,1,29625.00,0.00,29625.00,29625.000000,0.83
PL,Comunicação,Telefonia,2024,2024-10,52,52,80,21,34256.68,2511.72,31143.88,389.298500,0.80
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-10,35,35,92,62,67243.95,17.92,67226.03,730.717717,1.73
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-10,82,82,357,207,551759.72,2076.89,549247.71,1538.508992,14.12
PL,Publicidade,Assinatura De Publicações,2024,2024-10,2,2,2,2,1802.90,0.00,1802.90,901.450000,0.05
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-10,36,36,252,27,20301.65,162.47,20139.18,79.917381,0.52
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-10,7,7,8,7,15135.29,0.00,15135.29,1891.911250,0.39
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-10,82,82,133,69,735887.86,11591.12,723786.92,5442.006917,18.61
PL,Viagens,Passagem Aérea - Reembolso,2024,2024-10,3,3,3,3,5437.38,0.00,5437.38,1812.460000,0.14
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-10,26,26,188,95,12369.05,296.25,12072.80,64.217021,0.31
PL,Viagens,Passagem Aérea - Sigepa,2024,2024-10,93,93,766,0,768104.00,0.00,768104.00,715.180633,19.75
PL,Combustível,Combustíveis E Lubrificantes.,2024,2024-10,88,88,1128,650,350113.21,12804.64,337308.52,299.032376,8.67
PL,Locomoção,Locação Ou Fretamento De Embarcações,2024,2024-10,1,1,1,1,3900.00,0.00,3900.00,3900.000000,0.10
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-10,84,84,228,190,1303988.41,10003.72,1290484.69,5635.304323,33.18
PL,Viagens,Passagem Aérea - Rpa,2024,2024-10,2,2,13,2,11244.92,0.00,11244.92,864.993846,0.29
PL,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-10,1,1,2,1,42000.00,0.00,42000.00,21000.000000,1.08
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-10,3,3,7,4,990.85,0.00,990.85,141.550000,0.03
PL,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2024,2024-10,1,1,1,1,9885.11,739.50,9145.61,9145.610000,0.24
PL,Viagens,Passagem Aérea - Sigepa,2024,2024-11,94,94,820,0,957167.63,0.00,957167.63,866.215050,21.55
PL,Viagens,Passagem Aérea - Rpa,2024,2024-11,12,12,33,3,37889.33,0.00,37889.33,1148.161515,0.85
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-11,78,78,128,63,665537.32,12653.85,648241.59,5025.128605,14.59
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-11,84,84,249,202,1752719.12,0.00,1749219.12,6996.876480,39.38
PL,Publicidade,Assinatura De Publicações,2024,2024-11,1,1,1,1,54.90,0.00,54.90,54.900000,0.00
PL,Combustível,Combustíveis E Lubrificantes.,2024,2024-11,87,87,1081,620,338420.89,3314.42,332126.35,307.239917,7.48
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-11,4,4,17,6,1609.29,0.00,1609.29,94.664118,0.04
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-11,8,8,10,8,26009.40,0.00,26009.40,2600.940000,0.59
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-11,35,35,82,55,73528.33,246.91,73281.42,893.675854,1.65
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-11,78,78,327,188,519697.69,1285.59,517972.23,1584.012936,11.66
PL,Locomoção,Locação Ou Fretamento De Embarcações,2024,2024-11,2,2,4,2,21900.00,0.00,21900.00,5475.000000,0.49
PL,Comunicação,Telefonia,2024,2024-11,47,47,75,20,33495.81,2492.29,30398.98,405.319733,0.68
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-11,33,33,319,25,21181.11,114.70,21066.41,66.038903,0.47
PL,Viagens,Passagem Aérea - Reembolso,2024,2024-11,3,3,3,2,8294.99,0.00,8294.99,2764.996667,0.19
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-11,29,29,181,107,14084.91,389.88,13695.03,75.663149,0.31
PL,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2024,2024-11,1,1,1,1,3000.00,0.00,3000.00,3000.000000,0.07
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-12,25,25,68,51,39201.21,435.43,38765.78,570.085000,0.79
PL,Comunicação,Telefonia,2024,2024-12,43,43,70,20,31212.79,1767.27,29134.89,416.212714,0.59
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-12,8,8,10,8,15641.19,0.00,15641.19,1564.119000,0.32
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-12,28,28,166,98,12483.00,449.69,12033.31,72.489819,0.24
PL,Viagens,Passagem Aérea - Reembolso,2024,2024-12,6,6,9,3,20820.50,195.90,20624.60,2291.622222,0.42
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-12,82,82,289,222,2477244.67,0.00,2472953.13,8527.424586,50.09
PL,Viagens,Passagem Aérea - Rpa,2024,2024-12,8,8,15,3,22822.85,0.00,22822.85,1521.523333,0.46
PL,Combustível,Combustíveis E Lubrificantes.,2024,2024-12,86,86,930,570,319397.26,14829.95,304343.66,327.251247,6.16
PL,Viagens,Passagem Aérea - Sigepa,2024,2024-12,93,93,817,0,719018.19,0.00,719018.19,629.062283,14.56
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-12,2,2,8,4,1226.88,0.00,1226.88,153.360000,0.02
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-12,80,80,318,184,523798.20,1389.81,517941.64,1628.747296,10.49
PL,Locomoção,Locação Ou Fretamento De Embarcações,2024,2024-12,1,1,2,1,12000.00,0.00,12000.00,6000.000000,0.24
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-12,31,31,251,26,23092.97,130.06,22940.09,91.394781,0.46
PL,Publicidade,Assinatura De Publicações,2024,2024-12,2,2,7,2,312.30,0.00,312.30,44.614286,0.01
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-12,75,75,135,65,770509.86,13864.44,743969.04,5470.360588,15.07
PL,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2024,2024-12,1,1,1,1,3000.00,0.00,3000.00,3000.000000,0.06
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-01,2,2,3,3,1063.70,0.00,1063.70,354.566667,0.03
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-01,2,2,5,2,27900.00,0.00,27900.00,5580.000000,0.84
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-01,87,87,403,0,404648.92,0.00,404648.92,653.713926,12.13
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-01,77,77,222,181,1436416.39,3571.43,1432487.06,6452.644414,42.94
PL,Comunicação,Telefonia,2025,2025-01,45,45,75,20,34101.63,2805.32,30986.63,413.155067,0.93
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-01,9,9,11,9,16016.40,0.00,16016.40,1456.036364,0.48
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-01,72,72,115,67,687299.62,15660.01,671456.07,5838.748435,20.13
PL,Publicidade,Assinatura De Publicações,2025,2025-01,3,3,12,11,1547.71,0.00,1547.71,128.975833,0.05
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-01,76,76,312,189,467541.14,2425.77,464719.13,1489.484391,13.93
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-01,14,14,92,66,6283.71,127.95,6155.76,66.910435,0.18
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-01,31,31,128,26,14970.17,185.16,14546.20,113.642188,0.44
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-01,87,87,773,481,236339.18,1404.74,234934.40,303.925485,7.04
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-01,15,15,46,26,20115.71,189.73,19925.98,433.173478,0.60
PL,Viagens,Passagem Aérea - Rpa,2025,2025-01,4,4,12,2,9739.45,0.00,9739.45,811.620833,0.29
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-02,8,8,11,8,15731.25,0.00,15731.25,1430.113636,0.38
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-02,93,93,956,0,956142.37,0.00,956036.37,688.291123,22.99
PL,Publicidade,Assinatura De Publicações,2025,2025-02,4,4,6,6,7315.90,0.00,7315.90,1219.316667,0.18
PL,Viagens,Passagem Aérea - Rpa,2025,2025-02,4,4,11,3,11181.03,0.00,11181.03,1016.457273,0.27
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-02,84,84,376,213,593735.63,3947.50,589351.34,1567.423777,14.17
PL,Comunicação,Telefonia,2025,2025-02,48,48,79,23,36099.35,2340.91,33148.94,419.606835,0.80
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-02,78,78,123,66,642852.39,9738.85,633113.54,5147.264553,15.23
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-02,89,89,1167,630,346400.58,6603.32,339797.26,291.171602,8.17
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-02,36,36,96,69,74557.63,543.47,74014.16,770.980833,1.78
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-02,4,4,7,6,840.23,0.00,840.23,120.032857,0.02
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-02,85,85,247,190,1435013.59,0.00,1435013.59,5809.771619,34.51
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-02,3,3,5,3,22068.00,0.00,22068.00,4413.600000,0.53
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-02,25,25,198,104,14925.84,454.33,14471.51,73.088434,0.35
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-02,4,4,4,3,3277.67,0.00,3277.67,819.417500,0.08
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-02,26,26,369,27,22719.58,74.34,22468.87,60.726676,0.54
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-03,4,4,6,2,9387.04,130.32,9256.72,1542.786667,0.23
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-03,8,8,15,9,2380.27,0.00,2380.27,158.684667,0.06
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-03,82,82,252,200,1405251.08,0.00,1405251.08,5576.393175,34.30
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-03,32,32,321,34,25375.54,565.69,24674.48,76.628820,0.60
PL,Viagens,Passagem Aérea - Rpa,2025,2025-03,3,3,11,3,5455.24,0.00,5455.24,495.930909,0.13
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-03,83,83,349,195,561840.47,6604.98,554799.64,1589.683782,13.54
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-03,77,77,133,65,810076.84,16348.29,793200.06,5963.910226,19.36
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-03,95,95,791,0,758906.58,0.00,758906.58,703.342521,18.53
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-03,48,48,161,98,100432.24,570.40,99861.84,620.259876,2.44
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-03,90,90,1263,739,356186.56,271.27,355915.29,281.801496,8.69
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-03,7,7,9,7,15851.96,0.00,15851.96,1761.328889,0.39
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-03,28,28,194,117,15350.38,531.36,14819.02,76.386701,0.36
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-03,2,2,4,2,21900.00,0.00,21900.00,5475.000000,0.53
PL,Comunicação,Telefonia,2025,2025-03,51,51,89,19,37584.85,2771.03,34191.06,384.169213,0.83
PL,Publicidade,Assinatura De Publicações,2025,2025-03,1,1,1,1,51.48,0.00,51.48,51.480000,0.00
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-04,2,2,4,3,6105.75,0.00,6105.75,1526.437500,0.15
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-04,6,6,13,9,2740.00,61.09,2678.91,206.070000,0.07
PL,Viagens,Passagem Aérea - Rpa,2025,2025-04,6,6,30,3,24925.51,0.00,24925.51,830.850333,0.61
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-04,81,81,247,209,1397010.84,0.00,1397010.84,5655.914332,34.06
PL,Comunicação,Telefonia,2025,2025-04,50,50,84,20,36196.99,2513.10,33062.59,393.602262,0.81
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-04,35,35,125,84,76769.74,341.33,76428.41,611.427280,1.86
PL,Publicidade,Assinatura De Publicações,2025,2025-04,3,3,3,3,663.72,0.00,663.72,221.240000,0.02
PL,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2025,2025-04,1,1,1,1,3200.00,0.00,3200.00,3200.000000,0.08
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-04,88,88,1236,689,365569.64,2772.87,362796.77,293.524895,8.85
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-04,35,35,265,40,27088.43,859.09,26068.17,98.000639,0.64
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-04,84,84,364,204,540340.78,3963.50,535939.99,1472.362610,13.07
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-04,2,2,4,2,21900.00,0.00,21900.00,5475.000000,0.53
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-04,78,78,121,64,707681.64,4495.35,703186.28,5811.456860,17.15
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-04,95,95,910,0,877482.09,0.00,877482.09,668.303191,21.40
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-04,8,8,10,8,15871.56,0.00,15871.56,1587.156000,0.39
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-04,29,29,197,116,14270.47,319.76,13950.71,70.815787,0.34
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-05,81,81,361,208,562061.12,2477.83,559119.45,1548.807341,13.77
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-05,2,2,2,2,9900.00,0.00,9900.00,4950.000000,0.24
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-05,89,89,1295,718,377988.28,1442.39,376545.89,290.769027,9.27
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-05,84,84,268,229,1409162.93,0.00,1402162.93,5212.501599,34.52
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-05,4,4,6,2,11352.41,0.00,11352.41,1892.068333,0.28
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-05,5,5,6,5,1442.72,117.74,1324.98,220.830000,0.03
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-05,76,76,127,72,753558.89,4356.88,749202.01,5899.228425,18.45
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-05,8,8,11,8,16234.56,0.00,16234.56,1475.869091,0.40
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-05,90,90,873,0,753331.00,0.00,753331.00,596.461599,18.55
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-05,30,30,292,29,29502.69,1376.05,27772.35,94.786177,0.68
PL,Publicidade,Assinatura De Publicações,2025,2025-05,1,1,1,1,51.48,0.00,51.48,51.480000,0.00
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-05,26,26,194,113,14865.28,198.72,14666.56,75.600825,0.36
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-05,40,40,148,104,77530.04,5.50,77524.54,523.814459,1.91
PL,Viagens,Passagem Aérea - Rpa,2025,2025-05,7,7,19,3,27025.13,0.00,27025.13,1422.375263,0.67
PL,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2025,2025-05,1,1,1,1,3000.00,0.00,3000.00,3000.000000,0.07
PL,Comunicação,Telefonia,2025,2025-05,51,51,85,22,36487.66,3297.30,32567.60,383.148235,0.80
PL,Comunicação,Telefonia,2025,2025-06,47,47,78,19,34133.92,2360.32,31154.35,399.414744,0.80
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-06,91,91,689,0,749376.84,0.00,749315.84,764.608000,19.33
PL,Publicidade,Assinatura De Publicações,2025,2025-06,6,6,6,6,4884.03,0.00,4884.03,814.005000,0.13
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-06,88,88,1224,707,375373.29,7032.80,368179.37,300.554588,9.50
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-06,35,35,295,41,26653.32,246.18,26407.14,89.515729,0.68
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-06,80,80,333,189,539535.56,1292.87,537784.91,1614.969700,13.87
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-06,84,84,242,210,1300529.64,0.00,1300529.64,5374.089421,33.55
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-06,34,34,133,82,80682.05,1.84,80680.21,606.618120,2.08
PL,Viagens,Passagem Aérea - Rpa,2025,2025-06,5,5,11,3,9449.07,0.00,9449.07,859.006364,0.24
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-06,75,75,120,71,696633.91,279.20,696354.71,5802.955917,17.96
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-06,8,8,11,8,16600.15,0.00,16600.15,1509.104545,0.43
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-06,26,26,150,106,12291.06,306.58,11984.48,79.896533,0.31
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-06,2,2,2,2,577.07,0.00,577.07,288.535000,0.01
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-06,6,6,8,3,26147.63,131.44,26016.19,3252.023750,0.67
PL,Outros,Serviços Postais,2025,2025-06,4,4,6,2,1119.25,0.00,1119.25,186.541667,0.03
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-06,2,2,3,2,15900.00,0.00,15900.00,5300.000000,0.41
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-07,44,44,212,108,108398.41,170.51,106602.50,500.481221,2.49
PL,Comunicação,Telefonia,2025,2025-07,46,46,81,25,34220.48,2839.13,30748.22,379.607654,0.72
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-07,26,26,202,134,13208.03,160.46,13047.57,64.591931,0.31
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-07,9,9,10,4,21578.73,97.00,21481.73,2148.173000,0.50
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-07,79,79,346,198,512636.58,8997.37,503175.36,1454.264046,11.77
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-07,3,3,6,4,2020.18,0.00,2020.18,336.696667,0.05
PL,Outros,Serviços Postais,2025,2025-07,4,4,4,3,565.08,34.90,530.18,132.545000,0.01
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-07,86,86,1239,750,362625.68,1999.84,360625.84,291.062018,8.44
PL,Viagens,Passagem Aérea - Rpa,2025,2025-07,7,7,12,3,25556.37,0.00,25556.37,2129.697500,0.60
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-07,92,92,824,0,920998.08,0.00,918228.78,760.752925,21.48
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-07,73,73,127,66,721987.68,765.59,721222.09,5678.914094,16.87
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-07,82,82,255,219,1510763.20,0.00,1509226.12,5918.533804,35.31
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-07,34,34,230,33,21603.31,468.75,20996.97,90.895974,0.49
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-07,2,2,4,2,21900.00,0.00,21900.00,5475.000000,0.51
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-07,8,8,10,8,16177.65,33.00,16144.65,1614.465000,0.38
PL,Publicidade,Assinatura De Publicações,2025,2025-07,3,3,3,3,2668.68,0.00,2668.68,889.560000,0.06
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-08,9,9,13,9,17386.65,1.32,17385.33,1337.333077,0.53
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-08,2,2,3,2,15900.00,0.00,15900.00,5300.000000,0.49
PL,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-08,70,70,120,63,710768.56,4034.68,706733.93,5889.449417,21.73
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-08,40,40,134,92,111991.04,149.40,89453.93,648.216884,2.75
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-08,27,27,189,115,14019.80,267.70,13752.10,72.762434,0.42
PL,Publicidade,Assinatura De Publicações,2025,2025-08,1,1,1,1,51.48,0.00,51.48,51.480000,0.00
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-08,83,83,256,219,1401167.15,15.00,1401152.15,5473.250586,43.08
PL,Viagens,Passagem Aérea - Rpa,2025,2025-08,7,7,16,3,15603.76,0.00,15603.76,975.235000,0.48
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-08,4,4,7,5,2128.44,0.00,2128.44,304.062857,0.07
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-08,31,31,281,25,25167.08,337.14,24829.94,88.362776,0.76
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-08,1,1,1,0,-2104.00,0.00,-2104.00,-1052.000000,-0.06
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-08,80,80,368,211,574759.80,2679.26,571616.69,1553.306223,17.57
PL,Outros,Serviços Postais,2025,2025-08,4,4,8,3,1475.80,0.00,1475.80,184.475000,0.05
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-08,4,4,5,4,15400.04,153.56,15246.48,3049.296000,0.47
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-08,86,86,1226,716,350100.66,1963.66,348137.00,283.961664,10.70
PL,Comunicação,Telefonia,2025,2025-08,47,47,82,25,34876.97,3171.18,31093.40,379.187805,0.96
PL,Outros,Serviços Postais,2025,2025-09,5,5,5,4,407.85,0.00,407.85,81.570000,0.01
PL,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-09,81,81,352,209,558026.04,3833.87,554152.32,1574.296364,17.44
PL,Viagens,Passagem Aérea - Reembolso,2025,2025-09,4,4,6,3,15920.77,0.00,15920.77,2653.461667,0.50
PL,Publicidade,Assinatura De Publicações,2025,2025-09,1,1,2,2,59.48,0.00,59.48,29.740000,0.00
PL,Combustível,Combustíveis E Lubrificantes.,2025,2025-09,87,87,1244,691,355860.48,417.30,355443.18,285.726029,11.18
PL,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-09,5,5,12,7,1016.59,2.00,1014.59,84.549167,0.03
PL,Viagens,Passagem Aérea - Sigepa,2025,2025-09,1,1,2,0,-1604.09,0.00,-1604.09,-802.045000,-0.05
PL,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-09,23,23,177,104,14700.22,172.18,14528.04,82.079322,0.46
PL,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-09,34,34,290,27,28749.43,342.18,28191.59,96.878316,0.89
PL,Locomoção,Locação Ou Fretamento De Embarcações,2025,2025-09,2,2,5,2,28900.00,0.00,28900.00,5780.000000,0.91
PL,Comunicação,Telefonia,2025,2025-09,48,48,78,19,34581.65,3545.34,30736.66,394.059744,0.97
PL,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-09,7,7,9,7,7405.65,0.00,7405.65,822.850000,0.23
PL,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-09,81,81,252,212,1345053.15,0.00,1345053.15,5337.512500,42.32
PL,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-09,36,36,136,89,82392.46,0.00,82392.46,605.826912,2.59
