part_sg_partido,desp_tx_segmento_despesa,desp_tx_tipo_despesa,data_nr_ano,data_tx_ano_mes,part_qt_responsaveis,part_qt_deputados,part_qt_documentos,part_qt_fornecedores,part_vl_total_documento,part_vl_total_glosa,part_vl_total_liquido,part_vl_medio_liquido,part_pc_participacao_segmento
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-04,44,44,666,359,216604.03,1759.66,214844.37,322.589144,10.25
PP,Viagens,Passagem Aérea - Rpa,2024,2024-04,2,2,2,2,824.43,0.00,824.43,412.215000,0.04
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-04,6,6,7,6,34578.68,0.00,34578.68,4939.811429,1.65
PP,Outros,Aquisição De Tokens E Certificados Digitais,2024,2024-04,1,1,2,2,292.93,0.00,292.93,146.465000,0.01
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-04,13,13,156,31,8366.06,87.22,8278.84,53.069487,0.40
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-04,45,45,328,0,332798.60,0.00,332798.60,758.083371,15.89
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-04,38,38,164,103,248680.15,1841.20,246838.95,1505.115549,11.78
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-04,15,15,118,77,7784.27,137.83,7532.44,63.297815,0.36
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-04,1,1,1,1,202.51,0.00,202.51,202.510000,0.01
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-04,44,44,251,203,829450.52,0.00,826450.52,3279.565556,39.45
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-04,38,38,63,39,390192.19,1912.00,381280.19,5957.502969,18.20
PP,Comunicação,Telefonia,2024,2024-04,25,25,52,13,18071.55,1667.20,16404.35,315.468269,0.78
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-04,18,18,71,48,24598.53,101.00,24497.53,345.035634,1.17
PP,Publicidade,Assinatura De Publicações,2024,2024-04,2,2,2,2,199.80,0.00,199.80,99.900000,0.01
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-05,40,40,216,186,760655.93,0.00,760655.93,3521.555231,38.64
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-05,37,37,64,39,402414.40,2225.66,393188.74,6049.057538,19.97
PP,Publicidade,Assinatura De Publicações,2024,2024-05,2,2,2,2,199.80,0.00,199.80,99.900000,0.01
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-05,2,2,2,1,4549.51,0.00,4549.51,2274.755000,0.23
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-05,16,16,48,35,31254.63,644.40,30610.23,637.713125,1.55
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-05,37,37,151,99,232406.62,3307.59,229099.03,1517.212119,11.64
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-05,44,44,370,0,286772.48,0.00,286772.48,567.866297,14.57
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-05,6,6,6,6,26078.72,0.00,26078.72,4346.453333,1.32
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-05,12,12,161,21,6834.92,31.93,6802.99,42.254596,0.35
PP,Viagens,Passagem Aérea - Rpa,2024,2024-05,4,4,4,2,5135.45,0.00,5135.45,1283.862500,0.26
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-05,45,45,624,355,203298.12,1353.53,196527.52,314.444032,9.98
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-05,14,14,130,80,12235.57,157.03,11963.09,90.629470,0.61
PP,Comunicação,Telefonia,2024,2024-05,26,26,54,15,18019.32,945.43,17073.89,316.183148,0.87
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-06,16,16,78,48,38543.92,3.50,38540.42,494.107949,1.93
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-06,13,13,184,29,7819.77,26.45,7793.32,42.355000,0.39
PP,Viagens,Passagem Aérea - Rpa,2024,2024-06,1,1,1,1,2238.97,0.00,2238.97,2238.970000,0.11
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-06,39,39,147,104,213910.73,2967.40,210943.33,1434.988639,10.54
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-06,46,46,374,0,295384.07,0.00,295384.07,547.007537,14.76
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-06,2,2,3,3,785.25,0.00,785.25,261.750000,0.04
PP,Publicidade,Assinatura De Publicações,2024,2024-06,3,3,3,3,957.70,0.00,957.70,319.233333,0.05
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-06,41,41,186,160,808194.59,0.00,798194.59,4223.251799,39.89
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-06,2,2,2,2,6874.46,0.00,6602.75,3301.375000,0.33
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-06,37,37,56,40,366323.15,693.95,358629.20,6291.740351,17.92
PP,Comunicação,Telefonia,2024,2024-06,26,26,51,12,18793.00,1313.51,17479.49,342.735098,0.87
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-06,46,46,654,381,222036.30,1140.54,220895.76,337.761101,11.04
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-06,1,1,1,1,6000.00,0.00,6000.00,6000.000000,0.30
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-06,6,6,6,6,26078.72,0.00,26078.72,4346.453333,1.30
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-06,14,14,121,84,10904.05,202.07,10348.98,84.827705,0.52
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-07,11,11,166,27,6040.58,58.50,5899.73,35.117440,0.29
PP,Publicidade,Assinatura De Publicações,2024,2024-07,1,1,1,1,29.90,0.00,29.90,29.900000,0.00
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-07,5,5,5,5,20778.76,0.00,20778.76,4155.752000,1.03
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-07,18,18,83,51,30599.10,0.00,30599.10,368.663855,1.51
PP,Comunicação,Telefonia,2024,2024-07,23,23,45,10,15470.03,1142.67,14327.36,318.385778,0.71
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-07,44,44,193,168,874738.48,0.00,868906.88,4502.108187,42.92
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-07,2,2,4,4,1055.33,0.00,1055.33,263.832500,0.05
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-07,13,13,107,82,8594.04,331.83,8262.21,77.216916,0.41
PP,Viagens,Passagem Aérea - Rpa,2024,2024-07,3,3,4,2,439.76,0.00,439.76,109.940000,0.02
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-07,48,48,349,0,180437.30,0.00,180437.30,368.239388,8.91
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-07,1,1,1,1,1258.94,0.00,1258.94,1258.940000,0.06
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-07,39,39,136,104,242283.66,2555.73,239727.93,1762.705368,11.84
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-07,38,38,65,41,433222.77,3801.28,422421.49,6400.325606,20.87
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-07,46,46,717,400,232835.45,2537.65,230297.80,321.196374,11.38
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-08,12,12,53,34,13850.38,23.00,13827.38,260.893962,0.75
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-08,38,38,150,110,234643.19,1485.60,233157.59,1554.383933,12.66
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-08,46,46,326,0,246084.03,0.00,246084.03,549.294710,13.36
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-08,37,37,62,39,408229.16,372.00,400857.16,6362.812063,21.76
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-08,36,36,160,143,644634.52,0.00,644634.52,4028.965750,35.00
PP,Viagens,Passagem Aérea - Rpa,2024,2024-08,2,2,2,2,1126.10,0.00,1126.10,563.050000,0.06
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-08,2,2,3,3,1027.42,0.00,1027.42,342.473333,0.06
PP,Publicidade,Assinatura De Publicações,2024,2024-08,2,2,2,2,199.80,0.00,199.80,99.900000,0.01
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-08,13,13,78,57,5529.52,183.37,5346.15,68.540385,0.29
PP,Outros,"Participação Em Curso, Palestra Ou Evento Similar",2024,2024-08,1,1,2,1,14000.00,0.00,14000.00,7000.000000,0.76
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-08,44,44,719,416,240188.44,938.57,239249.87,332.753644,12.99
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-08,13,13,155,24,8738.80,126.96,8611.84,55.560258,0.47
PP,Comunicação,Telefonia,2024,2024-08,21,21,44,11,14934.30,1661.74,13272.56,301.649091,0.72
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-08,5,5,5,5,20578.72,0.00,20578.72,4115.744000,1.12
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-09,43,43,213,0,193092.92,0.00,193092.92,665.837655,10.27
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-09,11,11,70,59,5386.96,241.42,5145.54,73.507714,0.27
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-09,2,2,3,2,931.69,0.00,931.69,310.563333,0.05
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-09,4,4,4,4,18414.97,0.00,18414.97,4603.742500,0.98
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-09,38,38,61,39,415319.74,1143.33,413469.74,6778.192459,21.99
PP,Comunicação,Telefonia,2024,2024-09,23,23,47,12,15898.11,1511.57,14386.54,306.096596,0.77
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-09,44,44,686,413,227220.50,1407.66,225812.84,329.173236,12.01
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-09,3,3,3,1,7186.65,0.00,7186.65,2395.550000,0.38
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-09,17,17,150,82,39767.02,8.00,39759.02,265.060133,2.11
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-09,12,12,121,25,7239.27,91.96,7147.31,59.068678,0.38
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-09,38,38,160,141,692983.19,0.00,692983.19,4331.144938,36.85
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-09,41,41,143,99,256540.22,922.64,255617.58,1787.535524,13.59
PP,Viagens,Passagem Aérea - Rpa,2024,2024-09,2,2,4,2,2732.85,0.00,2732.85,683.212500,0.15
PP,Publicidade,Assinatura De Publicações,2024,2024-09,1,1,1,1,169.90,0.00,169.90,169.900000,0.01
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-09,1,1,1,1,3500.00,0.00,3500.00,3500.000000,0.19
PP,Publicidade,Assinatura De Publicações,2024,2024-10,2,2,2,2,603.47,0.00,603.47,301.735000,0.03
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-10,11,11,95,22,6004.05,21.32,5982.73,62.976105,0.29
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2024,2024-10,1,1,3,1,559.59,0.00,559.59,186.530000,0.03
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-10,10,10,32,27,2826.09,56.61,2769.48,86.546250,0.13
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-10,38,38,61,41,406925.01,609.68,406315.33,6660.907049,19.36
PP,Comunicação,Telefonia,2024,2024-10,21,21,42,11,11979.97,1555.17,10424.80,248.209524,0.50
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-10,5,5,8,5,52614.85,0.00,52614.85,6576.856250,2.51
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-10,45,45,542,293,208063.74,797.60,207266.14,382.409852,9.88
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-10,1,1,1,1,15000.00,0.00,15000.00,15000.000000,0.71
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-10,39,39,132,97,227417.89,1291.13,226126.76,1713.081515,10.78
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-10,42,42,186,155,864867.20,0.00,840867.20,4496.616043,40.08
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-10,17,17,47,30,24186.44,153.00,24033.44,511.349787,1.15
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-10,44,44,302,0,305233.58,0.00,305233.58,731.975012,14.55
PP,Viagens,Passagem Aérea - Rpa,2024,2024-10,1,1,1,1,398.38,0.00,398.38,398.380000,0.02
PP,Viagens,Passagem Aérea - Rpa,2024,2024-11,2,2,6,2,13337.50,0.00,13337.50,2222.916667,0.64
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-11,43,43,430,229,161006.07,516.33,160489.74,373.231953,7.70
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-11,38,38,175,149,834456.21,0.00,828482.01,4734.182914,39.77
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-11,10,10,45,33,3741.25,44.13,3697.12,82.158222,0.18
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-11,12,12,28,18,40915.66,49.00,40866.66,1459.523571,1.96
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-11,42,42,359,0,359134.54,0.00,359134.54,719.708497,17.24
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-11,1,1,2,1,28570.50,5261.09,23309.40,11654.700000,1.12
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-11,36,36,59,40,398070.76,3579.98,394490.78,6686.284407,18.94
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-11,3,3,4,3,18014.89,0.00,18014.89,4503.722500,0.86
PP,Comunicação,Telefonia,2024,2024-11,22,22,41,9,14149.47,1430.16,12719.31,310.227073,0.61
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-11,37,37,126,90,216614.62,1076.75,215537.87,1710.618016,10.35
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-11,12,12,77,14,6063.74,25.73,6038.01,78.415714,0.29
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-11,1,1,2,2,7000.00,0.00,7000.00,3500.000000,0.34
PP,Publicidade,Assinatura De Publicações,2024,2024-11,1,1,1,1,179.90,0.00,179.90,179.900000,0.01
PP,Viagens,Passagem Aérea - Rpa,2024,2024-12,4,4,12,2,37140.38,0.00,37140.38,3095.031667,1.45
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2024,2024-12,35,35,124,86,217835.65,1373.69,211909.08,1708.944194,8.28
PP,Viagens,Passagem Aérea - Sigepa,2024,2024-12,41,41,304,0,224927.57,0.00,224927.57,531.743664,8.79
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2024,2024-12,32,32,49,34,318843.54,4508.33,304715.62,6218.686122,11.91
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2024,2024-12,40,40,205,166,1580500.08,0.00,1565766.84,7637.887024,61.19
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2024,2024-12,5,5,7,5,31879.53,0.00,31879.53,4554.218571,1.25
PP,Combustível,Combustíveis E Lubrificantes.,2024,2024-12,41,41,396,239,133344.33,748.45,132595.88,334.838081,5.18
PP,Comunicação,Telefonia,2024,2024-12,21,21,39,8,13966.32,1495.55,12470.77,319.763333,0.49
PP,Viagens,Passagem Aérea - Reembolso,2024,2024-12,2,2,2,2,7235.79,0.00,7235.79,3617.895000,0.28
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2024,2024-12,13,13,96,24,6546.35,34.76,6344.95,66.093229,0.25
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2024,2024-12,8,8,28,17,13517.49,35.30,13482.19,481.506786,0.53
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2024,2024-12,10,10,60,40,4793.69,66.39,4727.30,78.788333,0.18
PP,Publicidade,Assinatura De Publicações,2024,2024-12,2,2,2,2,1736.00,0.00,1736.00,868.000000,0.07
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2024,2024-12,1,1,1,1,4000.00,0.00,4000.00,4000.000000,0.16
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-01,40,40,333,206,128097.57,246.65,127850.92,383.936697,8.43
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-01,34,34,133,109,550131.42,0.00,550131.42,4136.326466,36.26
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-01,4,4,4,4,12115.74,0.00,12115.74,3028.935000,0.80
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-01,35,35,136,95,229032.93,1844.14,226497.39,1665.421985,14.93
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-01,32,32,46,31,346029.74,4711.00,341318.74,7419.972609,22.50
PP,Viagens,Passagem Aérea - Reembolso,2025,2025-01,2,2,3,2,5371.27,0.00,5371.27,1790.423333,0.35
PP,Comunicação,Telefonia,2025,2025-01,25,25,47,10,16911.31,1140.55,15770.76,335.548085,1.04
PP,Publicidade,Assinatura De Publicações,2025,2025-01,2,2,3,3,418.80,0.00,418.80,139.600000,0.03
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-01,1,1,1,1,173.41,0.00,173.41,173.410000,0.01
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-01,40,40,198,0,213727.28,0.00,213727.28,822.028000,14.09
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-01,12,12,39,15,5679.22,22.66,5656.56,145.040000,0.37
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-01,10,10,16,15,16063.92,0.00,16063.92,1003.995000,1.06
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-01,9,9,25,25,2124.43,53.69,2070.74,82.829600,0.14
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-02,35,35,57,36,389057.31,1872.42,387184.89,6792.717368,20.15
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-02,13,13,28,23,16911.29,351.50,16559.79,591.421071,0.86
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-02,42,42,293,0,301359.52,0.00,301359.52,709.081224,15.68
PP,Outros,Aquisição De Tokens E Certificados Digitais,2025,2025-02,1,1,1,1,170.00,0.00,170.00,170.000000,0.01
PP,Publicidade,Assinatura De Publicações,2025,2025-02,1,1,1,1,179.90,0.00,179.90,179.900000,0.01
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-02,2,2,3,3,406.89,0.00,406.89,135.630000,0.02
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-02,43,43,194,164,735407.39,107.50,735299.89,3790.205619,38.27
PP,Viagens,Passagem Aérea - Rpa,2025,2025-02,2,2,3,1,5300.88,0.00,5300.88,1766.960000,0.28
PP,Comunicação,Telefonia,2025,2025-02,25,25,51,13,18070.70,1529.13,16541.57,324.344510,0.86
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-02,5,5,5,5,26951.91,0.00,26951.91,5390.382000,1.40
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-02,43,43,495,256,174169.32,129.10,174040.22,351.596404,9.06
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-02,38,38,160,111,246881.43,1569.98,245311.45,1533.196563,12.77
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-02,11,11,63,42,5997.91,128.80,5869.11,93.160476,0.31
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-02,13,13,83,22,6400.88,10.76,6390.12,76.989398,0.33
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-03,44,44,515,251,193940.01,368.63,193571.38,375.866757,9.34
PP,Viagens,Passagem Aérea - Rpa,2025,2025-03,1,1,1,1,198.55,0.00,198.55,198.550000,0.01
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-03,2,2,5,3,745.79,0.00,745.79,149.158000,0.04
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-03,43,43,210,172,823611.43,1816.67,810294.73,3840.259384,39.11
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-03,36,36,57,39,382264.83,4553.95,377710.88,6626.506667,18.23
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-03,36,36,148,109,247715.41,3005.75,244709.66,1653.443649,11.81
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-03,43,43,296,0,298795.18,0.00,298795.18,726.995572,14.42
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-03,13,13,77,50,6365.70,316.89,6048.81,78.555974,0.29
PP,Comunicação,Telefonia,2025,2025-03,24,24,51,11,19546.08,1555.44,17990.64,352.757647,0.87
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-03,12,12,42,23,16838.03,122.25,16715.78,397.994762,0.81
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-03,12,12,61,18,4647.28,32.53,4614.75,75.651639,0.22
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-03,5,5,5,5,18811.95,0.00,18811.95,3762.390000,0.91
PP,Viagens,Passagem Aérea - Reembolso,2025,2025-03,1,1,2,1,81639.70,0.00,81639.70,40819.850000,3.94
PP,Publicidade,Assinatura De Publicações,2025,2025-03,1,1,1,1,179.90,0.00,179.90,179.900000,0.01
PP,Comunicação,Telefonia,2025,2025-04,23,23,51,14,18605.27,1814.26,16791.01,329.235490,0.85
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-04,43,43,539,284,188831.11,296.24,188534.87,349.786401,9.49
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-04,2,2,4,4,726.09,0.00,726.09,181.522500,0.04
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-04,6,6,8,6,31857.45,0.00,31857.45,3982.181250,1.60
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-04,12,12,136,23,7213.03,53.48,7159.55,52.643750,0.36
PP,Viagens,Passagem Aérea - Rpa,2025,2025-04,2,2,2,2,1928.00,0.00,1928.00,964.000000,0.10
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-04,31,31,51,32,350579.21,5211.00,345368.21,6771.925686,17.39
PP,Publicidade,Assinatura De Publicações,2025,2025-04,2,2,2,2,776.30,0.00,776.30,388.150000,0.04
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-04,41,41,183,161,658123.92,0.00,658123.92,3596.305574,33.13
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-04,16,16,53,36,24242.54,160.42,24082.12,454.379623,1.21
PP,Outros,Aquisição De Tokens E Certificados Digitais,2025,2025-04,1,1,1,1,130.00,0.00,130.00,130.000000,0.01
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-04,14,14,84,54,5818.43,95.72,5722.71,68.127500,0.29
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-04,44,44,487,0,443494.60,0.00,443494.60,624.640282,22.33
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-04,38,38,160,110,254098.60,883.94,253214.66,1582.591625,12.75
PP,Viagens,Passagem Aérea - Reembolso,2025,2025-04,1,1,1,1,8588.61,0.00,8588.61,8588.610000,0.43
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-05,5,5,5,5,12493.74,0.00,12493.74,2498.748000,0.65
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-05,42,42,580,307,191980.06,3493.87,188486.19,324.976190,9.85
PP,Comunicação,Telefonia,2025,2025-05,24,24,50,12,18486.05,1522.95,16963.10,339.262000,0.89
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-05,46,46,374,0,316519.68,0.00,316519.68,587.235028,16.55
PP,Viagens,Passagem Aérea - Rpa,2025,2025-05,5,5,13,2,9053.87,0.00,9053.87,696.451538,0.47
PP,Publicidade,Assinatura De Publicações,2025,2025-05,1,1,1,1,179.90,0.00,179.90,179.900000,0.01
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-05,43,43,201,168,696301.29,0.00,696301.29,3464.185522,36.40
PP,Locomoção,Locação Ou Fretamento De Aeronaves,2025,2025-05,1,1,1,1,3500.00,0.00,3500.00,3500.000000,0.18
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-05,13,13,220,25,8731.99,85.65,8646.34,39.301545,0.45
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-05,17,17,71,49,33078.05,0.00,33078.05,465.888028,1.73
PP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,2025,2025-05,39,39,164,113,244909.33,866.30,244043.03,1488.067256,12.76
PP,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",2025,2025-05,3,3,6,4,883.44,0.00,883.44,147.240000,0.05
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-05,33,33,53,34,360608.02,5547.00,355061.02,6699.264528,18.56
PP,Viagens,Passagem Aérea - Reembolso,2025,2025-05,2,2,2,2,24045.59,3852.63,20192.99,10096.495000,1.06
PP,Alimentação,Fornecimento De Alimentação Do Parlamentar,2025,2025-05,16,16,87,59,7410.65,67.73,7342.92,84.401379,0.38
PP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",2025,2025-06,14,14,130,25,7884.68,29.82,7854.86,60.422000,0.41
PP,Publicidade,Divulgação Da Atividade Parlamentar.,2025,2025-06,44,44,199,164,709353.66,0.00,709353.66,3564.591256,36.66
PP,Viagens,Passagem Aérea - Rpa,2025,2025-06,1,1,1,1,1165.83,0.00,1165.83,1165.830000,0.06
PP,Locomoção,Locação Ou Fretamento De Veículos Automotores,2025,2025-06,36,36,55,37,420817.54,1295.45,419522.04,7627.673455,21.68
PP,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,2025,2025-06,4,4,4,4,10129.95,0.00,10129.95,2532.487500,0.52
PP,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",2025,2025-06,19,19,60,39,39134.05,0.00,39134.05,652.234167,2.02
PP,Viagens,Passagem Aérea - Sigepa,2025,2025-06,42,42,246,0,259538.24,0.00,259538.24,713.017143,13.41
PP,Outros,Aquisição De Tokens E Certificados Digitais,2025,2025-06,1,1,1,1,97.00,0.00,97.00,97.000000,0.01
PP,Combustível,Combustíveis E Lubrificantes.,2025,2025-06,43,43,570,316,197459.00,1881.32,195577.68,343.118737,10.11
