sk_resp_ceap,id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,desp_tx_segmento_despesa,desp_tx_tipo_despesa,forn_fl_cnpj_suspeito,forn_tx_motivo_cnpj_suspeito,forn_tx_status_consulta_cnpj,forn_tx_situacao_cadastral,qt_fornecedores,qt_documentos,desp_vl_total_liquido,vl_media_categoria_uf,vl_desvio_categoria_uf,desp_nr_zscore,desp_tx_classificacao_anomalia
519,178866,Luizianne Lins,REDE,CE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,8,13,16440.58,14861.399063,17345.750222182687,0.091,Comportamento esperado
852,141555,Vinicius Carvalho,PL,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,3,44,54552.44,11967.060840,16796.655097373645,2.5353,Possível anomalia financeira
480,74585,Lincoln Portela,PL,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,36,41638.97,195216.599630,167832.49260588933,-0.9151,Comportamento esperado
551,160535,Marcon,PT,RS,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,7,8,436.80,7368.085075,13657.337051272762,-0.5075,Fornecedor com CNPJ suspeito
226,204518,Dr. Frederico,PATRIOTA,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,1,8,1111.20,5572.245385,10370.293242628488,-0.4302,Comportamento esperado
309,160598,Flávia Morais,PDT,GO,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: SUSPENSA,FOUND,SUSPENSA,3,3,693.72,65044.277593,95738.05404592726,-0.6722,Fornecedor com CNPJ suspeito
558,204430,Margarete Coelho,PP,PI,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,12,55171.68,64892.367419,74159.10998309037,-0.1311,Comportamento esperado
154,220608,Cristiane Lopes,PODE,RO,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,47,534,678905.28,289552.191071,359934.1329827757,1.0817,Comportamento esperado
632,178987,Orlando Silva,PCDOB,SP,Serviços profissionais,"Consultorias, Pesquisas E Trabalhos Técnicos.",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,13,124900.00,42478.291429,47664.49520078613,1.7292,Fornecedor com CNPJ suspeito
301,92699,Fernando Monteiro,PP,PE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,56,105,35150.81,53506.291935,82942.380015203,-0.2213,Comportamento esperado
703,221338,Professora Luciene Cavalcante,PSOL,SP,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,697,24900.42,11967.060840,16796.655097373645,0.77,Comportamento esperado
13,178835,Afonso Motta,PDT,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,382,1437,316666.36,60520.148547,97388.05968907535,2.6302,Possível anomalia financeira
59,204515,André Janones,REDE,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,53,75711.63,195216.599630,167832.49260588933,-0.712,Comportamento esperado
156,135054,Cristiano Vale,PP,PA,Locomoção,Locação Ou Fretamento De Aeronaves,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,8000.00,174153.634444,279835.95128643257,-0.5938,Comportamento esperado
432,204555,José Ricardo,PT,AM,Viagens,Passagem Aérea - Sigepa,,,,,0,147,167259.97,248402.612308,165221.2328718048,-0.4911,Comportamento esperado
181,160552,Danrlei De Deus Hinterholz,PSD,RS,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,225,656,149446.68,60520.148547,97388.05968907535,0.9131,Comportamento esperado
22,204413,Alcides Rodrigues,PATRIOTA,GO,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,4,7,378.13,3293.239000,7032.529544734017,-0.4145,Comportamento esperado
192,220673,Delegado Caveira,PL,PA,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,25,118,47524.09,12723.705217,19811.362899516178,1.7566,Comportamento esperado
375,73482,Henrique Fontana,PT,RS,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,3,28,31755.52,19321.830435,18898.364290143905,0.6579,Comportamento esperado
732,204362,Ricardo Guidi,PSD,SC,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,6,6920.00,148561.773265,217765.15459275612,-0.6504,Fornecedor com CNPJ suspeito
590,92172,Milton Coelho,PSB,PE,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,2,10,7534.00,90785.734524,140277.34198893898,-0.5935,Fornecedor com CNPJ suspeito
455,74317,Júlio Cesar,PSD,PI,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,7,49000.00,147917.945000,155282.31492759756,-0.637,Comportamento esperado
873,220552,Zucco,PL,RS,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,2,13,4022.00,4236.036552,8253.072405382596,-0.0259,Comportamento esperado
92,204561,Bira Do Pindaré,PSB,MA,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,6,29,2025.50,2098.127143,3387.0696388112747,-0.0214,Comportamento esperado
420,204386,Jose Mario Schreiner,MDB,GO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,13,51400.00,100447.486545,162486.21407041358,-0.3019,Comportamento esperado
859,160569,Waldenor Pereira,PT,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,22,96,241455.58,76280.976842,110667.4963849575,1.4925,Comportamento esperado
833,220684,Tião Medeiros,PP,PR,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,3,53.69,5713.999474,13397.131596894355,-0.4225,Comportamento esperado
569,220572,Marussa Boldrin,REPUBLICANOS,GO,Viagens,Passagem Aérea - Reembolso,0,Sem indício cadastral crítico,FOUND,ATIVA,3,10,22582.26,9320.806667,11516.786579017313,1.1515,Comportamento esperado
786,220713,Saullo Vianna,MDB,AM,Locomoção,Locação Ou Fretamento De Aeronaves,0,Sem indício cadastral crítico,FOUND,ATIVA,1,4,98870.00,399154.866667,405851.79112272314,-0.7399,Comportamento esperado
342,74270,Gilberto Nascimento,PSC,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,17,48541.70,98538.487659,143509.98800071477,-0.3484,Comportamento esperado
496,178931,Luciano Ducci,PSB,PR,Outros,"Passagens Terrestres, Marítimas Ou Fluviais",0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,435.80,1895.154815,2124.8795888027494,-0.6868,Comportamento esperado
561,204540,Maria Rosas,REPUBLICANOS,SP,Outros,Serviços Postais,0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,226.80,1015.584878,1403.5425598127083,-0.562,Comportamento esperado
86,220683,Beto Richa,PSDB,PR,Outros,Serviços Postais,0,Sem indício cadastral crítico,FOUND,ATIVA,3,10,4505.20,2362.262000,4411.055170390342,0.4858,Comportamento esperado
368,204548,Heitor Freire,UNIÃO,CE,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,1,1,419.99,11707.711071,16858.211643996754,-0.6696,Comportamento esperado
629,74159,Odair Cunha,PT,MG,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,336,1760,344698.03,65306.104375,92314.0005265802,3.0265,Anomalia financeira extrema
418,178857,Jorge Solla,PT,BA,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,21,2058,45734.91,7947.726552,12451.86965129915,3.0347,Anomalia financeira extrema
467,74856,Laura Carneiro,PSD,RJ,Viagens,Passagem Aérea - Sigepa,,,,,0,241,161261.87,213577.740357,175550.75566941444,-0.298,Comportamento esperado
627,66179,Norma Ayub,PP,ES,Viagens,Passagem Aérea - Sigepa,,,,,0,66,78046.17,159760.155882,99464.81207952778,-0.8215,Comportamento esperado
510,74041,Luiz Couto,PT,PB,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,16,205,200254.18,40088.436364,59072.75761932022,2.7113,Possível anomalia financeira
141,74537,Claudio Cajado,PP,BA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,4,50,301598.30,317318.910361,328157.1355142384,-0.0479,Comportamento esperado
568,204566,Marreca Filho,PRD,MA,Viagens,Passagem Aérea - Sigepa,,,,,0,187,271871.29,132207.227045,122458.5508602934,1.1405,Comportamento esperado
772,74371,Rubens Otoni,PT,GO,Comunicação,Telefonia,0,Sem indício cadastral crítico,FOUND,ATIVA,4,218,99949.08,16840.076000,26049.85234640615,3.1904,Anomalia financeira extrema
682,204395,Pedro Lupion,REPUBLICANOS,PR,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,5,61,762346.80,263664.052022,329972.5348930845,1.5113,Comportamento esperado
385,204373,Hélio Costa,PSD,SC,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,2,141,3116.63,2658.067742,3431.982973130558,0.1336,Comportamento esperado
217,227433,Douglas Viegas,UNIÃO,SP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,42,228263.02,147254.510948,139673.23431152088,0.58,Comportamento esperado
708,178951,Rafael Motta,PSB,RN,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,3,5,6843.19,25061.406250,42423.5801004761,-0.4294,Comportamento esperado
741,220588,Roberto Duarte,REPUBLICANOS,AC,Viagens,Passagem Aérea - Sigepa,,,,,0,138,176128.05,131556.873333,92765.04055863072,0.4805,Comportamento esperado
878,160632,Zé Silva,SOLIDARIEDADE,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,31,38506.47,123562.947566,162703.54342443834,-0.5228,Comportamento esperado
554,204506,Marcos Pereira,REPUBLICANOS,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,67,31751.10,98538.487659,143509.98800071477,-0.4654,Comportamento esperado
187,220565,Delegada Adriana Accorsi,PT,GO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,12,132,157706.45,100447.486545,162486.21407041358,0.3524,Comportamento esperado
40,226708,Allan Garcês,PP,MA,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,22,33,2536.93,1328.951538,1567.1502413768233,0.7708,Comportamento esperado
635,73692,Osmar Terra,MDB,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,7,62,62185.31,109428.142500,149558.61424927576,-0.3159,Comportamento esperado
423,74141,Josias Gomes,PT,BA,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,34,5136.35,76280.976842,110667.4963849575,-0.6429,Fornecedor com CNPJ suspeito
776,160635,Ruy Carneiro,PODE,PB,Viagens,Passagem Aérea - Sigepa,,,,,0,51,64821.32,168235.151250,151254.20824234045,-0.6837,Comportamento esperado
163,141411,Dagoberto Nogueira,PSDB,MS,Viagens,Passagem Aérea - Rpa,0,Sem indício cadastral crítico,FOUND,ATIVA,2,18,7863.17,17942.155000,19044.285855017733,-0.5292,Comportamento esperado
851,204483,Vilson Da Fetaemg,PSB,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,773.40,123562.947566,162703.54342443834,-0.7547,Comportamento esperado
163,141411,Dagoberto Nogueira,PP,MS,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,25,43,13862.11,14950.264286,18538.468264889183,-0.0587,Comportamento esperado
547,178983,Marcio Alvino,PL,SP,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,39,37914.50,98538.487659,143509.98800071477,-0.4224,Comportamento esperado
576,204486,Mauro Benevides Filho,UNIÃO,CE,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,10,102,757262.00,263931.285395,366906.3702021798,1.3446,Comportamento esperado
725,175765,Ribamar Silva,PODE,SP,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,13,37,324950.00,243741.226243,313657.1515008437,0.2589,Comportamento esperado
704,160641,Professora Marcivania,PCDOB,AP,Locomoção,Locação Ou Fretamento De Veículos Automotores,0,Sem indício cadastral crítico,FOUND,ATIVA,2,20,130305.00,118873.802381,121389.286590239,0.0942,Comportamento esperado
112,213762,Carla Dickson,PL,RN,Combustível,Combustíveis E Lubrificantes.,1,CNPJ não encontrado na API pública,NOT_FOUND,,2,3,300.00,51927.710333,76131.03428420173,-0.6781,Fornecedor com CNPJ suspeito
302,204427,Fernando Rodolfo,PL,PE,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,2,2,2500.00,17089.374528,23447.97906027458,-0.6222,Comportamento esperado
857,215044,Vivi Reis,PSOL,PA,Outros,Serviço De Segurança Prestado Por Empresa Especializada.,0,Sem indício cadastral crítico,FOUND,ATIVA,1,13,110500.00,60619.565000,70541.58767406961,0.7071,Comportamento esperado
244,178994,Dulce Miranda,MDB,TO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Documento não consultado por não ser CNPJ,NOT_APPLICABLE,,1,13,36400.00,60332.404118,100110.53801139936,-0.2391,Comportamento esperado
383,141450,Hugo Leal,PSD,RJ,Viagens,Passagem Aérea - Sigepa,,,,,0,423,464556.00,213577.740357,175550.75566941444,1.4297,Comportamento esperado
416,205550,Jorge Braz,REPUBLICANOS,RJ,Viagens,Passagem Aérea - Sigepa,,,,,0,228,110732.39,213577.740357,175550.75566941444,-0.5858,Comportamento esperado
128,73441,Celso Russomanno,REPUBLICANOS,SP,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,181,417,31017.26,3366.001170,5609.697337170304,4.9292,Anomalia financeira extrema
195,204512,Delegado Marcelo Freitas,UNIÃO,MG,Viagens,Passagem Aérea - Sigepa,,,,,0,181,200297.70,195216.599630,167832.49260588933,0.0303,Comportamento esperado
382,178959,Hiran Gonçalves,PP,RR,Viagens,Passagem Aérea - Sigepa,,,,,0,68,109976.17,163783.293125,88161.1731168696,-0.6103,Comportamento esperado
504,204410,Luisa Canziani,UNIÃO,PR,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,13,169,394378.27,86193.122500,116860.66498214444,2.6372,Possível anomalia financeira
31,220554,Alexandre Lindenmeyer,PT,RS,Viagens,Passagem Aérea - Sigepa,,,,,0,289,373858.48,223297.576531,126627.95953182003,1.189,Comportamento esperado
613,220622,Nely Aquino,PODE,MG,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,17,47,247251.17,194891.353020,276881.75990132586,0.1891,Comportamento esperado
699,204446,Professor Joziel,PATRIOTA,RJ,Alimentação,Fornecimento De Alimentação Do Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,3,48,1667.22,5314.154545,11413.915891543053,-0.3195,Fornecedor com CNPJ suspeito
387,220563,Icaro De Valmir,REPUBLICANOS,SE,Viagens,Passagem Aérea - Sigepa,,,,,0,291,294536.50,155702.681579,99733.68864426478,1.392,Comportamento esperado
429,204391,José Nelto,UNIÃO,GO,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,21,78,27518.11,7024.380500,8737.204954294128,2.3456,Possível anomalia financeira
244,178994,Dulce Miranda,MDB,TO,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,45,158,33914.55,73777.441071,109277.9364585353,-0.3648,Comportamento esperado
900,,,,NA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,33,73,34198.85,20989.039000,33381.70257372158,0.3957,Comportamento esperado
176,204409,Daniel Trzeciak,PSDB,RS,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,358.30,109428.142500,149558.61424927576,-0.7293,Fornecedor com CNPJ suspeito
324,160666,Félix Mendonça Júnior,PDT,BA,Publicidade,Divulgação Da Atividade Parlamentar.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,5,35000.00,317318.910361,328157.1355142384,-0.8603,Fornecedor com CNPJ suspeito
158,206018,Célia Xakriabá,PSOL,MG,Hotéis,"Hospedagem ,exceto Do Parlamentar No Distrito Federal.",0,Sem indício cadastral crítico,FOUND,ATIVA,94,225,109335.88,17018.453084,26330.369533202334,3.5061,Anomalia financeira extrema
49,220556,Ana Paula Lima,PT,SC,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,6,200,3679.79,2658.067742,3431.982973130558,0.2977,Comportamento esperado
154,220608,Cristiane Lopes,PODE,RO,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,10,47,18422.25,40149.183103,63678.43736701476,-0.3412,Comportamento esperado
84,204358,Beto Pereira,REPUBLICANOS,MS,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,1,2,179.50,766.408000,769.6696611663995,-0.7625,Comportamento esperado
818,220682,Tadeu Veneri,PT,PR,Outros,"Serviço De Táxi, Pedágio E Estacionamento",1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,5,169.64,5713.999474,13397.131596894355,-0.4138,Fornecedor com CNPJ suspeito
390,204508,Igor Timo,UNIÃO,MG,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,6,38,731.17,5572.245385,10370.293242628488,-0.4668,Comportamento esperado
598,179001,Márcio Biolchi,MDB,RS,Combustível,Combustíveis E Lubrificantes.,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,12,34,6929.01,60520.148547,97388.05968907535,-0.5503,Fornecedor com CNPJ suspeito
526,139285,Lídice Da Mata,PSB,BA,Publicidade,Divulgação Da Atividade Parlamentar.,0,Sem indício cadastral crítico,FOUND,ATIVA,11,66,604365.00,317318.910361,328157.1355142384,0.8747,Comportamento esperado
109,229069,Capitão Samuel,PP,SE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,3,8,2213.39,53493.520741,82556.56454059949,-0.6212,Comportamento esperado
60,73696,Angela Amin,PP,SC,Alimentação,Fornecimento De Alimentação Do Parlamentar,0,Sem indício cadastral crítico,FOUND,ATIVA,5,24,1171.82,5345.501750,9873.801589562949,-0.4227,Comportamento esperado
356,198197,Greyce Elias,PL,MG,Outros,Manutenção De Escritório De Apoio À Atividade Parlamentar,1,Situação cadastral não ativa: BAIXADA,FOUND,BAIXADA,1,1,300.00,123562.947566,162703.54342443834,-0.7576,Fornecedor com CNPJ suspeito
858,91228,Waldemar Oliveira,AVANTE,PE,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,134,414,93333.28,53506.291935,82942.380015203,0.4802,Comportamento esperado
742,220613,Roberto Monteiro Pai,PL,RJ,Outros,"Serviço De Táxi, Pedágio E Estacionamento",0,Sem indício cadastral crítico,FOUND,ATIVA,15,91,10081.46,8455.730411,14321.838989715481,0.1135,Comportamento esperado
77,69871,Bacelar,PV,BA,Combustível,Combustíveis E Lubrificantes.,0,Sem indício cadastral crítico,FOUND,ATIVA,94,377,118905.67,76280.976842,110667.4963849575,0.3852,Comportamento esperado
