id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_documentos,qt_documentos_comprovados,qt_glosas,qt_restituicoes,pc_documentacao
221148,Alfredinho,PT,SP,769,597,35,0,77.63
204523,Lucas Gonzalez,NOVO,MG,254,174,6,0,68.5
74471,André De Paula,PSD,PE,588,459,115,0,78.06
81297,Dra. Soraya Manato,PTB,ES,190,68,17,0,35.79
220670,Iza Arruda,MDB,PE,816,545,11,0,66.79
178966,Geovania De Sá,REPUBLICANOS,SC,2224,2000,242,1,89.93
160511,Alessandro Molon,PSB,RJ,712,492,5,0,69.1
178860,Paulo Azi,UNIÃO,BA,904,685,20,0,75.77
160610,Valmir Assunção,PT,BA,1535,978,121,0,63.71
204513,Guiga Peixoto,PSC,SP,1174,1112,38,0,94.72
160535,Marcon,PT,RS,4212,3772,116,1,89.55
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,103,97,7,0,94.17
204364,Eli Borges,REPUBLICANOS,TO,1927,1913,116,0,99.27
141421,Eduardo Da Fonte,PP,PE,2167,1651,45,0,76.19
74160,Patrus Ananias,PT,MG,5095,4861,148,0,95.41
179001,Márcio Biolchi,MDB,RS,3395,2900,175,0,85.42
204383,Professor Israel Batista,PSB,DF,192,165,2,0,85.94
220529,Gilson Daniel,PODE,ES,1193,1029,65,0,86.25
220630,Pedro Aihara,PP,MG,2290,2067,147,11,90.26
204423,André Ferreira,PL,PE,2109,1731,185,1,82.08
73692,Osmar Terra,PL,RS,2906,2497,254,1,85.93
160976,Tiririca,PSD,SP,742,203,35,0,27.36
160589,Bruna Furlan,PSDB,SP,107,72,3,0,67.29
141431,Fernando Coelho Filho,UNIÃO,PE,1289,747,36,0,57.95
204525,Rosana Valle,PL,SP,2163,1874,56,0,86.64
204405,Liziane Bayer,REPUBLICANOS,RS,498,407,38,0,81.73
204466,Tereza Nelma,PSD,AL,438,304,23,0,69.41
74253,Julio Lopes,PP,RJ,750,525,26,1,70.0
107283,Gleisi Hoffmann,PT,PR,1628,1527,49,0,93.8
178924,Capitão Fábio Abreu,PSD,PI,182,103,21,0,56.59
74161,Reginaldo Lopes,PT,MG,1762,804,124,0,45.63
178839,Jéssica Sales,MDB,AC,118,66,0,0,55.93
220585,Mersinho Lucena,PSD,PB,835,658,9,0,78.8
220601,Washington Quaquá,PT,RJ,454,270,6,0,59.47
141464,José Airton Félix Cirilo,PT,CE,739,332,18,0,44.93
74044,Wilson Santiago,REPUBLICANOS,PB,1616,1547,73,3,95.73
160510,Luis Tibé,AVANTE,MG,1377,748,129,0,54.32
226179,Gisela Simona,UNIÃO,MT,930,837,43,0,90.0
204473,General Girão,PL,RN,2609,2322,191,0,89.0
204400,Aline Sleutjes,PROS,PR,504,379,12,0,75.2
121948,Adriano Do Baldy,PP,GO,2030,1806,107,9,88.97
74273,Jefferson Campos,PL,SP,1332,765,67,2,57.43
220555,Daiana Santos,PCDOB,RS,1175,985,57,0,83.83
171139,Loreny,SOLIDARIEDADE,SP,133,95,3,0,71.43
141458,João Carlos Bacelar,PL,BA,1408,783,86,2,55.61
178969,Fábio Mitidieri,PSD,SE,220,145,2,0,65.91
160639,Professora Dorinha Seabra Rezende,UNIÃO,TO,297,146,24,1,49.16
204550,Júnior Mano,PSB,CE,614,273,26,0,44.46
214694,Jorge Goetten,REPUBLICANOS,SC,1276,995,17,0,77.98
220607,Max Lemos,PDT,RJ,695,549,1,0,78.99
220540,Duda Ramos,PODE,RR,589,383,8,0,65.03
74095,Pauderney Avelino,UNIÃO,AM,439,309,16,0,70.39
204409,Daniel Trzeciak,PSDB,RS,2309,1979,143,1,85.71
220586,Rafael Brito,MDB,AL,1149,832,31,0,72.41
220605,Bandeira De Mello,PV,RJ,2299,1988,264,2,86.47
162067,Kiko Celeguim,PT,SP,980,690,13,0,70.41
160598,Flávia Morais,MDB,GO,703,620,113,0,88.19
204484,General Peternelli,UNIÃO,SP,552,390,48,0,70.65
204375,Leda Sadala,PP,AP,425,245,12,0,57.65
164359,Delegado Waldir,UNIÃO,GO,169,168,3,0,99.41
220690,Capitão Alden,PL,BA,716,475,5,0,66.34
141531,Rodrigo De Castro,UNIÃO,MG,2203,1746,134,0,79.26
220671,Dilvanda Faro,PT,PA,386,186,1,0,48.19
220613,Roberto Monteiro Pai,PL,RJ,2022,1774,229,0,87.73
220660,Yury Do Paredão,MDB,CE,321,202,2,0,62.93
204411,Filipe Barros,PL,PR,1978,1421,88,2,71.84
220655,Mario Frias,PL,SP,997,823,7,0,82.55
204382,Loester Trutis,PL,MS,238,194,9,0,81.51
204373,Hélio Costa,PSD,SC,553,452,12,0,81.74
214477,Rrenato Queiroz,PSD,RR,70,42,0,0,60.0
204381,Luis Miranda,REPUBLICANOS,DF,202,82,0,0,40.59
74317,Júlio Cesar,PSD,PI,666,287,107,0,43.09
204412,Dr. Zacharias Calil,MDB,GO,2014,1945,57,1,96.57
204576,João Roma,PL,BA,278,147,2,0,52.88
178920,Ricardo Teobaldo,PODE,PE,174,107,5,0,61.49
178990,Samuel Moreira,PSDB,SP,400,290,25,0,72.5
74283,Vicentinho,PT,SP,1793,1328,129,0,74.07
74158,Mário Heringer,PDT,MG,612,152,0,0,24.84
220616,Luciano Vieira,PSDB,RJ,884,555,10,0,62.78
204502,Bozzella,UNIÃO,SP,286,151,34,0,52.8
204414,Aroldo Martins,REPUBLICANOS,PR,478,401,14,0,83.89
160655,Ricardo Izar,REPUBLICANOS,SP,220,115,5,0,52.27
74041,Luiz Couto,PT,PB,1284,961,27,0,74.84
178862,Tia Eron,REPUBLICANOS,BA,33,18,1,0,54.55
230957,João Cury,MDB,SP,709,654,39,0,92.24
141428,Fábio Faria,PP,RN,3,0,0,0,0.0
167614,Severino Ninho,PSB,PE,48,35,2,0,72.92
219920,Fabio Barros,PSB,PE,57,56,18,0,98.25
129618,Gorete Pereira,MDB,CE,25,25,0,0,100.0
168175,Simplício Araújo,SOLIDARIEDADE,MA,17,2,0,0,11.76
178916,Daniel Coelho,CIDADANIA,PE,420,289,44,0,68.81
74439,Wolney Queiroz,PDT,PE,179,75,8,0,41.9
92172,Milton Coelho,PSB,PE,417,332,12,0,79.62
204554,Abílio Santana,PSC,BA,201,150,2,0,74.63
135054,Cristiano Vale,PP,PA,256,126,29,0,49.22
74156,Leonardo Monteiro,PT,MG,1182,653,176,0,55.25
220666,Coronel Meira,PL,PE,1495,1247,60,3,83.41
204370,Célio Moura,PT,TO,673,602,61,0,89.45
204380,Celina Leão,PP,DF,61,59,0,0,96.72
178925,Rejane Dias,PT,PI,218,135,11,0,61.93
103758,Luciano Azevedo,PSD,RS,860,694,3,0,80.7
220573,Dorinaldo Malafaia,PDT,AP,681,445,5,0,65.35
218879,Nelho Bezerra,UNIÃO,CE,189,147,5,0,77.78
178884,Hildo Rocha,MDB,MA,792,622,7,0,78.54
204386,Jose Mario Schreiner,MDB,GO,152,151,9,0,99.34
220604,Marcos Tavares,PDT,RJ,795,431,31,0,54.21
227323,Luciano Galego,PL,MA,23,19,1,0,82.61
218245,Jorielson,PL,AP,42,23,0,0,54.76
204474,Juarez Costa,REPUBLICANOS,MT,1144,928,59,0,81.12
178956,Mariana Carvalho,REPUBLICANOS,RO,161,66,1,0,40.99
160635,Ruy Carneiro,PODE,PB,1181,1040,52,0,88.06
73463,Osmar Serraglio,PP,PR,570,462,52,1,81.05
178896,Newton Cardoso Jr,MDB,MG,938,680,12,0,72.49
141516,Paulo Abi-ackel,PSDB,MG,2103,1423,184,0,67.67
204544,Alexandre Frota,PROS,SP,120,81,19,0,67.5
150418,Márcio Marinho,REPUBLICANOS,BA,1036,645,78,0,62.26
209787,Nikolas Ferreira,PL,MG,971,789,48,2,81.26
204551,Bosco Saraiva,SOLIDARIEDADE,AM,220,148,11,0,67.27
220706,Padovani,PP,PR,1650,1388,102,0,84.12
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,715,538,13,0,75.24
143942,Caio Vianna,PSD,RJ,517,332,43,0,64.22
204534,Tabata Amaral,PSB,SP,2553,2160,62,1,84.61
204492,Paulo Guedes,PT,MG,1268,962,20,1,75.87
109429,Benes Leocádio,UNIÃO,RN,1977,1630,81,0,82.45
141398,Carlos Zarattini,PT,SP,3495,2870,339,1,82.12
