id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_ausencias,pc_ausencia,ranking_ausencias
178909,Hélio Leite,,PA,41,0,0.0,449
204507,Carla Zambelli,PL,SP,917,0,0.0,450
204479,Nicoletti,,RR,56,0,0.0,451
74075,Elcione Barbalho,MDB,PA,893,0,0.0,452
204507,Carla Zambelli,UNIÃO,SP,47,0,0.0,453
204507,Carla Zambelli,,SP,55,0,0.0,454
204412,Dr. Zacharias Calil,UNIÃO,GO,1346,0,0.0,455
204431,Marcos Aurélio Sampaio,MDB,PI,149,0,0.0,456
204412,Dr. Zacharias Calil,,GO,52,0,0.0,457
204434,Dra. Vanda Milani,SOLIDARIEDADE,AC,127,0,0.0,458
204434,Dra. Vanda Milani,PROS,AC,232,0,0.0,459
178928,Christiane De Souza Yared,PP,PR,332,0,0.0,460
178836,Alan Rick,UNIÃO,AC,315,0,0.0,461
178836,Alan Rick,,AC,54,0,0.0,462
178928,Christiane De Souza Yared,PL,PR,111,0,0.0,463
204368,Fabio Schiochet,,SC,51,0,0.0,464
204531,Guilherme Derrite,PP,SP,197,0,0.0,465
204531,Guilherme Derrite,PL,SP,312,0,0.0,466
218879,Nelho Bezerra,UNIÃO,CE,173,0,0.0,467
218879,Nelho Bezerra,PROS,CE,43,0,0.0,468
143084,Tiago Dimas,SOLIDARIEDADE,TO,134,0,0.0,469
74419,Gonzaga Patriota,PSB,PE,406,0,0.0,470
214865,Joceval Rodrigues,CIDADANIA,BA,65,0,0.0,471
92172,Milton Coelho,PSB,PE,296,0,0.0,472
178935,Rossoni,PSDB,PR,150,0,0.0,473
133810,Marcelo Moraes,PL,RS,1107,0,0.0,474
204572,Capitão Alberto Neto,PL,AM,1349,0,0.0,475
204419,Glaustin Da Fokus,PSC,GO,396,0,0.0,476
204572,Capitão Alberto Neto,REPUBLICANOS,AM,67,0,0.0,477
133810,Marcelo Moraes,PTB,RS,59,0,0.0,478
178964,Heitor Schuch,PSB,RS,930,0,0.0,479
219585,Marco Brasil,PP,PR,612,0,0.0,480
141488,Paulo Teixeira,PT,SP,449,0,0.0,481
178922,Tadeu Alencar,PSB,PE,406,0,0.0,482
204462,Chris Tonietto,PL,RJ,1414,0,0.0,483
215043,Josivaldo Jp,PSD,MA,1129,0,0.0,484
215043,Josivaldo Jp,PODE,MA,146,0,0.0,485
204462,Chris Tonietto,UNIÃO,RJ,46,0,0.0,486
204462,Chris Tonietto,,RJ,51,0,0.0,487
74439,Wolney Queiroz,PDT,PE,306,0,0.0,488
216544,Paulo Vicente Caleffi,PSD,RS,110,0,0.0,489
204395,Pedro Lupion,,PR,27,0,0.0,490
204395,Pedro Lupion,UNIÃO,PR,39,0,0.0,491
77003,Sergio Santos Rodrigues,PODE,MG,91,0,0.0,492
220644,Rosangela Moro,UNIÃO,SP,986,0,0.0,493
234310,Ricardo Galvão,REDE,SP,148,0,0.0,494
220585,Mersinho Lucena,PP,PB,723,0,0.0,495
204419,Glaustin Da Fokus,PODE,GO,563,0,0.0,496
220563,Icaro De Valmir,PL,SE,828,0,0.0,497
233218,Nelinho Freitas,MDB,CE,102,0,0.0,498
204395,Pedro Lupion,REPUBLICANOS,PR,109,0,0.0,499
222142,Coronel Telhada,PP,SP,377,0,0.0,500
226553,Eliane Braz,PSD,CE,87,0,0.0,501
103758,Luciano Azevedo,PSD,RS,376,0,0.0,502
220593,Abilio Brunini,PL,MT,414,0,0.0,503
227370,Felipe Saliba,PATRIOTA,MG,49,0,0.0,504
220705,Deltan Dallagnol,PODE,PR,80,0,0.0,505
221378,Reginete Bispo,PT,RS,491,0,0.0,506
220597,Thiago Flores,MDB,RO,331,0,0.0,507
220634,Marcelo Lima,S.PART.,SP,27,0,0.0,508
227324,Henrique Júnior,PL,MA,92,0,0.0,509
220634,Marcelo Lima,PSB,SP,179,0,0.0,510
115200,Raniery Paulino,REPUBLICANOS,PB,72,0,0.0,511
228797,Júlio Oliveira,PP,TO,87,0,0.0,512
229939,Newton Bonin,UNIÃO,PR,128,0,0.0,513
227370,Felipe Saliba,PRD,MG,46,0,0.0,514
227991,Dr Flávio,PL,RJ,164,0,0.0,515
204398,Felipe Francischini,PODE,PR,14,0,0.0,516
178943,Marcos Soares,PSDB,RJ,9,0,0.0,517
204479,Nicoletti,PL,RR,40,0,0.0,518
220644,Rosangela Moro,PL,SP,17,0,0.0,519
204412,Dr. Zacharias Calil,MDB,GO,1,0,0.0,520
141487,Luiz Fernando Faria,UNIÃO,MG,11,0,0.0,521
220585,Mersinho Lucena,PSD,PB,12,0,0.0,522
178964,Heitor Schuch,PSD,RS,11,0,0.0,523
220563,Icaro De Valmir,REPUBLICANOS,SE,14,0,0.0,524
220605,Bandeira De Mello,PV,RJ,18,0,0.0,525
220597,Thiago Flores,UNIÃO,RO,9,0,0.0,526
74374,Geraldo Resende,UNIÃO,MS,1,0,0.0,527
74749,Mauro Lopes,PP,MG,257,0,0.0,528
160655,Ricardo Izar,PP,SP,66,0,0.0,529
74749,Mauro Lopes,MDB,MG,109,0,0.0,530
160655,Ricardo Izar,REPUBLICANOS,SP,218,0,0.0,531
204432,Marina Santos,REPUBLICANOS,PI,349,0,0.0,532
204454,Daniel Silveira,PTB,RJ,371,0,0.0,533
204454,Daniel Silveira,UNIÃO,RJ,83,0,0.0,534
204519,Tiago Mitraud,NOVO,MG,513,0,0.0,535
204564,Igor Kannário,UNIÃO,BA,194,0,0.0,536
204432,Marina Santos,PL,PI,87,0,0.0,537
204454,Daniel Silveira,,RJ,55,0,0.0,538
204564,Igor Kannário,,BA,39,0,0.0,539
141427,Fábio Ramalho,MDB,MG,352,0,0.0,540
204427,Fernando Rodolfo,PL,PE,1175,0,0.0,541
204485,Luiz Carlos Motta,PL,SP,1320,0,0.0,542
204518,Dr. Frederico,PATRIOTA,MG,546,0,0.0,543
75431,Maurício Dziedricki,PODE,RS,339,0,0.0,544
194260,Nivaldo Albuquerque,REPUBLICANOS,AL,216,0,0.0,545
160642,Pastor Eurico,PATRIOTA,PE,105,0,0.0,546
204525,Rosana Valle,PL,SP,1263,0,0.0,547
204525,Rosana Valle,PSB,SP,135,0,0.0,548
194260,Nivaldo Albuquerque,PTB,AL,57,0,0.0,549
75431,Maurício Dziedricki,PTB,RS,130,0,0.0,550
204523,Lucas Gonzalez,NOVO,MG,456,0,0.0,551
178969,Fábio Mitidieri,PSD,SE,219,0,0.0,552
204382,Loester Trutis,UNIÃO,MS,46,0,0.0,553
178996,Giovani Feltes,MDB,RS,416,0,0.0,554
73772,Hermes Parcianello,MDB,PR,243,0,0.0,555
204382,Loester Trutis,PL,MS,238,0,0.0,556
160591,Vinicius Gurgel,PL,AP,916,0,0.0,557
204382,Loester Trutis,,MS,55,0,0.0,558
204512,Delegado Marcelo Freitas,,MG,56,0,0.0,559
141401,Carlos Bezerra,MDB,MT,167,0,0.0,560
204449,Nelson Barbudo,PL,MT,645,0,0.0,561
160667,Guilherme Mussi,PP,SP,244,0,0.0,562
204449,Nelson Barbudo,,MT,51,0,0.0,563
204449,Nelson Barbudo,UNIÃO,MT,28,0,0.0,564
178829,Capitão Augusto,PL,SP,1409,0,0.0,565
204396,Vermelho,PSD,PR,102,0,0.0,566
204396,Vermelho,PL,PR,608,0,0.0,567
178832,Leandre,PSD,PR,286,0,0.0,568
204487,Capitão Wagner,PROS,CE,67,0,0.0,569
178832,Leandre,PV,PR,69,0,0.0,570
204487,Capitão Wagner,UNIÃO,CE,113,0,0.0,571
204538,Paulo Bengtson,PTB,PA,269,0,0.0,572
178948,Beto Rosado,PP,RN,372,0,0.0,573
141508,Mauro Nazif,PSB,RO,448,0,0.0,574
178896,Newton Cardoso Jr,MDB,MG,836,0,0.0,575
160528,Danilo Cabral,PSB,PE,375,0,0.0,576
204520,Junio Amaral,UNIÃO,MG,45,0,0.0,577
204520,Junio Amaral,,MG,55,0,0.0,578
141513,Bilac Pinto,UNIÃO,MG,311,0,0.0,579
204411,Filipe Barros,UNIÃO,PR,64,0,0.0,580
141335,Beto Faro,PT,PA,433,0,0.0,581
178939,Clarissa Garotinho,PROS,RJ,131,0,0.0,582
178939,Clarissa Garotinho,UNIÃO,RJ,228,0,0.0,583
204411,Filipe Barros,,PR,45,0,0.0,584
141513,Bilac Pinto,,MG,44,0,0.0,585
204556,Marcelo Ramos,PSD,AM,179,0,0.0,586
178839,Jéssica Sales,MDB,AC,158,0,0.0,587
204571,Alex Santana,PDT,BA,72,0,0.0,588
92699,Fernando Monteiro,PP,PE,905,0,0.0,589
206231,Ted Conti,PSB,ES,120,0,0.0,590
204536,Kim Kataguiri,,SP,44,0,0.0,591
204556,Marcelo Ramos,PL,AM,40,0,0.0,592
204442,Gurgel,PL,RJ,321,0,0.0,593
132504,Enio Verri,PT,PR,464,0,0.0,594
204442,Gurgel,,RJ,54,0,0.0,595
204442,Gurgel,UNIÃO,RJ,98,0,0.0,596
204529,Policial Katia Sastre,PL,SP,447,0,0.0,597
164359,Delegado Waldir,UNIÃO,GO,353,0,0.0,598
204355,Da Vitoria,CIDADANIA,ES,100,0,0.0,599
164359,Delegado Waldir,,GO,54,0,0.0,600
220704,Carol Dartora,PT,PR,719,0,0.0,601
204518,Dr. Frederico,PRD,MG,570,0,0.0,602
73579,Alberto Fraga,PL,DF,1032,0,0.0,603
220695,Rogéria Santos,REPUBLICANOS,BA,892,0,0.0,604
220632,Ana Pimentel,PT,MG,978,0,0.0,605
220537,Helena Lima,MDB,RR,636,0,0.0,606
92699,Fernando Monteiro,REPUBLICANOS,PE,250,0,0.0,607
92699,Fernando Monteiro,PSD,PE,103,0,0.0,608
230762,Pastor Claudio Mariano,UNIÃO,PA,277,0,0.0,609
73806,Roseana Sarney,MDB,MA,270,0,0.0,610
220631,Samuel Viana,PL,MG,255,0,0.0,611
229069,Capitão Samuel,PP,SE,58,0,0.0,612
230177,Tadeu Oliveira,PL,CE,83,0,0.0,613
220594,Coronel Assis,PL,MT,24,0,0.0,614
204427,Fernando Rodolfo,PRD,PE,15,0,0.0,615
160642,Pastor Eurico,PSDB,PE,12,0,0.0,616
233592,Paulo Lemos,PT,AP,10,0,0.0,617
220674,Dra. Alessandra Haber,PODE,PA,7,0,0.0,618
220651,Simone Marquetto,PP,SP,6,0,0.0,619
204449,Nelson Barbudo,PODE,MT,2,0,0.0,620
235620,Ilacir Bicalho,REPUBLICANOS,MG,16,0,0.0,621
235620,Ilacir Bicalho,PODE,MG,2,0,0.0,622
178992,Vitor Lippi,PSD,SP,33,0,0.0,623
220631,Samuel Viana,UNIÃO,MG,10,0,0.0,624
220537,Helena Lima,PSD,RR,9,0,0.0,625
210989,Bruno Farias,REPUBLICANOS,MG,11,0,0.0,626
220715,Amom Mandel,REPUBLICANOS,AM,7,0,0.0,627
204536,Kim Kataguiri,MISSÃO,SP,44,0,0.0,628
204489,Robério Monteiro,PSB,CE,14,0,0.0,629
224117,Gabriel Mota,UNIÃO,RR,15,0,0.0,630
220560,Thiago De Joaldo,REPUBLICANOS,SE,12,0,0.0,631
74428,Mendonça Filho,PL,PE,13,0,0.0,632
204522,Marco Bertaiolli,PSD,SP,518,0,0.0,633
197438,Tito,AVANTE,BA,484,0,0.0,634
162332,Luiz Nishimori,PL,PR,102,0,0.0,635
178984,Miguel Haddad,PSDB,SP,75,0,0.0,636
204369,Caroline De Toni,PL,SC,1444,0,0.0,637
204381,Luis Miranda,REPUBLICANOS,DF,375,0,0.0,638
160545,Alexandre Leite,UNIÃO,SP,713,0,0.0,639
204369,Caroline De Toni,UNIÃO,SC,43,0,0.0,640
205535,Patricia Ferraz,PODE,AP,68,0,0.0,641
204369,Caroline De Toni,,SC,53,0,0.0,642
204381,Luis Miranda,,DF,49,0,0.0,643
160545,Alexandre Leite,,SP,47,0,0.0,644
204381,Luis Miranda,UNIÃO,DF,19,0,0.0,645
205535,Patricia Ferraz,PL,AP,5,0,0.0,646
204475,Ottaci Nascimento,SOLIDARIEDADE,RR,349,0,0.0,647
160542,Márcio Macêdo,PT,SE,233,0,0.0,648
118594,Marcelo Squassoni,REPUBLICANOS,SP,121,0,0.0,649
92346,Eduardo Bolsonaro,PL,SP,727,0,0.0,650
178910,Joaquim Passarinho,PSD,PA,123,0,0.0,651
204353,Aline Gurgel,REPUBLICANOS,AP,367,0,0.0,652
92346,Eduardo Bolsonaro,UNIÃO,SP,47,0,0.0,653
92346,Eduardo Bolsonaro,,SP,56,0,0.0,654
178929,Diego Garcia,PODE,PR,67,0,0.0,655
141408,Cleber Verde,REPUBLICANOS,MA,490,0,0.0,656
204558,Marcelo Nilo,REPUBLICANOS,BA,315,0,0.0,657
204558,Marcelo Nilo,PSB,BA,127,0,0.0,658
178908,Delegado Éder Mauro,PSD,PA,64,0,0.0,659
204420,Julian Lemos,UNIÃO,PB,352,0,0.0,660
74366,João Campos,REPUBLICANOS,GO,375,0,0.0,661
204420,Julian Lemos,,PB,36,0,0.0,662
204388,Bibo Nunes,,RS,54,0,0.0,663
204388,Bibo Nunes,UNIÃO,RS,20,0,0.0,664
204392,Francisco Jr.,PSD,GO,446,0,0.0,665
160653,Roberto De Lucena,REPUBLICANOS,SP,301,0,0.0,666
204359,Léo Moraes,PODE,RO,446,0,0.0,667
160653,Roberto De Lucena,PODE,SP,107,0,0.0,668
204554,Abílio Santana,PSC,BA,198,0,0.0,669
204440,Christino Aureo,PP,RJ,424,0,0.0,670
62881,Danilo Forte,PSDB,CE,87,0,0.0,671
204554,Abílio Santana,PL,BA,123,0,0.0,672
178876,Célio Silveira,PSDB,GO,131,0,0.0,673
178876,Célio Silveira,MDB,GO,1032,0,0.0,674
160651,Rogério Peninha Mendonça,MDB,SC,413,0,0.0,675
115746,Gelson Azevedo,PL,RJ,478,0,0.0,676
178953,Expedito Netto,PSD,RO,437,0,0.0,677
204527,Geninho Zuliani,UNIÃO,SP,89,0,0.0,678
178952,Walter Alves,MDB,RN,262,0,0.0,679
204460,Carlos Jordy,UNIÃO,RJ,31,0,0.0,680
141372,Aelton Freitas,PP,MG,256,0,0.0,681
141372,Aelton Freitas,PL,MG,103,0,0.0,682
204448,Luiz Antonio Corrêa,PL,RJ,124,0,0.0,683
204460,Carlos Jordy,,RJ,53,0,0.0,684
204527,Geninho Zuliani,,SP,24,0,0.0,685
141431,Fernando Coelho Filho,,PE,34,0,0.0,686
160645,Luiz Carlos,PSDB,AP,235,0,0.0,687
178945,Rosangela Gomes,REPUBLICANOS,RJ,365,0,0.0,688
178916,Daniel Coelho,CIDADANIA,PE,370,0,0.0,689
178930,Roman,PATRIOTA,PR,82,0,0.0,690
178930,Roman,PP,PR,41,0,0.0,691
204534,Tabata Amaral,PSB,SP,1491,0,0.0,692
160531,Jhonatan De Jesus,REPUBLICANOS,RR,414,0,0.0,693
178888,Victor Mendes,MDB,MA,171,0,0.0,694
204521,Abou Anni,,SP,45,0,0.0,695
204521,Abou Anni,UNIÃO,SP,375,0,0.0,696
204438,Sergio Toledo,PL,AL,136,0,0.0,697
204490,Charlles Evangelista,,MG,47,0,0.0,698
204490,Charlles Evangelista,PP,MG,264,0,0.0,699
214477,Rrenato Queiroz,PSD,RR,188,0,0.0,700
204490,Charlles Evangelista,UNIÃO,MG,80,0,0.0,701
214477,Rrenato Queiroz,MDB,RR,20,0,0.0,702
204438,Sergio Toledo,PV,AL,55,0,0.0,703
234788,Heloísa Helena,REDE,RJ,77,0,0.0,704
220577,Augusto Puppio,MDB,AP,669,0,0.0,705
220607,Max Lemos,SOLIDARIEDADE,RJ,5,0,0.0,706
220607,Max Lemos,PROS,RJ,5,0,0.0,707
220542,Alexandre Guimarães,REPUBLICANOS,TO,262,0,0.0,708
226075,Priscila Costa,PL,CE,141,0,0.0,709
227275,Mariana Carvalho,REPUBLICANOS,MA,87,0,0.0,710
229106,Carla Ayres,PT,SC,76,0,0.0,711
228272,Délio Pinheiro,PDT,MG,57,0,0.0,712
228616,Dr. Remy Soares,PP,MA,67,0,0.0,713
227800,Duarte Gonçalves Jr,REPUBLICANOS,MG,66,0,0.0,714
229082,Lucyana Genésio,PDT,MA,57,0,0.0,715
227800,Duarte Gonçalves Jr,PODE,MG,5,0,0.0,716
220623,Duda Salabert,PSOL,MG,11,0,0.0,717
178966,Geovania De Sá,REPUBLICANOS,SC,1,0,0.0,718
204574,Junior Lourenço,MDB,MA,11,0,0.0,719
123756,Antônia Lúcia,MDB,AC,11,0,0.0,720
178866,Luizianne Lins,REDE,CE,17,0,0.0,721
220603,Dani Cunha,PL,RJ,18,0,0.0,722
204353,Aline Gurgel,UNIÃO,AP,13,0,0.0,723
178929,Diego Garcia,UNIÃO,PR,1,0,0.0,724
235088,Ribeiro Neto,PRD,MA,64,0,0.0,725
235712,Vavá,AVANTE,MG,18,0,0.0,726
62881,Danilo Forte,PP,CE,16,0,0.0,727
235088,Ribeiro Neto,SOLIDARIEDADE,MA,14,0,0.0,728
175765,Ribamar Silva,PODE,SP,1,0,0.0,729
220544,Antonio Andrade,PSDB,TO,1,0,0.0,730
165470,Rodrigo Valadares,PL,SE,12,0,0.0,731
204533,Idilvan Alencar,PDT,CE,1010,0,0.0,732
204540,Maria Rosas,REPUBLICANOS,SP,1311,0,0.0,733
179000,Marcelo Álvaro Antônio,PL,MG,1071,0,0.0,734
179000,Marcelo Álvaro Antônio,UNIÃO,MG,17,0,0.0,735
179000,Marcelo Álvaro Antônio,,MG,43,0,0.0,736
204551,Bosco Saraiva,SOLIDARIEDADE,AM,252,0,0.0,737
204542,Denis Bezerra,PSB,CE,445,0,0.0,738
74585,Lincoln Portela,PL,MG,1315,0,0.0,739
204360,Silvia Cristina,PL,RO,688,0,0.0,740
204362,Ricardo Guidi,PSD,SC,518,0,0.0,741
204360,Silvia Cristina,PDT,RO,131,0,0.0,742
74784,Luiza Erundina,PSOL,SP,1250,0,0.0,743
133968,Paulo Ramos,PDT,RJ,398,0,0.0,744
204548,Heitor Freire,,CE,47,0,0.0,745
204548,Heitor Freire,UNIÃO,CE,328,0,0.0,746
204486,Mauro Benevides Filho,PDT,CE,1449,0,0.0,747
160541,Arthur Lira,PP,AL,707,0,0.0,748
204370,Célio Moura,PT,TO,482,0,0.0,749
191923,Flávio Nogueira,PDT,PI,94,0,0.0,750
74467,Damião Feliciano,UNIÃO,PB,1053,0,0.0,751
74467,Damião Feliciano,PDT,PB,105,0,0.0,752
191923,Flávio Nogueira,S.PART.,PI,30,0,0.0,753
219592,Lucas Follador,PSC,RO,93,0,0.0,754
67138,Iracema Portella,PP,PI,125,0,0.0,755
204459,Daniela Do Waguinho,UNIÃO,RJ,1104,0,0.0,756
122195,Leonardo Gadelha,PSC,PB,225,0,0.0,757
204459,Daniela Do Waguinho,MDB,RJ,133,0,0.0,758
219592,Lucas Follador,UNIÃO,RO,4,0,0.0,759
171623,Fabio Reis,PSD,SE,703,0,0.0,760
171623,Fabio Reis,MDB,SE,132,0,0.0,761
205863,Marcelo Brum,REPUBLICANOS,RS,18,0,0.0,762
179587,Major Vitor Hugo,PL,GO,342,0,0.0,763
205863,Marcelo Brum,,RS,53,0,0.0,764
179587,Major Vitor Hugo,,GO,46,0,0.0,765
205863,Marcelo Brum,UNIÃO,RS,43,0,0.0,766
179587,Major Vitor Hugo,UNIÃO,GO,65,0,0.0,767
73943,Perpétua Almeida,PCDOB,AC,452,0,0.0,768
66179,Norma Ayub,PP,ES,269,0,0.0,769
160518,Weliton Prado,PROS,MG,436,0,0.0,770
66179,Norma Ayub,,ES,54,0,0.0,771
178997,Moses Rodrigues,MDB,CE,76,0,0.0,772
178961,Shéridan,PSDB,RR,271,0,0.0,773
66179,Norma Ayub,UNIÃO,ES,71,0,0.0,774
204567,Raimundo Costa,PL,BA,95,0,0.0,775
204513,Guiga Peixoto,PSC,SP,324,0,0.0,776
204433,Marcelo Calero,PSD,RJ,340,0,0.0,777
204567,Raimundo Costa,PODE,BA,994,0,0.0,778
105534,Alexandre Figueiredo,PSD,SE,97,0,0.0,779
204466,Tereza Nelma,PSD,AL,232,0,0.0,780
204466,Tereza Nelma,PSDB,AL,114,0,0.0,781
218741,Patrick Dorneles,PSD,PB,97,0,0.0,782
204513,Guiga Peixoto,,SP,50,0,0.0,783
204433,Marcelo Calero,CIDADANIA,RJ,16,0,0.0,784
204513,Guiga Peixoto,UNIÃO,SP,120,0,0.0,785
218741,Patrick Dorneles,PSDB,PB,10,0,0.0,786
178825,Leo De Brito,PT,AC,445,0,0.0,787
178889,Zé Carlos,PT,MA,429,0,0.0,788
204514,Coronel Tadeu,UNIÃO,SP,39,0,0.0,789
204425,Silvio Costa Filho,REPUBLICANOS,PE,519,0,0.0,790
73482,Henrique Fontana,PT,RS,440,0,0.0,791
204514,Coronel Tadeu,PL,SP,429,0,0.0,792
204514,Coronel Tadeu,,SP,47,0,0.0,793
204500,Eduardo Costa,PSD,PA,253,0,0.0,794
204500,Eduardo Costa,PTB,PA,104,0,0.0,795
204378,Coronel Chrisóstomo,UNIÃO,RO,31,0,0.0,796
204378,Coronel Chrisóstomo,,RO,54,0,0.0,797
220008,Eliza Virgínia,PP,PB,163,0,0.0,798
74478,Luciano Bivar,,PE,15,0,0.0,799
198783,Emanuel Pinheiro Neto,MDB,MT,942,0,0.0,800
198783,Emanuel Pinheiro Neto,PTB,MT,102,0,0.0,801
204553,Pastor Sargento Isidório,AVANTE,BA,1498,0,0.0,802
178860,Paulo Azi,,BA,39,0,0.0,803
141523,Raul Henry,MDB,PE,425,0,0.0,804
218245,Jorielson,PL,AP,148,0,0.0,805
204499,Cássio Andrade,PSB,PA,219,0,0.0,806
164360,Carmen Zanotto,CIDADANIA,SC,585,0,0.0,807
204414,Aroldo Martins,REPUBLICANOS,PR,344,0,0.0,808
234673,Vanderlan Alves,UNIÃO,CE,57,0,0.0,809
204445,Fernando Mineiro,PT,RN,904,0,0.0,810
220580,Professora Goreth,PDT,AP,545,0,0.0,811
220555,Daiana Santos,PCDOB,RS,926,0,0.0,812
220575,Sonize Barbosa,PL,AP,442,0,0.0,813
220581,Luciano Amaral,PV,AL,593,0,0.0,814
234388,Fabiano Cazeca,PRD,MG,66,0,0.0,815
225730,Enfermeira Ana Paula,PDT,CE,123,0,0.0,816
220655,Mario Frias,PL,SP,826,0,0.0,817
74696,Alberto Mourão,MDB,SP,305,0,0.0,818
182146,Wolmer Araújo,PATRIOTA,MA,6,0,0.0,819
182146,Wolmer Araújo,SOLIDARIEDADE,MA,62,0,0.0,820
214694,Jorge Goetten,PL,SC,444,0,0.0,821
212625,Dr. Gonçalo,PODE,MA,71,0,0.0,822
228837,Juliana Kolankiewicz,MDB,MT,90,0,0.0,823
122195,Leonardo Gadelha,PODE,PB,67,0,0.0,824
228042,Naumi Amorim,PSD,CE,26,0,0.0,825
229112,Pedro Jr,PL,TO,82,0,0.0,826
171139,Loreny,SOLIDARIEDADE,SP,44,0,0.0,827
220642,Delegado Bruno Lima,PODE,SP,17,0,0.0,828
204533,Idilvan Alencar,PSB,CE,12,0,0.0,829
220686,Duarte Jr.,AVANTE,MA,14,0,0.0,830
234673,Vanderlan Alves,REPUBLICANOS,CE,39,0,0.0,831
234673,Vanderlan Alves,SOLIDARIEDADE,CE,22,0,0.0,832
221329,Ricardo Abrão,PSDB,RJ,12,0,0.0,833
204486,Mauro Benevides Filho,UNIÃO,CE,12,0,0.0,834
220549,Any Ortiz,PP,RS,1,0,0.0,835
204459,Daniela Do Waguinho,REPUBLICANOS,RJ,12,0,0.0,836
220566,Lêda Borges,REPUBLICANOS,GO,10,0,0.0,837
220610,Dr. Fernando Máximo,PL,RO,12,0,0.0,838
204356,Amaro Neto,PP,ES,24,0,0.0,839
204567,Raimundo Costa,PSD,BA,10,0,0.0,840
220571,Daniel Agrobom,PSD,GO,1,0,0.0,841
220536,Zé Haroldo Cathedral,UNIÃO,RR,13,0,0.0,842
220608,Cristiane Lopes,PODE,RO,10,0,0.0,843
74478,Luciano Bivar,MDB,PE,16,0,0.0,844
198783,Emanuel Pinheiro Neto,PSD,MT,19,0,0.0,845
193726,Paulo Eduardo Martins,PL,PR,297,0,0.0,846
141515,Otavio Leite,PSDB,RJ,84,0,0.0,847
146788,Marcelo Aro,PP,MG,222,0,0.0,848
193726,Paulo Eduardo Martins,PSC,PR,124,0,0.0,849
204410,Luisa Canziani,PSD,PR,723,0,0.0,850
204410,Luisa Canziani,PTB,PR,31,0,0.0,851
160640,Eros Biondini,PROS,MG,114,0,0.0,852
160640,Eros Biondini,PL,MG,1296,0,0.0,853
204546,Joice Hasselmann,PSDB,SP,371,0,0.0,854
204546,Joice Hasselmann,,SP,56,0,0.0,855
204546,Joice Hasselmann,UNIÃO,SP,32,0,0.0,856
160976,Tiririca,PL,SP,1081,0,0.0,857
128760,Paulo Marinho Jr,PL,MA,320,0,0.0,858
137070,Vicentinho Júnior,PL,TO,95,0,0.0,859
178927,Aliel Machado,PSB,PR,87,0,0.0,860
204351,Dr. Luiz Ovando,UNIÃO,MS,60,0,0.0,861
204351,Dr. Luiz Ovando,,MS,46,0,0.0,862
204390,Professor Alcides,PP,GO,111,0,0.0,863
204465,Haroldo Cathedral,PSD,RR,180,0,0.0,864
204379,Acácio Favacho,PROS,AP,127,0,0.0,865
141439,Chico D'angelo,PDT,RJ,411,0,0.0,866
178854,Elmar Nascimento,UNIÃO,BA,425,0,0.0,867
178854,Elmar Nascimento,,BA,37,0,0.0,868
204408,Gustinho Ribeiro,SOLIDARIEDADE,SE,106,0,0.0,869
73692,Osmar Terra,MDB,RS,959,0,0.0,870
204375,Leda Sadala,AVANTE,AP,134,0,0.0,871
178983,Marcio Alvino,PL,SP,1455,0,0.0,872
204375,Leda Sadala,PP,AP,163,0,0.0,873
141417,Edio Lopes,PL,RR,318,0,0.0,874
204496,Celso Sabino,UNIÃO,PA,377,0,0.0,875
204496,Celso Sabino,,PA,37,0,0.0,876
178831,André Abdon,PP,AP,613,0,0.0,877
141555,Vinicius Carvalho,REPUBLICANOS,SP,972,0,0.0,878
204468,Joenia Wapichana,REDE,RR,453,0,0.0,879
204565,Professora Dayane Pimentel,UNIÃO,BA,264,0,0.0,880
204458,Major Fabiana,PL,RJ,283,0,0.0,881
219568,Tiago Andrino,PSB,TO,99,0,0.0,882
204530,Rodrigo Agostinho,PSB,SP,486,0,0.0,883
204566,Marreca Filho,PATRIOTA,MA,488,0,0.0,884
204458,Major Fabiana,,RJ,55,0,0.0,885
204565,Professora Dayane Pimentel,,BA,51,0,0.0,886
204458,Major Fabiana,UNIÃO,RJ,46,0,0.0,887
204354,Flávia Arruda,PL,DF,223,0,0.0,888
204371,Felipe Rigoni,UNIÃO,ES,359,0,0.0,889
204555,José Ricardo,PT,AM,421,0,0.0,890
98057,Lafayette De Andrada,REPUBLICANOS,MG,1074,0,0.0,891
204371,Felipe Rigoni,,ES,48,0,0.0,892
215042,Ricardo Da Karol,PDT,RJ,266,0,0.0,893
215042,Ricardo Da Karol,PSC,RJ,155,0,0.0,894
204452,Márcio Labre,PL,RJ,362,0,0.0,895
160619,José Nunes,PSD,BA,199,0,0.0,896
204508,Igor Timo,PODE,MG,687,0,0.0,897
160635,Ruy Carneiro,PSC,PB,273,0,0.0,898
74376,Vander Loubet,PT,MS,1368,0,0.0,899
141459,João Maia,PL,RN,603,0,0.0,900
160635,Ruy Carneiro,PSDB,PB,147,0,0.0,901
204452,Márcio Labre,UNIÃO,RJ,39,0,0.0,902
204452,Márcio Labre,S.PART.,RJ,8,0,0.0,903
204452,Márcio Labre,,RJ,37,0,0.0,904
141552,Valtenir Pereira,MDB,MT,209,0,0.0,905
204416,Sanderson,UNIÃO,RS,21,0,0.0,906
204416,Sanderson,,RS,45,0,0.0,907
178882,André Fufuca,PP,MA,248,0,0.0,908
