id_deputado,dept_tx_nome_parlamentar,part_sg_partido,uf_sg_uf,qt_votacoes,qt_ausencias,pc_ausencia,ranking_ausencias
205548,David Miranda,PDT,RJ,200,0,0.0,909
90201,Pedro Augusto Bezerra,PDT,CE,250,0,0.0,910
204385,Valdevan Noventa,PL,SE,163,0,0.0,911
205548,David Miranda,PSOL,RJ,116,0,0.0,912
90201,Pedro Augusto Bezerra,PTB,CE,130,0,0.0,913
178937,Altineu Côrtes,PL,RJ,655,0,0.0,914
204537,Enrico Misasi,MDB,SP,302,0,0.0,915
178951,Rafael Motta,PSB,RN,355,0,0.0,916
204537,Enrico Misasi,PV,SP,126,0,0.0,917
74254,Leonardo Picciani,MDB,RJ,105,0,0.0,918
152610,Roberto Alves,REPUBLICANOS,SP,389,0,0.0,919
141422,Efraim Filho,UNIÃO,PB,118,0,0.0,920
204413,Alcides Rodrigues,PATRIOTA,GO,400,0,0.0,921
204483,Vilson Da Fetaemg,PSB,MG,448,0,0.0,922
204575,Gil Cutrim,REPUBLICANOS,MA,432,0,0.0,923
160600,Arthur Oliveira Maia,,BA,29,0,0.0,924
141422,Efraim Filho,,PB,5,0,0.0,925
220624,Robinson Faria,PL,RN,754,0,0.0,926
220550,Mauricio Marcon,PL,RS,94,0,0.0,927
160976,Tiririca,PSD,SP,126,0,0.0,928
234253,Lucas Abrahao,REDE,AP,87,0,0.0,929
208297,Katia Dias,REPUBLICANOS,MG,110,0,0.0,930
220554,Alexandre Lindenmeyer,PT,RS,850,0,0.0,931
220614,Dr. Daniel Soranz,PSD,RJ,191,0,0.0,932
220639,Guilherme Boulos,PSOL,SP,720,0,0.0,933
220600,Lebrão,UNIÃO,RO,555,0,0.0,934
220615,Pastor Henrique Vieira,PSOL,RJ,1079,0,0.0,935
220661,Matheus Noronha,PL,CE,784,0,0.0,936
220713,Saullo Vianna,UNIÃO,AM,487,0,0.0,937
220627,Paulinho Freire,UNIÃO,RN,442,0,0.0,938
220601,Washington Quaquá,PT,RJ,313,0,0.0,939
220630,Pedro Aihara,PATRIOTA,MG,253,0,0.0,940
229259,Pedro Tourinho,PT,SP,81,0,0.0,941
229585,Elisangela Araujo,PT,BA,103,0,0.0,942
229333,Gláucia Santiago,PL,MG,88,0,0.0,943
235869,João Carlos,REPUBLICANOS,AM,12,0,0.0,944
137070,Vicentinho Júnior,PSDB,TO,24,0,0.0,945
204390,Professor Alcides,PSDB,GO,15,0,0.0,946
204408,Gustinho Ribeiro,PP,SE,12,0,0.0,947
220652,Delegado Palumbo,PODE,SP,25,0,0.0,948
204496,Celso Sabino,PDT,PA,9,0,0.0,949
141555,Vinicius Carvalho,PL,SP,16,0,0.0,950
178871,Evair Vieira De Melo,REPUBLICANOS,ES,1,0,0.0,951
98057,Lafayette De Andrada,PL,MG,11,0,0.0,952
74295,Inácio Arruda,PCDOB,CE,12,0,0.0,953
204508,Igor Timo,UNIÃO,MG,1,0,0.0,954
204387,Sargento Fahur,PL,PR,45,0,0.0,955
220572,Marussa Boldrin,REPUBLICANOS,GO,6,0,0.0,956
129618,Gorete Pereira,MDB,CE,29,0,0.0,957
220646,Felipe Becari,PODE,SP,18,0,0.0,958
220699,Castro Neto,MDB,PI,9,0,0.0,959
220713,Saullo Vianna,MDB,AM,29,0,0.0,960
220630,Pedro Aihara,PP,MG,13,0,0.0,961
204509,Áurea Carolina,PSOL,MG,374,0,0.0,962
81297,Dra. Soraya Manato,PTB,ES,370,0,0.0,963
81297,Dra. Soraya Manato,,ES,56,0,0.0,964
215044,Vivi Reis,PSOL,PA,488,0,0.0,965
81297,Dra. Soraya Manato,UNIÃO,ES,84,0,0.0,966
213854,Dr. Agripino Magalhães,UNIÃO,CE,109,0,0.0,967
204380,Celina Leão,PP,DF,238,0,0.0,968
160758,Domingos Sávio,PSDB,MG,112,0,0.0,969
213854,Dr. Agripino Magalhães,PROS,CE,6,0,0.0,970
154178,Milton Vieira,REPUBLICANOS,SP,434,0,0.0,971
157130,Túlio Gadêlha,PDT,PE,127,0,0.0,972
204451,Delegado Antônio Furtado,UNIÃO,RJ,424,0,0.0,973
204545,Alê Silva,REPUBLICANOS,MG,357,0,0.0,974
204423,André Ferreira,PSC,PE,109,0,0.0,975
204423,André Ferreira,PL,PE,824,0,0.0,976
204451,Delegado Antônio Furtado,,RJ,55,0,0.0,977
160552,Danrlei De Deus Hinterholz,PSD,RS,684,0,0.0,978
204545,Alê Silva,,MG,51,0,0.0,979
74554,José Rocha,PL,BA,86,0,0.0,980
204545,Alê Silva,UNIÃO,MG,19,0,0.0,981
107283,Gleisi Hoffmann,PT,PR,644,0,0.0,982
207176,Bia Cavassa,PSDB,MS,125,0,0.0,983
74043,Wellington Roberto,PL,PB,905,0,0.0,984
178981,Herculano Passos,REPUBLICANOS,SP,343,0,0.0,985
204374,Bia Kicis,PL,DF,1440,0,0.0,986
160610,Valmir Assunção,PT,BA,1269,0,0.0,987
74399,Onyx Lorenzoni,PL,RS,218,0,0.0,988
178981,Herculano Passos,MDB,SP,124,0,0.0,989
204576,João Roma,PL,BA,257,0,0.0,990
204374,Bia Kicis,UNIÃO,DF,66,0,0.0,991
204374,Bia Kicis,,DF,53,0,0.0,992
74052,Bosco Costa,PL,SE,492,0,0.0,993
204352,Camilo Capiberibe,PSB,AP,432,0,0.0,994
213762,Carla Dickson,PROS,RN,141,0,0.0,995
204393,Frei Anastacio Ribeiro,PT,PB,456,0,0.0,996
73696,Angela Amin,PP,SC,450,0,0.0,997
160534,Lauriete,PSC,ES,475,0,0.0,998
178956,Mariana Carvalho,REPUBLICANOS,RO,136,0,0.0,999
178956,Mariana Carvalho,PSDB,RO,138,0,0.0,1000
204439,Dr. Leonardo,REPUBLICANOS,MT,358,0,0.0,1001
204562,Edilázio Júnior,PSD,MA,355,0,0.0,1002
178912,Pedro Cunha Lima,PSDB,PB,178,0,0.0,1003
204439,Dr. Leonardo,SOLIDARIEDADE,MT,113,0,0.0,1004
178920,Ricardo Teobaldo,PODE,PE,319,0,0.0,1005
204561,Bira Do Pindaré,PSB,MA,405,0,0.0,1006
112437,João Marcelo Souza,MDB,MA,221,0,0.0,1007
178863,Uldurico Junior,MDB,BA,206,0,0.0,1008
204418,Luizão Goulart,REPUBLICANOS,PR,92,0,0.0,1009
160589,Bruna Furlan,PSDB,SP,148,0,0.0,1010
217480,Jones Moura,PSD,RJ,622,0,0.0,1011
74319,Paes Landim,UNIÃO,PI,84,0,0.0,1012
204418,Luizão Goulart,SOLIDARIEDADE,PR,332,0,0.0,1013
141405,Celso Maldaner,MDB,SC,336,0,0.0,1014
178863,Uldurico Junior,PROS,BA,88,0,0.0,1015
74319,Paes Landim,PTB,PI,7,0,0.0,1016
178921,Sebastião Oliveira,AVANTE,PE,265,0,0.0,1017
74459,Átila Lira,PP,PI,389,0,0.0,1018
204415,Nereu Crispim,UNIÃO,RS,79,0,0.0,1019
204415,Nereu Crispim,PSD,RS,278,0,0.0,1020
204473,General Girão,UNIÃO,RN,47,0,0.0,1021
204473,General Girão,,RN,52,0,0.0,1022
204415,Nereu Crispim,,RS,52,0,0.0,1023
220620,Rosângela Reis,PL,MG,1006,0,0.0,1024
220530,Messias Donato,REPUBLICANOS,ES,1000,0,0.0,1025
220640,Juliana Cardoso,PT,SP,873,0,0.0,1026
220531,Gilvan Maximo,REPUBLICANOS,DF,623,0,0.0,1027
220613,Roberto Monteiro Pai,PL,RJ,973,0,0.0,1028
227660,Nitinho,PSD,SE,335,0,0.0,1029
220579,Silvia Waiãpi,PL,AP,556,0,0.0,1030
220676,Andreia Siqueira,MDB,PA,782,0,0.0,1031
220565,Delegada Adriana Accorsi,PT,GO,792,0,0.0,1032
160561,Missionário José Olimpio,PL,SP,271,0,0.0,1033
225727,Flavinha,MDB,MT,117,0,0.0,1034
220596,Amália Barros,PL,MT,339,0,0.0,1035
89536,Prof. Paulo Fernando,REPUBLICANOS,DF,259,0,0.0,1036
225386,Renan Ferreirinha,PSD,RJ,79,0,0.0,1037
220633,Ricardo Salles,PL,SP,348,0,0.0,1038
220552,Zucco,REPUBLICANOS,RS,343,0,0.0,1039
227401,Dr Fabio Rueda,UNIÃO,AC,83,0,0.0,1040
228941,Daniel José,PODE,SP,70,0,0.0,1041
220668,Maria Arraes,PSB,PE,16,0,0.0,1042
160632,Zé Silva,UNIÃO,MG,18,0,0.0,1043
157130,Túlio Gadêlha,PSD,PE,19,0,0.0,1044
220530,Messias Donato,UNIÃO,ES,15,0,0.0,1045
220714,Adail Filho,MDB,AM,19,0,0.0,1046
74043,Wellington Roberto,PSD,PB,5,0,0.0,1047
213762,Carla Dickson,PL,RN,1,0,0.0,1048
234840,Cristiano Furlan,REDE,AP,22,0,0.0,1049
178954,Lucio Mosquini,PL,RO,9,0,0.0,1050
220656,Fernanda Pessoa,PSD,CE,15,0,0.0,1051
235800,Jorge Araújo,PP,BA,11,0,0.0,1052
220676,Andreia Siqueira,PSB,PA,6,0,0.0,1053
204471,Mara Rocha,MDB,AC,292,0,0.0,1054
151208,Laercio Oliveira,PP,SE,386,0,0.0,1055
141531,Rodrigo De Castro,PSDB,MG,122,0,0.0,1056
141531,Rodrigo De Castro,UNIÃO,MG,1166,0,0.0,1057
204516,Alexis Fonteyne,NOVO,SP,470,0,0.0,1058
204476,Chiquinho Brazão,UNIÃO,RJ,507,0,0.0,1059
204471,Mara Rocha,PSDB,AC,123,0,0.0,1060
204476,Chiquinho Brazão,AVANTE,RJ,144,0,0.0,1061
204376,Coronel Armando,PL,SC,451,0,0.0,1062
141478,Laerte Bessa,PL,DF,121,0,0.0,1063
204376,Coronel Armando,,SC,49,0,0.0,1064
204376,Coronel Armando,UNIÃO,SC,46,0,0.0,1065
204403,Marlon Santos,PL,RS,169,0,0.0,1066
204403,Marlon Santos,PDT,RS,84,0,0.0,1067
204494,Fred Costa,PATRIOTA,MG,342,0,0.0,1068
160570,Jerônimo Goergen,PP,RS,284,0,0.0,1069
204541,Eduardo Bismarck,PDT,CE,1001,0,0.0,1070
205476,Charles Fernandes,PSD,BA,1316,0,0.0,1071
178924,Capitão Fábio Abreu,PSD,PI,349,0,0.0,1072
178924,Capitão Fábio Abreu,PL,PI,94,0,0.0,1073
135054,Cristiano Vale,PL,PA,50,0,0.0,1074
204391,José Nelto,PP,GO,440,0,0.0,1075
135054,Cristiano Vale,PP,PA,319,0,0.0,1076
204391,José Nelto,PODE,GO,89,0,0.0,1077
74693,Rodrigo Maia,PSDB,RJ,21,0,0.0,1078
74693,Rodrigo Maia,S.PART.,RJ,2,0,0.0,1079
160669,Genecias Noronha,PL,CE,146,0,0.0,1080
74655,Eduardo Barbosa,PSDB,MG,484,0,0.0,1081
74383,Giacobo,PL,PR,805,0,0.0,1082
204524,Pinheirinho,PP,MG,677,0,0.0,1083
160669,Genecias Noronha,SOLIDARIEDADE,CE,114,0,0.0,1084
92102,Leur Lomanto Júnior,,BA,40,0,0.0,1085
204428,Marília Arraes,PT,PE,160,0,0.0,1086
204435,Jesus Sérgio,PDT,AC,406,0,0.0,1087
74262,Carlos Sampaio,PSDB,SP,743,0,0.0,1088
109429,Benes Leocádio,REPUBLICANOS,RN,123,0,0.0,1089
122974,Pedro Lucas Fernandes,PTB,MA,132,0,0.0,1090
204428,Marília Arraes,SOLIDARIEDADE,PE,170,0,0.0,1091
204441,Otoni De Paula,PSC,RJ,96,0,0.0,1092
204400,Aline Sleutjes,PROS,PR,277,0,0.0,1093
204467,Professora Rosa Neide,PT,MT,455,0,0.0,1094
204510,Franco Cartafina,PP,MG,381,0,0.0,1095
160508,Afonso Florence,PT,BA,391,0,0.0,1096
204383,Professor Israel Batista,PSB,DF,293,0,0.0,1097
204484,General Peternelli,UNIÃO,SP,460,0,0.0,1098
204484,General Peternelli,,SP,53,0,0.0,1099
204400,Aline Sleutjes,UNIÃO,PR,97,0,0.0,1100
204400,Aline Sleutjes,,PR,51,0,0.0,1101
204383,Professor Israel Batista,PV,DF,173,0,0.0,1102
177282,Subtenente Gonzaga,PSD,MG,285,0,0.0,1103
204505,Vavá Martins,REPUBLICANOS,PA,345,0,0.0,1104
177282,Subtenente Gonzaga,PDT,MG,103,0,0.0,1105
68720,Fábio Henrique,UNIÃO,SE,432,0,0.0,1106
178994,Dulce Miranda,MDB,TO,447,0,0.0,1107
154919,Eleuses Paiva,PSD,SP,187,0,0.0,1108
178925,Rejane Dias,PT,PI,457,0,0.0,1109
68720,Fábio Henrique,PDT,SE,134,0,0.0,1110
204544,Alexandre Frota,PSDB,SP,298,0,0.0,1111
178947,Sóstenes Cavalcante,PL,RJ,823,0,0.0,1112
74270,Gilberto Nascimento,PSC,SP,123,0,0.0,1113
178947,Sóstenes Cavalcante,,RJ,27,0,0.0,1114
178843,Marx Beltrão,PSD,AL,107,0,0.0,1115
161550,Emidinho Madeira,PSB,MG,99,0,0.0,1116
178947,Sóstenes Cavalcante,UNIÃO,RJ,24,0,0.0,1117
204544,Alexandre Frota,PROS,SP,55,0,0.0,1118
178861,Ronaldo Carletto,PP,BA,442,0,0.0,1119
146307,Neri Geller,PP,MT,185,0,0.0,1120
160511,Alessandro Molon,PSB,RJ,414,0,0.0,1121
108338,Jaqueline Cassol,PP,RO,409,0,0.0,1122
204367,Daniel Freitas,,SC,56,0,0.0,1123
204366,Rodrigo Coelho,PODE,SC,459,0,0.0,1124
204511,David Soares,UNIÃO,SP,846,0,0.0,1125
204367,Daniel Freitas,UNIÃO,SC,24,0,0.0,1126
178977,Eduardo Cury,PSDB,SP,433,0,0.0,1127
74352,Nilson Pinto,PSDB,PA,317,0,0.0,1128
204502,Bozzella,UNIÃO,SP,367,0,0.0,1129
73466,Rubens Bueno,CIDADANIA,PR,514,0,0.0,1130
204502,Bozzella,,SP,49,0,0.0,1131
204526,Luiz Philippe De Orleans E Bragança,UNIÃO,SP,25,0,0.0,1132
204526,Luiz Philippe De Orleans E Bragança,,SP,41,0,0.0,1133
204421,Edna Henrique,REPUBLICANOS,PB,268,0,0.0,1134
93083,Cacá Leão,PP,BA,332,0,0.0,1135
204517,Zé Vitor,PL,MG,709,0,0.0,1136
204373,Hélio Costa,PSD,SC,296,0,0.0,1137
204373,Hélio Costa,REPUBLICANOS,SC,123,0,0.0,1138
215045,Pedro Augusto Palareti,PP,RJ,198,0,0.0,1139
178934,Toninho Wandscheer,PROS,PR,404,0,0.0,1140
215045,Pedro Augusto Palareti,PSD,RJ,129,0,0.0,1141
178881,Aluisio Mendes,PSC,MA,446,0,0.0,1142
219599,Sargento Alexandre,PODE,SP,96,0,0.0,1143
204376,Coronel Armando,PP,SC,73,0,0.0,1144
204494,Fred Costa,PRD,MG,288,0,0.0,1145
220616,Luciano Vieira,PSDB,RJ,59,0,0.0,1146
230764,Ivan Junior,UNIÃO,MA,26,0,0.0,1147
234406,Elmano Férrer,PP,PI,79,0,0.0,1148
220645,Erika Hilton,PSOL,SP,792,0,0.0,1149
220576,Alfredo Gaspar,UNIÃO,AL,1094,0,0.0,1150
221338,Professora Luciene Cavalcante,PSOL,SP,1004,0,0.0,1151
220626,Rafael Simoes,UNIÃO,MG,955,0,0.0,1152
160161,Marcelo Queiroz,PP,RJ,713,0,0.0,1153
160161,Marcelo Queiroz,PSDB,RJ,76,0,0.0,1154
204476,Chiquinho Brazão,S.PART.,RJ,1,0,0.0,1155
220587,Gerlen Diniz,PP,AC,589,0,0.0,1156
220616,Luciano Vieira,PL,RJ,299,0,0.0,1157
100689,Hildo Do Candango,REPUBLICANOS,GO,106,0,0.0,1158
226410,Márcio Correa,MDB,GO,111,0,0.0,1159
160629,Romero Rodrigues,PSC,PB,95,0,0.0,1160
223398,Ulisses Guimarães,MDB,MG,78,0,0.0,1161
235776,Sérgio Turra,PP,RS,19,0,0.0,1162
178858,Mário Negromonte Jr.,PSB,BA,14,0,0.0,1163
204541,Eduardo Bismarck,PV,CE,14,0,0.0,1164
220687,Márcio Honaiser,SOLIDARIEDADE,MA,7,0,0.0,1165
220643,Sônia Guajajara,PSOL,SP,19,0,0.0,1166
204441,Otoni De Paula,PSD,RJ,10,0,0.0,1167
220576,Alfredo Gaspar,PL,AL,1,0,0.0,1168
220685,Paulo Litro,UNIÃO,PR,6,0,0.0,1169
220664,Guilherme Uchoa,PSD,PE,8,0,0.0,1170
204404,Lucas Redecker,PSD,RS,16,0,0.0,1171
178843,Marx Beltrão,UNIÃO,AL,1,0,0.0,1172
220589,Eduardo Velloso,SOLIDARIEDADE,AC,14,0,0.0,1173
204511,David Soares,PODE,SP,6,0,0.0,1174
178901,Tereza Cristina,PP,MS,307,0,0.0,1175
178887,Rubens Pereira Júnior,PCDOB,MA,122,0,0.0,1176
205865,Reinhold Stephanes,PSD,PR,898,0,0.0,1177
141411,Dagoberto Nogueira,PDT,MS,134,0,0.0,1178
204437,Severino Pessoa,REPUBLICANOS,AL,104,0,0.0,1179
178975,Baleia Rossi,MDB,SP,925,0,0.0,1180
204437,Severino Pessoa,MDB,AL,171,0,0.0,1181
204472,José Medeiros,PODE,MT,83,0,0.0,1182
76874,Marcelo Freixo,PSB,RJ,438,0,0.0,1183
204384,Ney Leprevost,UNIÃO,PR,256,0,0.0,1184
204547,Léo Motta,PL,MG,32,0,0.0,1185
204547,Léo Motta,REPUBLICANOS,MG,172,0,0.0,1186
204430,Margarete Coelho,PP,PI,381,0,0.0,1187
217330,Pedro Dalua,PSC,AP,91,0,0.0,1188
204547,Léo Motta,UNIÃO,MG,21,0,0.0,1189
204547,Léo Motta,,MG,41,0,0.0,1190
178886,Juscelino Filho,,MA,47,0,0.0,1191
204405,Liziane Bayer,PSB,RS,116,0,0.0,1192
166402,Magda Mofatto,PL,GO,558,0,0.0,1193
204357,Rose Modesto,PSDB,MS,122,0,0.0,1194
204364,Eli Borges,PL,TO,1064,0,0.0,1195
204405,Liziane Bayer,REPUBLICANOS,RS,372,0,0.0,1196
204357,Rose Modesto,UNIÃO,MS,185,0,0.0,1197
204364,Eli Borges,SOLIDARIEDADE,TO,111,0,0.0,1198
204457,Juninho Do Pneu,,RJ,55,0,0.0,1199
204477,Felício Laterça,PP,RJ,342,0,0.0,1200
204446,Professor Joziel,UNIÃO,RJ,103,0,0.0,1201
204446,Professor Joziel,,RJ,50,0,0.0,1202
204446,Professor Joziel,PATRIOTA,RJ,255,0,0.0,1203
204477,Felício Laterça,UNIÃO,RJ,83,0,0.0,1204
74200,Gastão Vieira,PROS,MA,108,0,0.0,1205
204477,Felício Laterça,,RJ,55,0,0.0,1206
213274,Ricardo Silva,PSB,SP,97,0,0.0,1207
204461,Paulo Ganime,NOVO,RJ,476,0,0.0,1208
213274,Ricardo Silva,PSD,SP,501,0,0.0,1209
73808,Sérgio Brito,PSD,BA,452,0,0.0,1210
74165,Neucimar Fraga,PP,ES,242,0,0.0,1211
204478,Vinicius Farah,UNIÃO,RJ,174,0,0.0,1212
204478,Vinicius Farah,MDB,RJ,16,0,0.0,1213
74165,Neucimar Fraga,PSD,ES,104,0,0.0,1214
178959,Hiran Gonçalves,PP,RR,332,0,0.0,1215
204535,Sâmia Bomfim,PSOL,SP,1328,0,0.0,1216
160532,Eli Corrêa Filho,UNIÃO,SP,395,0,0.0,1217
160532,Eli Corrêa Filho,,SP,56,0,0.0,1218
178879,Lucas Vergilio,SOLIDARIEDADE,GO,126,0,0.0,1219
74044,Wilson Santiago,PTB,PB,71,0,0.0,1220
116379,Darci De Matos,PSD,SC,669,0,0.0,1221
73463,Osmar Serraglio,PP,PR,450,0,0.0,1222
195866,Vaidon Oliveira,PROS,CE,119,0,0.0,1223
69871,Bacelar,PODE,BA,125,0,0.0,1224
195866,Vaidon Oliveira,UNIÃO,CE,112,0,0.0,1225
204482,Euclydes Pettersen,PSC,MG,238,0,0.0,1226
204444,Helio Lopes,PL,RJ,1108,0,0.0,1227
204444,Helio Lopes,UNIÃO,RJ,83,0,0.0,1228
204444,Helio Lopes,,RJ,52,0,0.0,1229
74090,Átila Lins,PP,AM,113,0,0.0,1230
178990,Samuel Moreira,PSDB,SP,461,0,0.0,1231
204488,Célio Studart,PSD,CE,934,0,0.0,1232
73460,Gustavo Fruet,PDT,PR,389,0,0.0,1233
204550,Júnior Mano,PL,CE,385,0,0.0,1234
204488,Célio Studart,PV,CE,91,0,0.0,1235
204532,Vinicius Poit,NOVO,SP,464,0,0.0,1236
178962,Carlos Gomes,REPUBLICANOS,RS,714,0,0.0,1237
204498,Olival Marques,UNIÃO,PA,68,0,0.0,1238
141480,Lázaro Botelho,PP,TO,833,0,0.0,1239
204498,Olival Marques,,PA,52,0,0.0,1240
160665,Augusto Coutinho,SOLIDARIEDADE,PE,79,0,0.0,1241
204377,Paula Belmonte,CIDADANIA,DF,406,0,0.0,1242
204361,Carlos Chiodini,MDB,SC,671,0,0.0,1243
196358,Lourival Gomes,UNIÃO,RJ,98,0,0.0,1244
196358,Lourival Gomes,PP,RJ,262,0,0.0,1245
196358,Lourival Gomes,,RJ,44,0,0.0,1246
73586,Júlio Delgado,PV,MG,348,0,0.0,1247
74471,André De Paula,PSD,PE,332,0,0.0,1248
73586,Júlio Delgado,PSB,MG,128,0,0.0,1249
160621,Sandro Alex,PSD,PR,334,0,0.0,1250
178905,Fabio Garcia,UNIÃO,MT,96,0,0.0,1251
220649,Delegado Da Cunha,PP,SP,780,0,0.0,1252
204550,Júnior Mano,PSB,CE,211,0,0.0,1253
220677,Keniston Braga,MDB,PA,836,0,0.0,1254
220703,Neto Carletto,PP,BA,542,0,0.0,1255
227310,Silvio Antonio,PL,MA,184,0,0.0,1256
220697,Jadyel Alencar,PV,PI,226,0,0.0,1257
220660,Yury Do Paredão,S.PART.,CE,49,0,0.0,1258
220660,Yury Do Paredão,PL,CE,73,0,0.0,1259
166402,Magda Mofatto,PATRIOTA,GO,141,0,0.0,1260
227323,Luciano Galego,PL,MA,85,0,0.0,1261
220698,Beto Preto,PSD,PR,118,0,0.0,1262
221339,Dr. Benjamim,UNIÃO,MA,451,0,0.0,1263
229225,Missionária Michele Collins,PP,PE,72,0,0.0,1264
230088,Dra. Mayra Pinheiro,PL,CE,83,0,0.0,1265
204394,Gervásio Maia,PCDOB,PB,14,0,0.0,1266
141411,Dagoberto Nogueira,PP,MS,12,0,0.0,1267
204474,Juarez Costa,REPUBLICANOS,MT,18,0,0.0,1268
178886,Juscelino Filho,PSDB,MA,12,0,0.0,1269
220539,Defensor Stélio Dener,UNIÃO,RR,11,0,0.0,1270
220637,Marina Silva,REDE,SP,14,0,0.0,1271
204515,André Janones,REDE,MG,19,0,0.0,1272
98615,Ismael,PL,SC,16,0,0.0,1273
204364,Eli Borges,REPUBLICANOS,TO,11,0,0.0,1274
204457,Juninho Do Pneu,PSDB,RJ,15,0,0.0,1275
204358,Beto Pereira,REPUBLICANOS,MS,11,0,0.0,1276
220617,Murillo Gouvea,PSDB,RJ,9,0,0.0,1277
220672,Henderson Pinto,UNIÃO,PA,13,0,0.0,1278
220567,Jeferson Rodrigues,PSDB,GO,21,0,0.0,1279
80815,Leo Prates,REPUBLICANOS,BA,1,0,0.0,1280
220649,Delegado Da Cunha,UNIÃO,SP,1,0,0.0,1281
222565,Soldado Noelio,UNIÃO,CE,40,0,0.0,1282
204504,Cezinha De Madureira,PL,SP,25,0,0.0,1283
220691,Diego Coronel,REPUBLICANOS,BA,23,0,0.0,1284
66828,Fausto Pinato,UNIÃO,SP,1,0,0.0,1285
204498,Olival Marques,PODE,PA,8,0,0.0,1286
220706,Padovani,PP,PR,8,0,0.0,1287
220706,Padovani,PL,PR,4,0,0.0,1288
220706,Padovani,REPUBLICANOS,PR,1,0,0.0,1289
